DataYear,DistrictCountyNumber,DistrictCountyName,districtNumber,districtType,DistrictName,schoolNumber,SchoolName,ECSUNumber,EconomicDevelopmentRegion,Grade,AMI_Male,AMI_Female,API_Male,API_Female,HIS_Male,HIS_Female,BLK_Male,BLK_Female,WHT_Male,WHT_Female,TotalMale,TotalFemale,TotalMinority,TotalStudents,SchoolLocationCountyNumber,SchoolLocationCountyName,SchoolClassification
02-03,27,Hennepin                                     ,4087,07,SAGE ACADEMY CHARTER SCHOOL        ,000, ,11,11 ,All Grades,0,0,3,1,1,1,2,2,28,18,34,22,10,56,  , ,  
02-03,27,Hennepin                                     ,4092,07,WATERSHED HIGH SCHOOL              ,000, ,11,11 ,All Grades,1,0,2,2,3,0,3,5,28,44,37,51,16,88,  , ,  
02-03,27,Hennepin                                     ,4096,07,CHIRON CHARTER SCHOOL              ,000, ,11,11 ,All Grades,6,3,6,10,3,1,49,64,6,7,70,85,142,155,  , ,  
02-03,27,Hennepin                                     ,4097,07,"PARTNERSHIP ACADEMY, INC.          ",000, ,11,11 ,All Grades,0,1,2,0,17,14,40,33,10,6,69,54,107,123,  , ,  
02-03,27,Hennepin                                     ,6065,62,METROPOLITAN LEARNING ALLIANCE     ,000, ,11,11 ,All Grades,1,2,0,3,2,1,10,19,24,13,37,38,38,75,  , ,  
02-03,27,Hennepin                                     ,6069,62,WEST METRO EDUCATION PROGRAM       ,000, ,11,11 ,All Grades,10,13,14,21,17,12,166,243,238,306,445,595,496,1040,  , ,  
02-03,28,Houston                                      ,0294,01,HOUSTON                            ,000, ,10,10 ,All Grades,2,1,1,0,5,3,0,1,261,230,269,235,13,504,  , ,  
02-03,28,Houston                                      ,0297,01,SPRING GROVE                       ,000, ,10,10 ,All Grades,0,2,0,0,0,0,0,0,179,206,179,208,2,387,  , ,  
02-03,28,Houston                                      ,0299,01,CALEDONIA                          ,000, ,10,10 ,All Grades,0,3,1,3,1,1,12,10,490,443,504,460,31,964,  , ,  
02-03,28,Houston                                      ,0300,01,LACRESCENT-HOKAH                   ,000, ,10,10 ,All Grades,1,2,11,7,3,3,19,14,813,807,847,833,60,1680,  , ,  
02-03,28,Houston                                      ,4054,07,LACRESCENT MONTESSORI ACADEMY      ,000, ,10,10 ,All Grades,0,0,0,0,0,0,0,0,29,26,29,26,0,55,  , ,  
02-03,29,Hubbard                                      ,0306,01,LAPORTE                            ,000, ,01,02 ,All Grades,38,17,1,2,2,2,0,0,130,132,171,153,62,324,  , ,  
02-03,29,Hubbard                                      ,0308,01,NEVIS                              ,000, ,01,02 ,All Grades,5,4,0,1,12,8,5,4,277,234,299,251,39,550,  , ,  
02-03,29,Hubbard                                      ,0309,01,PARK RAPIDS                        ,000, ,01,02 ,All Grades,67,65,2,6,11,6,5,4,887,767,972,848,166,1820,  , ,  
02-03,30,Isanti                                       ,0314,01,BRAHAM                             ,000, ,07,07E,All Grades,1,2,2,1,0,3,2,2,507,422,512,430,13,942,  , ,  
02-03,30,Isanti                                       ,0911,01,CAMBRIDGE-ISANTI                   ,000, ,07,07E,All Grades,31,33,32,28,18,29,32,19,2390,2254,2503,2363,222,4866,  , ,  
02-03,30,Isanti                                       ,0957,51,OAK LAND VOC. CNTR.                ,000, ,07,07E,All Grades,0,1,1,0,1,3,0,3,173,197,175,204,9,379,  , ,  
02-03,31,Itasca                                       ,0316,01,GREENWAY                           ,000, ,03,03 ,All Grades,44,54,1,2,1,1,1,0,631,612,678,669,104,1347,  , ,  
02-03,31,Itasca                                       ,0317,01,DEER RIVER                         ,000, ,03,03 ,All Grades,156,164,1,4,3,0,4,3,396,344,560,515,335,1075,  , ,  
02-03,31,Itasca                                       ,0318,01,GRAND RAPIDS                       ,000, ,03,03 ,All Grades,119,84,14,17,21,7,14,10,2014,1858,2182,1976,286,4158,  , ,  
02-03,31,Itasca                                       ,0319,01,NASHWAUK-KEEWATIN                  ,000, ,03,03 ,All Grades,7,7,0,1,2,2,6,4,343,261,358,275,29,633,  , ,  
02-03,32,Jackson                                      ,0330,01,HERON LAKE-OKABENA                 ,000, ,06,08 ,All Grades,1,2,1,2,26,11,0,0,140,152,168,167,43,335,  , ,  
02-03,32,Jackson                                      ,2895,01,JACKSON COUNTY CENTRAL             ,000, ,06,08 ,All Grades,1,0,24,32,9,6,0,7,663,606,697,651,79,1348,  , ,  
02-03,33,Kanabec                                      ,0332,01,MORA                               ,000, ,07,07E,All Grades,16,18,11,10,17,15,9,5,918,930,971,978,101,1949,  , ,  
02-03,33,Kanabec                                      ,0333,01,OGILVIE                            ,000, ,07,07E,All Grades,1,4,2,1,0,0,1,2,358,338,362,345,11,707,  , ,  
02-03,34,Kandiyohi                                    ,0345,01,NEW LONDON-SPICER                  ,000, ,06,06E,All Grades,1,2,3,0,2,0,3,2,920,836,929,840,13,1769,  , ,  
02-03,34,Kandiyohi                                    ,0347,01,WILLMAR                            ,000, ,06,06E,All Grades,13,13,11,12,533,509,45,39,1616,1591,2218,2164,1175,4382,  , ,  
02-03,35,Kittson                                      ,0356,01,LANCASTER                          ,000, ,01,01 ,All Grades,0,0,5,0,0,0,2,0,123,89,130,89,7,219,  , ,  
02-03,35,Kittson                                      ,2171,01,KITTSON CENTRAL                    ,000, ,01,01 ,All Grades,0,0,1,3,17,10,1,0,180,217,199,230,32,429,  , ,  
02-03,35,Kittson                                      ,2358,01,TRI-COUNTY                         ,000, ,01,01 ,All Grades,0,0,0,0,0,0,0,1,154,146,154,147,1,301,  , ,  
02-03,36,Koochiching                                  ,0361,01,INTERNATIONAL FALLS                ,000, ,03,03 ,All Grades,67,55,2,0,6,5,2,7,690,622,767,689,144,1456,  , ,  
02-03,36,Koochiching                                  ,0362,01,LITTLEFORK-BIG FALLS               ,000, ,03,03 ,All Grades,0,1,1,0,0,0,0,0,186,163,187,164,2,351,  , ,  
02-03,36,Koochiching                                  ,0363,01,SOUTH KOOCHICHING                  ,000, ,01,03 ,All Grades,1,4,1,0,0,1,1,1,197,163,200,169,9,369,  , ,  
02-03,37,Lac qui Parle                                ,0371,01,BELLINGHAM                         ,000, ,06,06W,All Grades,0,0,0,0,0,0,0,0,36,31,36,31,0,67,  , ,  
02-03,37,Lac qui Parle                                ,0378,01,DAWSON-BOYD                        ,000, ,06,06W,All Grades,2,0,1,3,3,5,4,2,298,295,308,305,20,613,  , ,  
02-03,37,Lac qui Parle                                ,2853,01,LAC QUI PARLE VALLEY               ,000, ,06,06W,All Grades,2,3,8,14,28,18,3,7,569,532,610,574,83,1184,  , ,  
02-03,38,Lake                                         ,0381,01,LAKE SUPERIOR                      ,000, ,03,03 ,All Grades,7,8,2,3,3,1,2,10,858,804,872,826,36,1698,  , ,  
02-03,39,Lake of the Woods                            ,0390,01,LAKE OF THE WOODS                  ,000, ,01,02 ,All Grades,5,7,1,3,5,0,3,7,332,338,346,355,31,701,  , ,  
02-03,40,Le Sueur                                     ,0391,01,CLEVELAND                          ,000, ,09,09 ,All Grades,1,1,1,0,5,1,1,0,222,203,230,205,10,435,  , ,  
02-03,40,Le Sueur                                     ,0392,01,LECENTER                           ,000, ,09,09 ,All Grades,0,0,6,4,49,34,3,2,297,311,355,351,98,706,  , ,  
02-03,40,Le Sueur                                     ,0394,01,MONTGOMERY-LONSDALE                ,000, ,09,09 ,All Grades,0,1,0,2,54,52,5,5,490,502,549,562,119,1111,  , ,  
02-03,40,Le Sueur                                     ,2143,01,WATERVILLE-ELYSIAN-MORRISTOWN      ,000, ,09,09 ,All Grades,3,2,2,1,13,29,1,2,480,479,499,513,53,1012,  , ,  
02-03,40,Le Sueur                                     ,2397,01,LESUEUR-HENDERSON                  ,000, ,09,09 ,All Grades,0,3,3,2,67,69,3,6,591,607,664,687,153,1351,  , ,  
02-03,41,Lincoln                                      ,0402,01,HENDRICKS                          ,000, ,06,08 ,All Grades,0,0,0,3,2,0,1,0,107,101,110,104,6,214,  , ,  
02-03,41,Lincoln                                      ,0403,01,IVANHOE                            ,000, ,06,08 ,All Grades,0,0,0,0,0,1,0,0,117,101,117,102,1,219,  , ,  
02-03,41,Lincoln                                      ,0404,01,LAKE BENTON                        ,000, ,06,08 ,All Grades,0,0,0,0,0,0,2,3,108,93,110,96,5,206,  , ,  
02-03,41,Lincoln                                      ,0409,01,TYLER                              ,000, ,06,08 ,All Grades,1,1,1,0,2,1,1,0,113,94,118,96,7,214,  , ,  
02-03,42,Lyon                                         ,0411,01,BALATON                            ,000, ,06,08 ,All Grades,1,0,0,0,1,0,0,0,44,35,46,35,2,81,  , ,  
02-03,42,Lyon                                         ,0413,01,MARSHALL                           ,000, ,06,08 ,All Grades,5,4,24,36,98,100,62,58,933,984,1122,1182,387,2304,  , ,  
02-03,42,Lyon                                         ,0414,01,MINNEOTA                           ,000, ,06,08 ,All Grades,0,0,1,3,11,9,1,0,232,230,245,242,25,487,  , ,  
02-03,42,Lyon                                         ,0415,01,LYND                               ,000, ,06,08 ,All Grades,0,0,0,0,9,15,0,0,33,37,42,52,24,94,  , ,  
02-03,42,Lyon                                         ,0417,01,TRACY                              ,000, ,06,08 ,All Grades,1,1,55,50,13,15,2,5,323,291,394,362,142,756,  , ,  
02-03,42,Lyon                                         ,0418,01,RUSSELL                            ,000, ,06,08 ,All Grades,0,1,0,0,0,1,2,0,61,61,63,63,4,126,  , ,  
02-03,42,Lyon                                         ,0991,83,REGN 6 & 8-S.W/W.C. SRV COOPERATIVE,000, ,06,08 ,All Grades,0,0,0,0,0,1,0,0,9,2,9,3,1,12,  , ,  
02-03,42,Lyon                                         ,2167,01,LAKEVIEW                           ,000, ,06,08 ,All Grades,1,0,6,3,11,15,2,2,294,236,314,256,40,570,  , ,  
02-03,42,Lyon                                         ,4072,07,YANKTON COUNTRY CHARTER SCHOOL     ,000, ,06,08 ,All Grades,0,0,0,0,1,1,1,0,20,15,22,16,3,38,  , ,  
02-03,43,McLeod                                       ,0423,01,HUTCHINSON                         ,000, ,06,06E,All Grades,4,3,12,19,70,70,17,12,1536,1399,1639,1503,207,3142,  , ,  
02-03,43,McLeod                                       ,0424,01,LESTER PRAIRIE                     ,000, ,06,06E,All Grades,0,0,0,0,10,5,0,0,247,230,257,235,15,492,  , ,  
02-03,43,McLeod                                       ,0937,52,CROW RIVER SP. ED. COOP.           ,000, ,06,06E,All Grades,0,0,0,1,4,1,0,0,30,11,34,13,6,47,  , ,  
02-03,43,McLeod                                       ,2859,01,GLENCOE-SILVER LAKE                ,000, ,06,06E,All Grades,2,3,4,2,117,135,0,3,775,736,898,879,266,1777,  , ,  
02-03,43,McLeod                                       ,2887,01,MCLEOD WEST SCHOOLS                ,000, ,06,06E,All Grades,0,0,2,5,10,6,0,2,237,234,249,247,25,496,  , ,  
02-03,43,McLeod                                       ,4093,07,NEW CENTURY CHARTER SCHOOL         ,000, ,06,06E,All Grades,0,0,0,1,2,2,0,1,61,34,63,38,6,101,  , ,  
02-03,44,Mahnomen                                     ,0432,01,MAHNOMEN                           ,000, ,01,02 ,All Grades,242,208,0,1,2,2,0,0,160,134,404,345,455,749,  , ,  
02-03,44,Mahnomen                                     ,0435,01,WAUBUN                             ,000, ,01,02 ,All Grades,182,213,0,0,1,0,0,0,106,83,289,296,396,585,  , ,  
02-03,45,Marshall                                     ,0441,01,MARSHALL COUNTY CENTRAL SCHOOLS    ,000, ,01,01 ,All Grades,1,2,0,3,2,0,2,1,205,150,210,156,11,366,  , ,  
02-03,45,Marshall                                     ,0447,01,GRYGLA                             ,000, ,01,01 ,All Grades,0,3,1,1,0,0,0,0,112,96,113,100,5,213,  , ,  
02-03,45,Marshall                                     ,2176,01,WARREN-ALVARADO-OSLO               ,000, ,01,01 ,All Grades,3,0,0,0,28,27,0,1,268,248,299,276,59,575,  , ,  
02-03,45,Marshall                                     ,2856,01,STEPHEN-ARGYLE CENTRAL SCHOOLS     ,000, ,01,01 ,All Grades,3,1,0,2,14,11,0,0,204,179,221,193,31,414,  , ,  
02-03,46,Martin                                       ,0458,01,TRUMAN                             ,000, ,09,09 ,All Grades,0,0,0,0,10,2,6,6,217,176,233,184,24,417,  , ,  
02-03,46,Martin                                       ,0915,52,SOUTHERN PLAINS ED. COOP.          ,000, ,09,09 ,All Grades,1,0,0,0,5,7,1,1,67,67,74,75,15,149,  , ,  
02-03,46,Martin                                       ,2448,01,MARTIN COUNTY WEST                 ,000, ,09,09 ,All Grades,2,1,1,7,2,5,2,3,464,437,471,453,23,924,  , ,  
02-03,46,Martin                                       ,2536,01,GRANADA HUNTLEY-EAST CHAIN         ,000, ,09,09 ,All Grades,0,1,0,0,5,1,3,1,151,131,159,134,11,293,  , ,  
02-03,46,Martin                                       ,2752,01,FAIRMONT AREA SCHOOLS              ,000, ,09,09 ,All Grades,1,2,6,11,35,43,13,5,892,817,947,878,116,1825,  , ,  
02-03,47,Meeker                                       ,0463,01,EDEN VALLEY-WATKINS                ,000, ,06,06E,All Grades,0,0,1,1,4,4,0,2,429,416,434,423,12,857,  , ,  
02-03,47,Meeker                                       ,0465,01,LITCHFIELD                         ,000, ,06,06E,All Grades,2,1,7,6,52,54,6,13,973,848,1040,922,141,1962,  , ,  
02-03,47,Meeker                                       ,0466,01,DASSEL-COKATO                      ,000, ,06,06E,All Grades,6,2,7,10,21,18,9,4,1101,1086,1144,1120,77,2264,  , ,  
02-03,47,Meeker                                       ,2396,01,A.C.G.C.                           ,000, ,06,06E,All Grades,0,0,3,3,13,8,1,0,465,451,482,462,28,944,  , ,  
02-03,48,Mille Lacs                                   ,0473,01,ISLE                               ,000, ,07,07E,All Grades,18,22,0,1,0,1,1,0,247,277,266,301,43,567,  , ,  
02-03,48,Mille Lacs                                   ,0477,01,PRINCETON                          ,000, ,07,07E,All Grades,11,20,8,10,15,15,18,17,1695,1546,1747,1608,114,3355,  , ,  
02-03,48,Mille Lacs                                   ,0480,01,ONAMIA                             ,000, ,07,07E,All Grades,64,65,4,5,3,0,10,5,361,319,442,394,156,836,  , ,  
02-03,48,Mille Lacs                                   ,0912,01,MILACA                             ,000, ,07,07E,All Grades,20,19,17,9,9,4,7,6,978,875,1031,913,91,1944,  , ,  
02-03,49,Morrison                                     ,0482,01,LITTLE FALLS                       ,000, ,05,05 ,All Grades,8,9,13,13,19,11,19,10,1508,1477,1567,1520,102,3087,  , ,  
02-03,49,Morrison                                     ,0484,01,PIERZ                              ,000, ,05,05 ,All Grades,3,2,1,1,4,1,1,0,515,473,524,477,13,1001,  , ,  
02-03,49,Morrison                                     ,0485,01,ROYALTON                           ,000, ,05,05 ,All Grades,1,3,3,2,1,2,2,3,380,336,387,346,17,733,  , ,  
02-03,49,Morrison                                     ,0486,01,SWANVILLE                          ,000, ,05,05 ,All Grades,0,0,0,0,7,2,0,0,220,177,227,179,9,406,  , ,  
02-03,49,Morrison                                     ,0487,01,UPSALA                             ,000, ,05,05 ,All Grades,0,0,1,0,0,1,0,0,193,208,194,209,2,403,  , ,  
02-03,50,Mower                                        ,0492,01,AUSTIN                             ,000, ,10,10 ,All Grades,4,8,75,61,232,202,64,44,1776,1665,2151,1980,690,4131,  , ,  
02-03,50,Mower                                        ,0495,01,GRAND MEADOW                       ,000, ,10,10 ,All Grades,0,0,4,2,2,2,2,2,172,151,180,157,14,337,  , ,  
02-03,50,Mower                                        ,0497,01,LYLE                               ,000, ,10,10 ,All Grades,0,0,0,0,3,1,0,2,129,133,132,136,6,268,  , ,  
02-03,50,Mower                                        ,0499,01,LEROY                              ,000, ,10,10 ,All Grades,0,0,0,0,2,3,0,0,211,172,213,175,5,388,  , ,  
02-03,50,Mower                                        ,0500,01,SOUTHLAND                          ,000, ,10,10 ,All Grades,0,1,1,4,3,0,2,0,348,331,354,336,11,690,  , ,  
02-03,51,Murray                                       ,0505,01,FULDA                              ,000, ,06,08 ,All Grades,1,2,2,3,13,14,2,1,273,248,291,268,38,559,  , ,  
02-03,51,Murray                                       ,2169,01,MURRAY COUNTY CENTRAL              ,000, ,06,08 ,All Grades,2,0,0,0,10,4,1,1,397,399,410,404,18,814,  , ,  
02-03,52,Nicollet                                     ,0507,01,NICOLLET                           ,000, ,09,09 ,All Grades,0,0,1,1,0,0,1,2,155,137,157,140,5,297,  , ,  
02-03,52,Nicollet                                     ,0508,01,ST. PETER                          ,000, ,09,09 ,All Grades,5,3,15,14,51,39,29,20,907,815,1007,891,176,1898,  , ,  
02-03,52,Nicollet                                     ,4050,07,LAFAYETTE PUBLIC CHARTER SCHOOL    ,000, ,09,09 ,All Grades,0,0,0,0,1,3,1,4,42,36,44,43,9,87,  , ,  
02-03,52,Nicollet                                     ,6027,61,MINNESOTA VALLEY ED. DISTRICT      ,000, ,09,09 ,All Grades,0,0,0,0,5,2,0,0,50,22,55,24,7,79,  , ,  
02-03,53,Nobles                                       ,0511,01,ADRIAN                             ,000, ,06,08 ,All Grades,0,0,2,5,5,2,0,0,346,305,353,312,14,665,  , ,  
02-03,53,Nobles                                       ,0513,01,BREWSTER                           ,000, ,06,08 ,All Grades,0,1,2,3,0,3,1,2,65,56,68,65,12,133,  , ,  
02-03,53,Nobles                                       ,0514,01,ELLSWORTH                          ,000, ,06,08 ,All Grades,1,0,0,0,0,0,0,0,122,93,123,93,1,216,  , ,  
02-03,53,Nobles                                       ,0516,01,ROUND LAKE                         ,000, ,06,08 ,All Grades,0,0,0,1,1,1,0,1,77,97,78,100,4,178,  , ,  
02-03,53,Nobles                                       ,0518,01,WORTHINGTON                        ,000, ,06,08 ,All Grades,7,2,116,118,313,289,24,15,742,708,1202,1132,884,2334,  , ,  
02-03,54,Norman                                       ,2215,01,NORMAN COUNTY EAST                 ,000, ,01,01 ,All Grades,24,11,2,2,7,5,1,1,177,166,211,185,53,396,  , ,  
02-03,54,Norman                                       ,2527,01,NORMAN COUNTY WEST                 ,000, ,01,01 ,All Grades,6,4,2,0,13,13,0,1,165,158,186,176,39,362,  , ,  
02-03,54,Norman                                       ,2854,01,ADA-BORUP                          ,000, ,01,01 ,All Grades,10,7,4,6,23,24,4,3,235,234,276,274,81,550,  , ,  
02-03,55,Olmsted                                      ,0227,01,CHATFIELD                          ,000, ,10,10 ,All Grades,0,1,4,2,1,4,3,3,476,441,484,451,18,935,  , ,  
02-03,55,Olmsted                                      ,0531,01,BYRON                              ,000, ,10,10 ,All Grades,1,1,9,7,8,4,6,2,749,713,773,727,38,1500,  , ,  
02-03,55,Olmsted                                      ,0533,01,DOVER-EYOTA                        ,000, ,10,10 ,All Grades,0,1,2,5,5,6,0,2,546,530,553,544,21,1097,  , ,  
02-03,55,Olmsted                                      ,0534,01,STEWARTVILLE                       ,000, ,10,10 ,All Grades,1,5,12,7,11,14,12,10,873,893,909,929,72,1838,  , ,  
02-03,55,Olmsted                                      ,0535,01,ROCHESTER                          ,000, ,10,10 ,All Grades,31,32,713,688,341,292,811,692,6610,6190,8506,7894,3600,16400,  , ,  
02-03,55,Olmsted                                      ,4056,07,ROCHESTER OFF-CAMPUS CHARTER HIGH  ,000, ,10,10 ,All Grades,3,1,2,7,1,4,3,2,34,45,43,59,23,102,  , ,  
02-03,55,Olmsted                                      ,4061,07,STUDIO ACADEMY CHARTER SCHOOL      ,000, ,10,10 ,All Grades,0,0,2,1,1,1,0,1,50,68,53,71,6,124,  , ,  
02-03,55,Olmsted                                      ,6012,61,ZUMBRO ED. DISTRICT                ,000, ,10,10 ,All Grades,0,0,0,1,2,3,1,0,43,31,46,35,7,81,  , ,  
02-03,56,Otter Tail                                   ,0542,01,BATTLE LAKE                        ,000, ,04,04 ,All Grades,4,3,1,3,4,1,4,3,258,239,271,249,23,520,  , ,  
02-03,56,Otter Tail                                   ,0544,01,FERGUS FALLS                       ,000, ,04,04 ,All Grades,18,15,10,17,20,10,28,21,1361,1341,1437,1404,139,2841,  , ,  
02-03,56,Otter Tail                                   ,0545,01,HENNING                            ,000, ,04,04 ,All Grades,1,6,0,4,0,0,2,0,172,171,175,181,13,356,  , ,  
02-03,56,Otter Tail                                   ,0547,01,PARKERS PRAIRIE                    ,000, ,04,04 ,All Grades,1,0,3,0,2,0,2,3,316,282,324,285,11,609,  , ,  
02-03,56,Otter Tail                                   ,0548,01,PELICAN RAPIDS                     ,000, ,04,04 ,All Grades,0,1,13,14,124,95,23,10,518,443,678,563,280,1241,  , ,  
02-03,56,Otter Tail                                   ,0549,01,PERHAM                             ,000, ,04,04 ,All Grades,6,6,1,5,12,16,7,6,853,746,879,779,59,1658,  , ,  
02-03,56,Otter Tail                                   ,0550,01,UNDERWOOD                          ,000, ,04,04 ,All Grades,2,2,5,1,1,2,0,0,248,193,256,198,13,454,  , ,  
02-03,56,Otter Tail                                   ,0553,01,NEW YORK MILLS                     ,000, ,04,04 ,All Grades,6,4,0,0,0,2,0,0,359,371,365,377,12,742,  , ,  
02-03,56,Otter Tail                                   ,0926,83,REGION 4-LAKES COUNTRY SERVICE COOP,000, ,04,04 ,All Grades,5,9,0,0,3,4,1,4,28,23,37,40,26,77,  , ,  
02-03,56,Otter Tail                                   ,0935,52,FERGUS FALLS AREA SP. ED. COOP.    ,000, ,04,04 ,All Grades,3,3,0,0,0,1,2,4,49,18,54,26,13,80,  , ,  
02-03,57,Pennington                                   ,0561,01,GOODRIDGE                          ,000, ,01,01 ,All Grades,4,1,1,1,0,0,0,0,84,87,89,89,7,178,  , ,  
02-03,57,Pennington                                   ,0564,01,THIEF RIVER FALLS                  ,000, ,01,01 ,All Grades,27,20,4,6,32,19,8,11,1061,935,1132,991,127,2123,  , ,  
02-03,58,Pine                                         ,0577,01,WILLOW RIVER                       ,000, ,07,07E,All Grades,0,2,1,1,2,4,1,2,246,230,250,239,13,489,  , ,  
02-03,58,Pine                                         ,0578,01,PINE CITY                          ,000, ,07,07E,All Grades,5,6,4,2,4,5,8,3,867,838,888,854,37,1742,  , ,  
02-03,58,Pine                                         ,2165,01,HINCKLEY-FINLAYSON                 ,000, ,07,07E,All Grades,54,46,9,4,5,10,8,5,533,481,609,546,141,1155,  , ,  
02-03,58,Pine                                         ,2580,01,EAST CENTRAL                       ,000, ,07,07E,All Grades,41,35,8,6,8,3,11,11,443,394,511,449,123,960,  , ,  
02-03,59,Pipestone                                    ,0581,01,EDGERTON                           ,000, ,06,08 ,All Grades,2,0,1,1,2,3,0,0,167,116,172,120,9,292,  , ,  
02-03,59,Pipestone                                    ,0584,01,RUTHTON                            ,000, ,06,08 ,All Grades,0,0,2,1,1,1,0,3,133,119,136,124,8,260,  , ,  
02-03,59,Pipestone                                    ,2689,01,PIPESTONE AREA SCHOOLS             ,000, ,06,08 ,All Grades,18,17,3,9,14,16,6,2,639,612,680,656,85,1336,  , ,  
02-03,60,Polk                                         ,0592,01,CLIMAX                             ,000, ,01,01 ,All Grades,2,2,0,0,16,11,0,0,56,72,74,85,31,159,  , ,  
02-03,60,Polk                                         ,0593,01,CROOKSTON                          ,000, ,01,01 ,All Grades,25,22,3,3,134,130,8,7,645,616,815,778,332,1593,  , ,  
02-03,60,Polk                                         ,0595,01,EAST GRAND FORKS                   ,000, ,01,01 ,All Grades,16,20,7,4,96,91,8,6,819,750,946,871,248,1817,  , ,  
02-03,60,Polk                                         ,0599,01,FERTILE-BELTRAMI                   ,000, ,01,01 ,All Grades,18,8,1,2,6,4,0,0,309,236,334,250,39,584,  , ,  
02-03,60,Polk                                         ,0600,01,FISHER                             ,000, ,01,01 ,All Grades,0,1,0,0,11,14,0,0,136,132,147,147,26,294,  , ,  
02-03,60,Polk                                         ,0601,01,FOSSTON                            ,000, ,01,01 ,All Grades,29,25,1,4,2,1,4,0,299,308,335,338,66,673,  , ,  
02-03,60,Polk                                         ,2609,01,WIN-E-MAC                          ,000, ,01,01 ,All Grades,3,6,0,1,0,0,0,1,267,253,270,261,11,531,  , ,  
02-03,61,Pope                                         ,0611,01,CYRUS                              ,000, ,04,04 ,All Grades,0,0,0,0,1,0,0,0,34,29,35,29,1,64,  , ,  
02-03,61,Pope                                         ,2149,01,MINNEWASKA                         ,000, ,04,04 ,All Grades,6,1,5,3,2,6,6,7,775,704,794,721,36,1515,  , ,  
02-03,62,Ramsey                                       ,0621,01,MOUNDS VIEW                        ,000, ,11,11 ,All Grades,61,47,386,357,136,148,254,235,4992,4571,5829,5358,1624,11187,  , ,  
02-03,62,Ramsey                                       ,0622,01,NORTH ST PAUL-MAPLEWOOD            ,000, ,11,11 ,All Grades,83,65,424,412,172,214,409,377,4733,4569,5821,5637,2156,11458,  , ,  
02-03,62,Ramsey                                       ,0623,01,ROSEVILLE                          ,000, ,11,11 ,All Grades,21,17,385,351,116,100,234,244,2505,2402,3261,3114,1468,6375,  , ,  
02-03,62,Ramsey                                       ,0624,01,WHITE BEAR LAKE                    ,000, ,11,11 ,All Grades,31,24,204,233,99,76,101,101,4268,4023,4703,4457,869,9160,  , ,  
02-03,62,Ramsey                                       ,0625,01,ST. PAUL                           ,000, ,11,11 ,All Grades,412,390,6769,6282,2555,2294,5935,5763,6914,6609,22585,21338,30400,43923,  , ,  
02-03,62,Ramsey                                       ,4000,07,CITY ACADEMY                       ,000, ,11,11 ,All Grades,6,13,23,16,1,3,18,9,9,13,57,54,89,111,  , ,  
02-03,62,Ramsey                                       ,4005,07,METRO DEAF CHARTER SCHOOL          ,000, ,11,11 ,All Grades,1,0,0,1,2,2,3,1,24,37,30,41,10,71,  , ,  
02-03,62,Ramsey                                       ,4006,07,SKILLS FOR TOMORROW CHARTER SCHOOL ,000, ,11,11 ,All Grades,2,2,0,3,4,6,13,32,15,16,34,59,62,93,  , ,  
02-03,62,Ramsey                                       ,4015,07,COMMUNITY OF PEACE ACADEMY         ,000, ,11,11 ,All Grades,1,1,202,161,13,17,44,46,26,25,286,250,485,536,  , ,  
02-03,62,Ramsey                                       ,4018,07,ACHIEVE LANGUAGE ACADEMY           ,000, ,11,11 ,All Grades,0,0,90,71,16,16,29,25,24,25,159,137,247,296,  , ,  
02-03,62,Ramsey                                       ,4019,07,ST. PAUL FAMILY LEARNING CENTER    ,000, ,11,11 ,All Grades,2,0,7,9,2,0,30,37,8,2,49,48,87,97,  , ,  
02-03,62,Ramsey                                       ,4025,07,CYBER VILLAGE ACADEMY              ,000, ,11,11 ,All Grades,3,1,0,1,0,0,3,1,89,71,95,74,9,169,  , ,  
02-03,62,Ramsey                                       ,4027,07,HIGHER GROUND ACADEMY              ,000, ,11,11 ,All Grades,0,0,0,0,0,0,169,178,1,3,170,181,347,351,  , ,  
02-03,62,Ramsey                                       ,4029,07,NEW SPIRIT SCHOOL                  ,000, ,11,11 ,All Grades,0,0,92,91,5,11,33,27,15,10,145,139,259,284,  , ,  
02-03,62,Ramsey                                       ,4031,07,JENNINGS EXPERIENTIAL HIGH SCHOOL  ,000, ,11,11 ,All Grades,4,0,8,4,4,6,14,11,41,15,71,36,51,107,  , ,  
02-03,62,Ramsey                                       ,4035,07,CONCORDIA CREATIVE LEARNING ACADEMY,000, ,11,11 ,All Grades,3,2,11,10,1,2,21,27,10,14,46,55,77,101,  , ,  
02-03,62,Ramsey                                       ,4036,07,FACE TO FACE ACADEMY               ,000, ,11,11 ,All Grades,0,6,2,2,3,1,5,9,15,13,25,31,28,56,  , ,  
02-03,62,Ramsey                                       ,4039,07,HIGH SCHOOL FOR RECORDING ARTS     ,000, ,11,11 ,All Grades,1,0,1,0,4,2,68,30,9,4,83,36,106,119,  , ,  
02-03,62,Ramsey                                       ,4042,07,TWIN CITIES ACADEMY                ,000, ,11,11 ,All Grades,0,0,12,14,2,3,7,12,46,42,67,71,50,138,  , ,  
02-03,62,Ramsey                                       ,4062,07,FAMILY ACADEMY CHARTER SCHOOL      ,000, ,11,11 ,All Grades,0,1,1,1,5,6,6,4,102,98,114,110,24,224,  , ,  
