dat_yer,dst_num,dst_tye,dst_nam,grd,cou_num,ecu_num,ami_mal,ami_fem,api_mal,api_fem,his_mal,his_fem,blk_mal,blk_fem,wht_mal,wht_fem,tot_mal,tot_fem,tot_mny,tot_tot,eco_dev
01-02,0279,01,OSSEO,02,27,11,13,6,87,74,29,25,139,118,599,538,867,761,491,1628,11
01-02,0279,01,OSSEO,03,27,11,10,2,79,76,31,26,124,115,622,531,866,750,463,1616,11
01-02,0279,01,OSSEO,04,27,11,13,5,82,78,26,18,154,126,617,623,892,850,502,1742,11
01-02,0279,01,OSSEO,05,27,11,8,10,79,75,19,26,140,123,590,617,836,851,480,1687,11
01-02,0279,01,OSSEO,06,27,11,10,5,98,81,22,21,133,143,652,633,915,883,513,1798,11
01-02,0279,01,OSSEO,07,27,11,5,9,99,75,17,19,117,121,598,624,836,848,462,1684,11
01-02,0279,01,OSSEO,08,27,11,3,9,104,74,15,13,110,114,641,655,873,865,442,1738,11
01-02,0279,01,OSSEO,09,27,11,4,5,82,88,18,19,105,114,672,586,881,812,435,1693,11
01-02,0279,01,OSSEO,10,27,11,1,6,74,67,15,15,114,90,652,680,856,858,382,1714,11
01-02,0279,01,OSSEO,11,27,11,7,6,67,84,21,11,120,114,702,597,917,812,430,1729,11
01-02,0279,01,OSSEO,12,27,11,4,2,77,81,17,17,85,88,623,605,806,793,371,1599,11
01-02,0279,01,OSSEO,KG,27,11,5,12,100,91,18,25,134,110,557,524,814,762,495,1576,11
01-02,0279,01,OSSEO,PK,27,11,3,1,7,2,9,3,32,17,112,68,163,91,74,254,11
01-02,0280,01,RICHFIELD,01,27,11,0,0,17,20,25,21,26,45,81,90,149,176,154,325,11
01-02,0280,01,RICHFIELD,02,27,11,3,1,4,11,30,32,28,25,98,84,163,153,134,316,11
01-02,0280,01,RICHFIELD,03,27,11,3,4,9,16,29,10,30,27,86,76,157,133,128,290,11
01-02,0280,01,RICHFIELD,04,27,11,2,2,13,10,12,17,17,30,89,76,133,135,103,268,11
01-02,0280,01,RICHFIELD,05,27,11,3,2,16,9,25,24,30,31,103,82,177,148,140,325,11
01-02,0280,01,RICHFIELD,06,27,11,5,1,12,16,20,15,26,29,109,100,172,161,124,333,11
01-02,0280,01,RICHFIELD,07,27,11,2,3,13,13,17,14,29,34,105,104,166,168,125,334,11
01-02,0280,01,RICHFIELD,08,27,11,1,0,14,12,19,11,27,27,106,96,167,146,111,313,11
01-02,0280,01,RICHFIELD,09,27,11,2,0,13,15,11,4,55,37,137,101,218,157,137,375,11
01-02,0280,01,RICHFIELD,10,27,11,2,2,11,20,22,19,39,24,118,102,192,167,139,359,11
01-02,0280,01,RICHFIELD,11,27,11,1,2,16,11,9,13,30,26,123,97,179,149,108,328,11
01-02,0280,01,RICHFIELD,12,27,11,5,2,16,14,10,11,25,22,116,127,172,176,105,348,11
01-02,0280,01,RICHFIELD,KG,27,11,1,0,13,9,22,16,17,16,113,84,166,125,94,291,11
01-02,0280,01,RICHFIELD,PK,27,11,0,1,0,2,2,0,6,0,23,14,31,17,11,48,11
01-02,0281,01,ROBBINSDALE,01,27,11,8,6,39,31,35,35,74,73,355,335,511,480,301,991,11
01-02,0281,01,ROBBINSDALE,02,27,11,5,11,29,43,30,32,70,81,367,324,501,491,301,992,11
01-02,0281,01,ROBBINSDALE,03,27,11,11,6,26,35,34,37,82,85,366,316,519,479,316,998,11
01-02,0281,01,ROBBINSDALE,04,27,11,7,4,26,25,24,33,85,93,331,324,473,479,297,952,11
01-02,0281,01,ROBBINSDALE,05,27,11,9,13,34,27,29,19,75,68,400,350,547,477,274,1024,11
01-02,0281,01,ROBBINSDALE,06,27,11,7,9,41,37,24,32,88,77,410,370,570,525,315,1095,11
01-02,0281,01,ROBBINSDALE,07,27,11,9,11,25,27,26,29,78,78,400,384,538,529,283,1067,11
01-02,0281,01,ROBBINSDALE,08,27,11,8,8,36,35,20,14,84,87,438,381,586,525,292,1111,11
01-02,0281,01,ROBBINSDALE,09,27,11,7,11,37,33,24,21,93,83,414,405,575,553,309,1128,11
01-02,0281,01,ROBBINSDALE,10,27,11,8,8,46,33,22,17,92,67,456,434,624,559,293,1183,11
01-02,0281,01,ROBBINSDALE,11,27,11,6,6,32,29,11,12,61,66,422,435,532,548,223,1080,11
01-02,0281,01,ROBBINSDALE,12,27,11,5,4,32,31,13,12,40,48,374,349,464,444,185,908,11
01-02,0281,01,ROBBINSDALE,KG,27,11,3,10,40,42,45,37,92,95,386,375,566,559,364,1125,11
01-02,0281,01,ROBBINSDALE,PK,27,11,2,0,0,0,8,2,8,6,55,20,73,28,26,101,11
01-02,0282,01,ST. ANTHONY-NEW BRIGHTON,01,27,11,2,1,3,7,1,1,3,2,41,30,50,41,20,91,11
01-02,0282,01,ST. ANTHONY-NEW BRIGHTON,02,27,11,0,0,4,6,3,2,1,0,37,47,45,55,16,100,11
01-02,0282,01,ST. ANTHONY-NEW BRIGHTON,03,27,11,1,0,3,3,1,1,4,5,45,42,54,51,18,105,11
01-02,0282,01,ST. ANTHONY-NEW BRIGHTON,04,27,11,0,2,6,6,2,1,3,4,44,32,55,45,24,100,11
01-02,0282,01,ST. ANTHONY-NEW BRIGHTON,05,27,11,0,0,5,4,1,1,1,4,49,40,56,49,16,105,11
01-02,0282,01,ST. ANTHONY-NEW BRIGHTON,06,27,11,1,0,7,4,2,1,5,2,62,44,77,51,22,128,11
01-02,0282,01,ST. ANTHONY-NEW BRIGHTON,07,27,11,0,0,2,5,1,0,3,2,54,57,60,64,13,124,11
01-02,0282,01,ST. ANTHONY-NEW BRIGHTON,08,27,11,2,1,6,4,0,1,2,4,60,47,70,57,20,127,11
01-02,0282,01,ST. ANTHONY-NEW BRIGHTON,09,27,11,0,1,1,6,1,0,2,0,75,59,79,66,11,145,11
01-02,0282,01,ST. ANTHONY-NEW BRIGHTON,10,27,11,1,4,4,3,3,0,1,5,55,60,64,72,21,136,11
01-02,0282,01,ST. ANTHONY-NEW BRIGHTON,11,27,11,1,1,6,5,0,1,3,1,58,48,68,56,18,124,11
01-02,0282,01,ST. ANTHONY-NEW BRIGHTON,12,27,11,0,0,2,3,0,1,5,2,62,44,69,50,13,119,11
01-02,0282,01,ST. ANTHONY-NEW BRIGHTON,KG,27,11,2,0,4,8,0,0,3,1,33,39,42,48,18,90,11
01-02,0282,01,ST. ANTHONY-NEW BRIGHTON,PK,27,11,0,0,0,0,0,0,0,0,1,4,1,4,0,5,11
01-02,0283,01,ST. LOUIS PARK,01,27,11,1,3,5,7,14,14,20,16,110,134,150,174,80,324,11
01-02,0283,01,ST. LOUIS PARK,02,27,11,0,2,7,4,9,4,22,23,118,114,156,147,71,303,11
01-02,0283,01,ST. LOUIS PARK,03,27,11,2,1,11,7,9,5,19,20,136,116,177,149,74,326,11
01-02,0283,01,ST. LOUIS PARK,04,27,11,0,3,5,8,7,10,31,28,132,138,175,187,92,362,11
01-02,0283,01,ST. LOUIS PARK,05,27,11,2,4,11,5,2,14,22,17,114,105,151,145,77,296,11
01-02,0283,01,ST. LOUIS PARK,06,27,11,1,3,6,6,10,4,15,25,120,95,152,133,70,285,11
01-02,0283,01,ST. LOUIS PARK,07,27,11,0,1,7,10,7,8,24,15,144,144,182,178,72,360,11
01-02,0283,01,ST. LOUIS PARK,08,27,11,1,2,13,2,9,4,19,15,137,127,179,150,65,329,11
01-02,0283,01,ST. LOUIS PARK,09,27,11,3,0,7,8,1,3,12,15,141,136,164,162,49,326,11
01-02,0283,01,ST. LOUIS PARK,10,27,11,1,0,5,12,8,9,14,22,165,131,193,174,71,367,11
01-02,0283,01,ST. LOUIS PARK,11,27,11,2,0,5,7,12,8,28,10,145,125,192,150,72,342,11
01-02,0283,01,ST. LOUIS PARK,12,27,11,0,1,4,7,1,3,6,9,123,117,134,137,31,271,11
01-02,0283,01,ST. LOUIS PARK,KG,27,11,0,0,4,2,3,8,6,8,146,144,159,162,31,321,11
01-02,0283,01,ST. LOUIS PARK,PK,27,11,0,0,0,0,0,0,0,0,26,20,26,20,0,46,11
01-02,0284,01,WAYZATA,01,27,11,0,2,15,18,2,3,11,10,330,314,358,347,61,705,11
01-02,0284,01,WAYZATA,02,27,11,1,0,25,23,9,5,12,12,299,313,346,353,87,699,11
01-02,0284,01,WAYZATA,03,27,11,0,0,21,21,6,3,7,18,345,330,379,372,76,751,11
01-02,0284,01,WAYZATA,04,27,11,4,0,12,27,4,9,14,16,321,314,355,366,86,721,11
01-02,0284,01,WAYZATA,05,27,11,1,1,16,14,6,2,16,16,330,322,369,355,72,724,11
01-02,0284,01,WAYZATA,06,27,11,2,1,23,17,7,4,14,20,335,325,381,367,88,748,11
01-02,0284,01,WAYZATA,07,27,11,2,3,18,20,9,3,15,13,323,358,367,397,83,764,11
01-02,0284,01,WAYZATA,08,27,11,1,1,16,22,7,5,14,13,346,319,384,360,79,744,11
01-02,0284,01,WAYZATA,09,27,11,1,1,19,24,4,4,9,10,331,345,364,384,72,748,11
01-02,0284,01,WAYZATA,10,27,11,1,1,23,20,9,5,14,9,354,318,401,353,82,754,11
01-02,0284,01,WAYZATA,11,27,11,0,0,23,18,4,5,18,11,340,314,385,348,79,733,11
01-02,0284,01,WAYZATA,12,27,11,1,0,9,26,5,8,7,5,315,279,337,318,61,655,11
01-02,0284,01,WAYZATA,KG,27,11,1,0,16,13,4,1,8,11,289,273,318,298,54,616,11
01-02,0284,01,WAYZATA,PK,27,11,0,0,0,0,1,0,0,1,47,30,48,31,2,79,11
01-02,0286,01,BROOKLYN CENTER,01,27,11,0,0,6,9,4,7,27,15,15,18,52,49,68,101,11
01-02,0286,01,BROOKLYN CENTER,02,27,11,1,0,14,11,4,1,20,22,22,17,61,51,73,112,11
01-02,0286,01,BROOKLYN CENTER,03,27,11,1,3,21,10,5,2,20,21,24,33,71,69,83,140,11
01-02,0286,01,BROOKLYN CENTER,04,27,11,1,0,9,12,4,6,18,20,21,31,53,69,70,122,11
01-02,0286,01,BROOKLYN CENTER,05,27,11,1,3,9,15,2,3,18,15,33,24,63,60,66,123,11
01-02,0286,01,BROOKLYN CENTER,06,27,11,0,1,10,14,3,5,22,15,28,20,63,55,70,118,11
01-02,0286,01,BROOKLYN CENTER,07,27,11,0,2,8,15,3,2,31,16,19,24,61,59,77,120,11
01-02,0286,01,BROOKLYN CENTER,08,27,11,1,0,14,9,7,0,23,28,30,28,75,65,82,140,11
01-02,0286,01,BROOKLYN CENTER,09,27,11,0,0,13,10,3,4,29,22,43,37,88,73,81,161,11
01-02,0286,01,BROOKLYN CENTER,10,27,11,1,1,10,12,4,1,21,23,42,39,78,76,73,154,11
01-02,0286,01,BROOKLYN CENTER,11,27,11,0,2,21,12,6,4,21,22,33,39,81,79,88,160,11
01-02,0286,01,BROOKLYN CENTER,12,27,11,0,2,20,8,2,4,23,19,32,32,77,65,78,142,11
01-02,0286,01,BROOKLYN CENTER,KG,27,11,0,1,5,7,5,5,19,27,24,23,53,63,69,116,11
01-02,0286,01,BROOKLYN CENTER,PK,27,11,1,0,1,0,0,0,2,0,9,2,13,2,4,15,11
01-02,0287,06,INTERMEDIATE SCHOOL DISTRICT 287,01,27,11,0,0,0,0,0,0,1,0,4,2,5,2,1,7,11
01-02,0287,06,INTERMEDIATE SCHOOL DISTRICT 287,02,27,11,0,0,0,1,0,0,2,2,4,5,6,8,5,14,11
01-02,0287,06,INTERMEDIATE SCHOOL DISTRICT 287,03,27,11,0,0,2,2,0,0,2,0,3,4,7,6,6,13,11
01-02,0287,06,INTERMEDIATE SCHOOL DISTRICT 287,04,27,11,0,0,1,0,0,0,3,1,5,4,9,5,5,14,11
01-02,0287,06,INTERMEDIATE SCHOOL DISTRICT 287,05,27,11,0,0,1,0,0,0,0,1,8,4,9,5,2,14,11
01-02,0287,06,INTERMEDIATE SCHOOL DISTRICT 287,06,27,11,0,0,0,0,1,0,5,1,9,2,15,3,7,18,11
01-02,0287,06,INTERMEDIATE SCHOOL DISTRICT 287,07,27,11,0,0,2,0,1,0,4,0,16,4,23,4,7,27,11
01-02,0287,06,INTERMEDIATE SCHOOL DISTRICT 287,08,27,11,0,1,1,0,1,2,12,5,38,20,52,28,22,80,11
01-02,0287,06,INTERMEDIATE SCHOOL DISTRICT 287,09,27,11,3,0,5,1,0,1,11,8,50,31,69,41,29,110,11
01-02,0287,06,INTERMEDIATE SCHOOL DISTRICT 287,10,27,11,2,1,7,7,2,3,11,11,103,64,125,86,44,211,11
01-02,0287,06,INTERMEDIATE SCHOOL DISTRICT 287,11,27,11,4,2,16,17,4,6,17,23,170,142,211,190,89,401,11
01-02,0287,06,INTERMEDIATE SCHOOL DISTRICT 287,12,27,11,6,4,36,30,26,19,66,61,579,428,713,542,248,1255,11
01-02,0287,06,INTERMEDIATE SCHOOL DISTRICT 287,KG,27,11,0,0,0,0,0,0,0,1,1,1,1,2,1,3,11
01-02,0287,06,INTERMEDIATE SCHOOL DISTRICT 287,PK,27,11,0,0,1,0,1,0,0,3,9,7,11,10,5,21,11
01-02,0294,01,HOUSTON,01,28,10,1,0,0,0,0,0,0,0,15,19,16,19,1,35,10
01-02,0294,01,HOUSTON,02,28,10,0,0,0,0,0,0,0,0,12,22,12,22,0,34,10
01-02,0294,01,HOUSTON,03,28,10,0,0,0,0,0,0,0,0,19,18,19,18,0,37,10
01-02,0294,01,HOUSTON,04,28,10,0,0,1,0,0,0,0,0,17,19,18,19,1,37,10
01-02,0294,01,HOUSTON,05,28,10,0,0,0,0,0,0,0,0,22,24,22,24,0,46,10
01-02,0294,01,HOUSTON,06,28,10,0,0,0,0,0,0,0,1,15,18,15,19,1,34,10
01-02,0294,01,HOUSTON,07,28,10,0,0,0,0,0,0,0,0,15,17,15,17,0,32,10
01-02,0294,01,HOUSTON,08,28,10,0,0,0,0,0,0,0,0,20,16,20,16,0,36,10
01-02,0294,01,HOUSTON,09,28,10,0,0,0,0,0,0,0,0,17,16,17,16,0,33,10
01-02,0294,01,HOUSTON,10,28,10,0,0,0,0,0,0,1,1,19,19,20,20,2,40,10
01-02,0294,01,HOUSTON,11,28,10,0,0,0,0,0,0,0,0,27,12,27,12,0,39,10
01-02,0294,01,HOUSTON,12,28,10,0,0,0,0,0,1,0,0,22,23,22,24,1,46,10
01-02,0294,01,HOUSTON,KG,28,10,0,1,0,0,0,0,0,0,24,16,24,17,1,41,10
01-02,0294,01,HOUSTON,PK,28,10,0,0,0,0,0,0,0,0,5,2,5,2,0,7,10
01-02,0297,01,SPRING GROVE,01,28,10,0,0,0,0,0,0,0,0,10,9,10,9,0,19,10
01-02,0297,01,SPRING GROVE,02,28,10,0,0,0,0,0,0,0,0,11,14,11,14,0,25,10
01-02,0297,01,SPRING GROVE,03,28,10,0,0,0,0,0,0,0,0,10,17,10,17,0,27,10
01-02,0297,01,SPRING GROVE,04,28,10,0,0,0,0,0,0,0,0,9,23,9,23,0,32,10
01-02,0297,01,SPRING GROVE,05,28,10,0,0,0,0,0,0,0,0,20,17,20,17,0,37,10
01-02,0297,01,SPRING GROVE,06,28,10,0,0,0,0,0,0,0,0,10,8,10,8,0,18,10
01-02,0297,01,SPRING GROVE,07,28,10,0,1,0,0,0,0,0,0,18,18,18,19,1,37,10
01-02,0297,01,SPRING GROVE,08,28,10,0,0,0,0,0,0,0,0,16,18,16,18,0,34,10
01-02,0297,01,SPRING GROVE,09,28,10,0,1,0,0,0,0,0,0,20,14,20,15,1,35,10
01-02,0297,01,SPRING GROVE,10,28,10,0,0,0,0,0,0,0,0,21,18,21,18,0,39,10
01-02,0297,01,SPRING GROVE,11,28,10,0,0,0,0,0,0,0,0,11,19,11,19,0,30,10
01-02,0297,01,SPRING GROVE,12,28,10,0,0,0,1,0,0,0,0,17,14,17,15,1,32,10
01-02,0297,01,SPRING GROVE,KG,28,10,0,0,0,0,0,0,0,0,12,16,12,16,0,28,10
01-02,0297,01,SPRING GROVE,PK,28,10,0,0,0,0,0,0,0,0,4,0,4,0,0,4,10
01-02,0299,01,CALEDONIA,01,28,10,0,0,0,0,0,0,0,0,22,39,22,39,0,61,10
01-02,0299,01,CALEDONIA,02,28,10,0,0,0,0,0,0,0,1,28,19,28,20,1,48,10
01-02,0299,01,CALEDONIA,03,28,10,0,0,0,0,1,0,1,1,33,31,35,32,3,67,10
01-02,0299,01,CALEDONIA,04,28,10,0,0,0,0,0,0,1,1,33,28,34,29,2,63,10
01-02,0299,01,CALEDONIA,05,28,10,0,1,0,0,0,1,1,0,31,22,32,24,3,56,10
01-02,0299,01,CALEDONIA,06,28,10,0,0,0,0,0,1,1,0,33,33,34,34,2,68,10
01-02,0299,01,CALEDONIA,07,28,10,0,0,0,0,0,0,1,1,32,29,33,30,2,63,10
01-02,0299,01,CALEDONIA,08,28,10,0,1,0,1,0,0,0,0,39,28,39,30,2,69,10
01-02,0299,01,CALEDONIA,09,28,10,0,0,0,0,0,0,0,0,52,46,52,46,0,98,10
01-02,0299,01,CALEDONIA,10,28,10,0,0,0,1,0,0,0,0,55,60,55,61,1,116,10
01-02,0299,01,CALEDONIA,11,28,10,0,1,0,0,0,0,0,0,64,45,64,46,1,110,10
01-02,0299,01,CALEDONIA,12,28,10,0,0,1,0,0,0,0,0,49,39,50,39,1,89,10
01-02,0299,01,CALEDONIA,KG,28,10,0,0,0,0,0,0,1,0,19,20,20,20,1,40,10
01-02,0299,01,CALEDONIA,PK,28,10,0,0,0,0,0,0,0,0,9,2,9,2,0,11,10
01-02,0300,01,LACRESCENT-HOKAH,01,28,10,0,0,0,1,0,0,1,0,46,37,47,38,2,85,10
01-02,0300,01,LACRESCENT-HOKAH,02,28,10,0,0,1,0,1,0,1,3,42,47,45,50,6,95,10
01-02,0300,01,LACRESCENT-HOKAH,03,28,10,0,1,1,2,1,2,4,1,46,58,52,64,12,116,10
01-02,0300,01,LACRESCENT-HOKAH,04,28,10,0,0,1,1,0,0,2,0,50,61,53,62,4,115,10
01-02,0300,01,LACRESCENT-HOKAH,05,28,10,0,0,0,0,0,0,3,1,53,53,56,54,4,110,10
01-02,0300,01,LACRESCENT-HOKAH,06,28,10,0,0,0,1,1,0,2,2,85,66,88,69,6,157,10
01-02,0300,01,LACRESCENT-HOKAH,07,28,10,1,0,1,0,0,0,1,2,61,68,64,70,5,134,10
01-02,0300,01,LACRESCENT-HOKAH,08,28,10,0,0,0,0,0,2,2,1,79,67,81,70,5,151,10
01-02,0300,01,LACRESCENT-HOKAH,09,28,10,0,0,1,0,0,1,0,0,81,76,82,77,2,159,10
01-02,0300,01,LACRESCENT-HOKAH,10,28,10,0,1,0,0,0,0,2,1,85,86,87,88,4,175,10
01-02,0300,01,LACRESCENT-HOKAH,11,28,10,0,0,1,0,0,0,1,0,81,77,83,77,2,160,10
01-02,0300,01,LACRESCENT-HOKAH,12,28,10,0,0,2,0,0,0,1,1,77,89,80,90,4,170,10
01-02,0300,01,LACRESCENT-HOKAH,KG,28,10,0,0,1,1,0,0,3,3,40,39,44,43,8,87,10
01-02,0300,01,LACRESCENT-HOKAH,PK,28,10,0,0,1,1,0,0,0,0,12,9,13,10,2,23,10
01-02,0306,01,LAPORTE,01,29,01,1,0,0,0,0,1,0,0,9,10,10,11,2,21,02
01-02,0306,01,LAPORTE,02,29,01,1,0,0,1,0,1,0,0,11,3,12,5,3,17,02
01-02,0306,01,LAPORTE,03,29,01,1,1,0,0,1,1,0,0,6,8,8,10,4,18,02
01-02,0306,01,LAPORTE,04,29,01,1,2,0,0,0,0,0,0,9,14,10,16,3,26,02
01-02,0306,01,LAPORTE,05,29,01,3,2,0,0,0,0,0,0,12,7,15,9,5,24,02
01-02,0306,01,LAPORTE,06,29,01,3,0,0,1,0,0,0,0,10,13,13,14,4,27,02
01-02,0306,01,LAPORTE,07,29,01,2,3,0,0,0,0,0,0,9,17,11,20,5,31,02
01-02,0306,01,LAPORTE,08,29,01,6,4,1,0,0,0,0,0,16,11,23,15,11,38,02
01-02,0306,01,LAPORTE,09,29,01,7,0,0,0,1,0,0,0,10,15,18,15,8,33,02
01-02,0306,01,LAPORTE,10,29,01,3,1,0,0,0,0,0,0,12,8,15,9,4,24,02
01-02,0306,01,LAPORTE,11,29,01,3,1,0,1,0,0,0,0,12,16,15,18,5,33,02
01-02,0306,01,LAPORTE,12,29,01,0,0,0,0,0,0,0,0,25,16,25,16,0,41,02
01-02,0306,01,LAPORTE,KG,29,01,0,0,0,0,0,0,0,0,10,12,10,12,0,22,02
01-02,0306,01,LAPORTE,PK,29,01,0,0,0,0,0,0,0,0,2,2,2,2,0,4,02
01-02,0308,01,NEVIS,01,29,01,0,0,0,0,1,0,0,0,18,19,19,19,1,38,02
01-02,0308,01,NEVIS,02,29,01,0,0,0,0,1,2,0,1,16,13,17,16,4,33,02
01-02,0308,01,NEVIS,03,29,01,1,0,0,0,1,0,0,0,21,13,23,13,2,36,02
01-02,0308,01,NEVIS,04,29,01,0,0,0,0,0,0,0,0,22,14,22,14,0,36,02
01-02,0308,01,NEVIS,05,29,01,0,0,0,0,1,1,1,0,19,18,21,19,3,40,02
01-02,0308,01,NEVIS,06,29,01,0,1,0,0,1,0,0,0,18,16,19,17,2,36,02
01-02,0308,01,NEVIS,07,29,01,1,1,0,0,2,0,0,0,28,16,31,17,4,48,02
01-02,0308,01,NEVIS,08,29,01,0,1,0,0,1,1,2,1,19,20,22,23,6,45,02
01-02,0308,01,NEVIS,09,29,01,0,0,0,0,0,1,0,1,28,29,28,31,2,59,02
01-02,0308,01,NEVIS,10,29,01,0,3,0,0,0,0,0,0,23,21,23,24,3,47,02
01-02,0308,01,NEVIS,11,29,01,0,1,0,0,0,1,0,0,26,21,26,23,2,49,02
01-02,0308,01,NEVIS,12,29,01,0,0,1,0,0,0,0,1,18,21,19,22,2,41,02
01-02,0308,01,NEVIS,KG,29,01,0,0,0,0,2,1,0,0,18,13,20,14,3,34,02
01-02,0308,01,NEVIS,PK,29,01,0,0,0,0,0,0,0,0,0,1,0,1,0,1,02
01-02,0309,01,PARK RAPIDS,01,29,01,7,3,0,0,1,1,0,1,69,55,77,60,13,137,02
01-02,0309,01,PARK RAPIDS,02,29,01,1,2,0,0,0,1,1,0,61,48,63,51,5,114,02
01-02,0309,01,PARK RAPIDS,03,29,01,3,6,0,2,0,1,1,0,55,65,59,74,13,133,02
01-02,0309,01,PARK RAPIDS,04,29,01,4,3,1,0,0,0,0,2,68,51,73,56,10,129,02
01-02,0309,01,PARK RAPIDS,05,29,01,3,10,0,1,0,1,0,0,63,57,66,69,15,135,02
01-02,0309,01,PARK RAPIDS,06,29,01,4,9,0,0,0,0,0,0,73,63,77,72,13,149,02
01-02,0309,01,PARK RAPIDS,07,29,01,7,7,0,0,0,0,1,0,77,72,85,79,15,164,02
01-02,0309,01,PARK RAPIDS,08,29,01,8,5,0,1,0,0,0,1,74,58,82,65,15,147,02
01-02,0309,01,PARK RAPIDS,09,29,01,9,5,0,0,1,0,0,0,82,74,92,79,15,171,02
01-02,0309,01,PARK RAPIDS,10,29,01,8,3,0,0,0,0,1,0,74,62,83,65,12,148,02
01-02,0309,01,PARK RAPIDS,11,29,01,2,2,0,0,0,0,0,1,71,68,73,71,5,144,02
01-02,0309,01,PARK RAPIDS,12,29,01,1,1,0,3,1,1,0,0,66,69,68,74,7,142,02
01-02,0309,01,PARK RAPIDS,KG,29,01,4,3,1,0,1,0,0,1,59,57,65,61,10,126,02
01-02,0309,01,PARK RAPIDS,PK,29,01,0,0,0,0,0,0,0,0,25,9,25,9,0,34,02
01-02,0314,01,BRAHAM,01,30,07,0,1,0,0,0,0,0,0,31,34,31,35,1,66,07E
01-02,0314,01,BRAHAM,02,30,07,0,0,0,0,0,0,0,0,35,34,35,34,0,69,07E
01-02,0314,01,BRAHAM,03,30,07,0,1,0,0,0,0,0,0,31,38,31,39,1,70,07E
01-02,0314,01,BRAHAM,04,30,07,0,1,0,0,0,0,1,0,41,29,42,30,2,72,07E
01-02,0314,01,BRAHAM,05,30,07,1,0,1,0,0,0,0,0,34,28,36,28,2,64,07E
01-02,0314,01,BRAHAM,06,30,07,1,0,0,1,0,0,0,0,33,34,34,35,2,69,07E
01-02,0314,01,BRAHAM,07,30,07,0,0,0,0,0,0,0,1,47,28,47,29,1,76,07E
01-02,0314,01,BRAHAM,08,30,07,0,1,0,0,0,0,0,0,46,27,46,28,1,74,07E
01-02,0314,01,BRAHAM,09,30,07,1,1,1,0,0,0,0,0,53,34,55,35,3,90,07E
01-02,0314,01,BRAHAM,10,30,07,0,1,0,0,1,0,0,0,41,42,42,43,2,85,07E
01-02,0314,01,BRAHAM,11,30,07,0,0,0,0,0,0,0,0,44,36,44,36,0,80,07E
01-02,0314,01,BRAHAM,12,30,07,0,0,0,0,2,0,0,0,34,40,36,40,2,76,07E
01-02,0314,01,BRAHAM,KG,30,07,0,0,0,0,0,0,1,0,23,23,24,23,1,47,07E
01-02,0314,01,BRAHAM,PK,30,07,0,0,0,0,0,0,0,0,7,3,7,3,0,10,07E
01-02,0316,01,GREENWAY,01,31,03,1,3,0,1,0,0,0,0,32,46,33,50,5,83,03
01-02,0316,01,GREENWAY,02,31,03,0,1,0,0,0,0,0,0,43,48,43,49,1,92,03
01-02,0316,01,GREENWAY,03,31,03,0,3,0,0,0,0,0,0,49,44,49,47,3,96,03
01-02,0316,01,GREENWAY,04,31,03,3,2,0,0,0,1,0,0,51,57,54,60,6,114,03
01-02,0316,01,GREENWAY,05,31,03,2,3,0,0,0,0,0,0,54,47,56,50,5,106,03
01-02,0316,01,GREENWAY,06,31,03,2,4,1,0,0,0,1,0,44,46,48,50,8,98,03
01-02,0316,01,GREENWAY,07,31,03,3,4,0,1,0,0,0,0,60,48,63,53,8,116,03
01-02,0316,01,GREENWAY,08,31,03,3,1,0,0,1,0,0,0,53,60,57,61,5,118,03
01-02,0316,01,GREENWAY,09,31,03,5,2,0,0,0,0,0,0,49,46,54,48,7,102,03
01-02,0316,01,GREENWAY,10,31,03,5,6,0,0,0,0,0,0,54,41,59,47,11,106,03
01-02,0316,01,GREENWAY,11,31,03,6,6,0,0,0,0,0,0,54,53,60,59,12,119,03
01-02,0316,01,GREENWAY,12,31,03,13,3,0,0,0,0,0,0,44,58,57,61,16,118,03
01-02,0316,01,GREENWAY,KG,31,03,0,0,0,0,0,0,0,0,41,51,41,51,0,92,03
01-02,0316,01,GREENWAY,PK,31,03,0,0,0,0,0,0,0,0,8,6,8,6,0,14,03
01-02,0317,01,DEER RIVER,01,31,03,6,11,0,0,0,0,0,1,31,26,37,38,18,75,03
01-02,0317,01,DEER RIVER,02,31,03,6,6,0,0,0,0,0,0,25,26,31,32,12,63,03
01-02,0317,01,DEER RIVER,03,31,03,4,13,0,0,0,0,0,0,30,32,34,45,17,79,03
01-02,0317,01,DEER RIVER,04,31,03,13,17,0,0,0,0,0,1,31,28,44,46,31,90,03
01-02,0317,01,DEER RIVER,05,31,03,15,13,0,0,0,0,0,0,42,30,57,43,28,100,03
01-02,0317,01,DEER RIVER,06,31,03,8,14,0,0,0,0,3,0,37,20,48,34,25,82,03
01-02,0317,01,DEER RIVER,07,31,03,12,16,0,0,0,0,0,1,32,31,44,48,29,92,03
01-02,0317,01,DEER RIVER,08,31,03,11,16,0,0,0,0,0,1,24,29,35,46,28,81,03
01-02,0317,01,DEER RIVER,09,31,03,18,15,0,5,0,0,0,0,40,22,58,42,38,100,03
01-02,0317,01,DEER RIVER,10,31,03,13,11,0,2,0,0,1,0,31,27,45,40,27,85,03
01-02,0317,01,DEER RIVER,11,31,03,15,8,1,1,0,0,0,0,28,30,44,39,25,83,03
01-02,0317,01,DEER RIVER,12,31,03,5,6,0,0,0,1,0,2,21,32,26,41,14,67,03
01-02,0317,01,DEER RIVER,KG,31,03,14,15,0,0,0,0,0,0,23,24,37,39,29,76,03
