dat_yer,dst_num,dst_tye,dst_nam,grd,cou_num,ecu_num,ami_mal,ami_fem,api_mal,api_fem,his_mal,his_fem,blk_mal,blk_fem,wht_mal,wht_fem,tot_mal,tot_fem,tot_mny,tot_tot,eco_dev
01-02,0011,01,ANOKA-HENNEPIN,04,02,11,9,17,48,46,26,24,66,69,1469,1374,1618,1530,305,3148,11
01-02,0011,01,ANOKA-HENNEPIN,05,02,11,14,15,58,49,23,24,59,59,1469,1394,1623,1541,301,3164,11
01-02,0011,01,ANOKA-HENNEPIN,06,02,11,24,23,65,58,20,28,57,59,1493,1499,1659,1667,334,3326,11
01-02,0011,01,ANOKA-HENNEPIN,07,02,11,15,15,68,56,32,22,54,63,1475,1401,1644,1557,325,3201,11
01-02,0011,01,ANOKA-HENNEPIN,08,02,11,25,26,53,72,22,28,56,57,1432,1395,1588,1578,339,3166,11
01-02,0011,01,ANOKA-HENNEPIN,09,02,11,22,17,76,55,21,28,61,49,1481,1458,1661,1607,329,3268,11
01-02,0011,01,ANOKA-HENNEPIN,10,02,11,20,20,64,64,22,23,50,45,1471,1442,1627,1594,308,3221,11
01-02,0011,01,ANOKA-HENNEPIN,11,02,11,21,17,63,65,18,23,47,59,1450,1417,1599,1581,313,3180,11
01-02,0011,01,ANOKA-HENNEPIN,12,02,11,22,32,53,64,25,34,46,40,1456,1484,1602,1654,316,3256,11
01-02,0011,01,ANOKA-HENNEPIN,KG,02,11,10,11,49,43,26,23,48,58,1364,1234,1497,1369,268,2866,11
01-02,0011,01,ANOKA-HENNEPIN,PK,02,11,7,3,10,7,5,5,17,12,338,148,377,175,66,552,11
01-02,0012,01,CENTENNIAL,01,02,11,2,1,8,6,7,6,3,2,228,238,248,253,35,501,11
01-02,0012,01,CENTENNIAL,02,02,11,1,1,3,6,3,5,1,3,271,252,279,267,23,546,11
01-02,0012,01,CENTENNIAL,03,02,11,1,1,4,3,4,3,0,4,272,258,281,269,20,550,11
01-02,0012,01,CENTENNIAL,04,02,11,1,2,0,2,1,1,2,1,282,251,286,257,10,543,11
01-02,0012,01,CENTENNIAL,05,02,11,2,2,3,5,3,1,1,0,304,255,313,263,17,576,11
01-02,0012,01,CENTENNIAL,06,02,11,2,4,6,5,0,4,2,6,278,263,288,282,29,570,11
01-02,0012,01,CENTENNIAL,07,02,11,7,3,3,2,2,3,3,1,286,280,301,289,24,590,11
01-02,0012,01,CENTENNIAL,08,02,11,5,7,6,3,4,4,2,3,261,271,278,288,34,566,11
01-02,0012,01,CENTENNIAL,09,02,11,4,5,5,3,2,1,5,4,257,220,273,233,29,506,11
01-02,0012,01,CENTENNIAL,10,02,11,4,10,5,9,4,7,4,4,269,270,286,300,47,586,11
01-02,0012,01,CENTENNIAL,11,02,11,4,6,8,7,5,2,4,1,275,237,296,253,37,549,11
01-02,0012,01,CENTENNIAL,12,02,11,5,4,3,4,0,5,1,0,210,226,219,239,22,458,11
01-02,0012,01,CENTENNIAL,KG,02,11,3,1,6,5,4,7,3,2,229,211,245,226,31,471,11
01-02,0012,01,CENTENNIAL,PK,02,11,0,0,0,1,0,0,0,0,42,19,42,20,1,62,11
01-02,0013,01,COLUMBIA HEIGHTS,01,02,11,4,6,7,7,9,8,15,12,86,73,121,106,68,227,11
01-02,0013,01,COLUMBIA HEIGHTS,02,02,11,3,7,9,4,8,9,13,11,77,82,110,113,64,223,11
01-02,0013,01,COLUMBIA HEIGHTS,03,02,11,5,6,12,2,11,8,10,17,87,67,125,100,71,225,11
01-02,0013,01,COLUMBIA HEIGHTS,04,02,11,5,4,5,5,8,3,18,12,74,73,110,97,60,207,11
01-02,0013,01,COLUMBIA HEIGHTS,05,02,11,6,5,9,5,7,5,19,14,89,93,130,122,70,252,11
01-02,0013,01,COLUMBIA HEIGHTS,06,02,11,4,4,6,11,6,7,14,17,73,88,103,127,69,230,11
01-02,0013,01,COLUMBIA HEIGHTS,07,02,11,8,1,9,10,5,6,20,22,71,103,113,142,81,255,11
01-02,0013,01,COLUMBIA HEIGHTS,08,02,11,6,2,6,14,8,5,17,19,105,78,142,118,77,260,11
01-02,0013,01,COLUMBIA HEIGHTS,09,02,11,5,5,9,4,2,12,10,17,99,96,125,134,64,259,11
01-02,0013,01,COLUMBIA HEIGHTS,10,02,11,3,5,6,9,5,2,16,18,90,105,120,139,64,259,11
01-02,0013,01,COLUMBIA HEIGHTS,11,02,11,3,2,5,6,7,2,10,24,79,78,104,112,59,216,11
01-02,0013,01,COLUMBIA HEIGHTS,12,02,11,6,3,7,6,6,5,15,15,107,98,141,127,63,268,11
01-02,0013,01,COLUMBIA HEIGHTS,KG,02,11,2,3,8,9,12,9,16,14,79,97,117,132,73,249,11
01-02,0013,01,COLUMBIA HEIGHTS,PK,02,11,0,0,0,0,2,0,2,2,14,10,18,12,6,30,11
01-02,0014,01,FRIDLEY,01,02,11,4,1,4,5,2,0,6,5,75,45,91,56,27,147,11
01-02,0014,01,FRIDLEY,02,02,11,1,3,6,6,3,3,11,11,76,66,97,89,44,186,11
01-02,0014,01,FRIDLEY,03,02,11,5,1,4,3,3,1,7,13,79,64,98,82,37,180,11
01-02,0014,01,FRIDLEY,04,02,11,2,1,3,3,3,1,8,14,76,83,92,102,35,194,11
01-02,0014,01,FRIDLEY,05,02,11,1,2,5,6,1,2,11,10,64,73,82,93,38,175,11
01-02,0014,01,FRIDLEY,06,02,11,2,4,5,7,2,4,9,8,83,77,101,100,41,201,11
01-02,0014,01,FRIDLEY,07,02,11,4,0,8,4,3,3,11,7,70,71,96,85,40,181,11
01-02,0014,01,FRIDLEY,08,02,11,4,1,6,7,1,0,8,10,86,93,105,111,37,216,11
01-02,0014,01,FRIDLEY,09,02,11,6,4,5,6,4,1,9,8,88,87,112,106,43,218,11
01-02,0014,01,FRIDLEY,10,02,11,2,5,5,4,2,3,7,8,96,74,112,94,36,206,11
01-02,0014,01,FRIDLEY,11,02,11,4,0,9,3,0,3,4,6,95,105,112,117,29,229,11
01-02,0014,01,FRIDLEY,12,02,11,1,2,6,7,3,3,7,10,86,99,103,121,39,224,11
01-02,0014,01,FRIDLEY,KG,02,11,2,0,3,4,2,2,11,7,57,72,75,85,31,160,11
01-02,0014,01,FRIDLEY,PK,02,11,0,0,1,0,1,1,2,1,16,0,20,2,6,22,11
01-02,0015,01,ST. FRANCIS,01,02,11,2,2,2,2,0,2,1,0,243,190,248,196,11,444,11
01-02,0015,01,ST. FRANCIS,02,02,11,0,2,2,2,0,1,1,1,215,210,218,216,9,434,11
01-02,0015,01,ST. FRANCIS,03,02,11,2,0,5,1,1,4,2,1,212,201,222,207,16,429,11
01-02,0015,01,ST. FRANCIS,04,02,11,2,4,2,5,2,0,0,1,215,224,221,234,16,455,11
01-02,0015,01,ST. FRANCIS,05,02,11,2,2,2,5,2,3,2,5,238,201,246,216,23,462,11
01-02,0015,01,ST. FRANCIS,06,02,11,2,4,4,5,5,2,8,2,234,242,253,255,32,508,11
01-02,0015,01,ST. FRANCIS,07,02,11,1,3,6,5,1,2,6,2,244,232,258,244,26,502,11
01-02,0015,01,ST. FRANCIS,08,02,11,2,4,6,2,1,7,8,4,242,220,259,237,34,496,11
01-02,0015,01,ST. FRANCIS,09,02,11,9,9,2,6,7,7,9,2,277,236,304,260,51,564,11
01-02,0015,01,ST. FRANCIS,10,02,11,7,2,4,2,6,4,15,2,238,225,270,235,42,505,11
01-02,0015,01,ST. FRANCIS,11,02,11,7,2,6,9,7,4,11,1,193,196,224,212,47,436,11
01-02,0015,01,ST. FRANCIS,12,02,11,4,2,2,3,1,3,3,5,114,156,124,169,23,293,11
01-02,0015,01,ST. FRANCIS,KG,02,11,0,1,2,2,1,1,3,2,213,195,219,201,12,420,11
01-02,0015,01,ST. FRANCIS,PK,02,11,0,0,0,0,1,0,0,0,41,18,42,18,1,60,11
01-02,0016,01,SPRING LAKE PARK,01,02,11,1,1,7,6,7,8,5,4,122,128,142,147,39,289,11
01-02,0016,01,SPRING LAKE PARK,02,02,11,1,1,5,10,6,8,5,9,138,135,155,163,45,318,11
01-02,0016,01,SPRING LAKE PARK,03,02,11,0,3,13,5,5,10,8,7,127,136,153,161,51,314,11
01-02,0016,01,SPRING LAKE PARK,04,02,11,2,3,3,11,8,8,1,6,131,151,145,179,42,324,11
01-02,0016,01,SPRING LAKE PARK,05,02,11,4,6,4,7,5,7,4,5,150,134,167,159,42,326,11
01-02,0016,01,SPRING LAKE PARK,06,02,11,4,2,9,15,6,8,4,5,138,130,161,160,53,321,11
01-02,0016,01,SPRING LAKE PARK,07,02,11,3,4,8,13,4,5,4,6,138,153,157,181,47,338,11
01-02,0016,01,SPRING LAKE PARK,08,02,11,1,5,15,4,2,4,3,6,140,145,161,164,40,325,11
01-02,0016,01,SPRING LAKE PARK,09,02,11,7,3,9,9,3,3,2,3,164,153,185,171,39,356,11
01-02,0016,01,SPRING LAKE PARK,10,02,11,3,3,10,9,9,4,7,3,151,134,180,153,48,333,11
01-02,0016,01,SPRING LAKE PARK,11,02,11,3,1,13,10,5,3,2,5,132,142,155,161,42,316,11
01-02,0016,01,SPRING LAKE PARK,12,02,11,1,4,7,7,3,4,4,3,173,159,188,177,33,365,11
01-02,0016,01,SPRING LAKE PARK,KG,02,11,1,1,6,8,5,2,4,7,139,128,155,146,34,301,11
01-02,0016,01,SPRING LAKE PARK,PK,02,11,0,0,0,0,1,0,0,1,17,14,18,15,2,33,11
01-02,0022,01,DETROIT LAKES,01,03,04,5,10,0,1,1,1,2,0,80,64,88,76,20,164,04
01-02,0022,01,DETROIT LAKES,02,03,04,11,16,0,0,0,0,1,5,70,74,82,95,33,177,04
01-02,0022,01,DETROIT LAKES,03,03,04,16,12,1,1,0,2,1,2,69,83,87,100,35,187,04
01-02,0022,01,DETROIT LAKES,04,03,04,17,14,1,0,2,0,1,1,83,67,104,82,36,186,04
01-02,0022,01,DETROIT LAKES,05,03,04,9,8,0,1,2,1,1,1,87,94,99,105,23,204,04
01-02,0022,01,DETROIT LAKES,06,03,04,14,18,0,0,1,0,2,1,95,90,112,109,36,221,04
01-02,0022,01,DETROIT LAKES,07,03,04,13,16,1,0,5,0,0,0,101,119,120,135,35,255,04
01-02,0022,01,DETROIT LAKES,08,03,04,22,22,1,0,1,4,0,2,99,93,123,121,52,244,04
01-02,0022,01,DETROIT LAKES,09,03,04,20,15,2,0,0,1,2,4,127,119,151,139,44,290,04
01-02,0022,01,DETROIT LAKES,10,03,04,12,13,1,1,2,4,1,1,127,95,143,114,35,257,04
01-02,0022,01,DETROIT LAKES,11,03,04,7,7,1,3,0,3,1,2,106,128,115,143,24,258,04
01-02,0022,01,DETROIT LAKES,12,03,04,8,6,0,1,1,2,0,1,89,102,98,112,19,210,04
01-02,0022,01,DETROIT LAKES,KG,03,04,5,8,0,1,1,1,0,2,78,71,84,83,18,167,04
01-02,0022,01,DETROIT LAKES,PK,03,04,4,1,0,0,0,0,2,0,27,25,33,26,7,59,04
01-02,0023,01,FRAZEE,01,03,04,0,2,1,0,0,0,0,0,55,28,56,30,3,86,04
01-02,0023,01,FRAZEE,02,03,04,2,4,1,0,0,0,0,0,37,30,40,34,7,74,04
01-02,0023,01,FRAZEE,03,03,04,2,3,1,0,0,0,1,0,34,37,38,40,7,78,04
01-02,0023,01,FRAZEE,04,03,04,3,1,0,0,0,0,0,2,32,47,35,50,6,85,04
01-02,0023,01,FRAZEE,05,03,04,6,4,0,0,0,0,1,0,37,38,44,42,11,86,04
01-02,0023,01,FRAZEE,06,03,04,1,7,0,1,0,0,1,0,49,47,51,55,10,106,04
01-02,0023,01,FRAZEE,07,03,04,2,3,0,0,0,1,0,0,53,57,55,61,6,116,04
01-02,0023,01,FRAZEE,08,03,04,3,3,0,0,0,0,1,0,49,44,53,47,7,100,04
01-02,0023,01,FRAZEE,09,03,04,7,1,0,0,0,0,0,1,58,44,65,46,9,111,04
01-02,0023,01,FRAZEE,10,03,04,6,3,0,0,0,0,1,2,46,52,53,57,12,110,04
01-02,0023,01,FRAZEE,11,03,04,3,3,0,0,0,0,0,0,44,58,47,61,6,108,04
01-02,0023,01,FRAZEE,12,03,04,3,3,0,0,0,0,0,0,44,36,47,39,6,86,04
01-02,0023,01,FRAZEE,KG,03,04,2,1,0,1,0,1,0,0,40,39,42,42,5,84,04
01-02,0023,01,FRAZEE,PK,03,04,0,0,0,0,0,0,0,0,7,4,7,4,0,11,04
01-02,0025,01,PINE POINT,01,03,04,2,3,0,0,0,0,0,0,0,0,2,3,5,5,04
01-02,0025,01,PINE POINT,02,03,04,4,2,0,0,0,0,0,0,0,0,4,2,6,6,04
01-02,0025,01,PINE POINT,03,03,04,5,1,0,0,0,0,0,0,0,0,5,1,6,6,04
01-02,0025,01,PINE POINT,04,03,04,3,4,0,0,0,0,0,0,0,0,3,4,7,7,04
01-02,0025,01,PINE POINT,05,03,04,2,1,0,0,0,0,0,0,0,0,2,1,3,3,04
01-02,0025,01,PINE POINT,06,03,04,5,3,0,0,0,0,0,0,0,0,5,3,8,8,04
01-02,0025,01,PINE POINT,07,03,04,1,1,0,0,0,0,0,0,0,0,1,1,2,2,04
01-02,0025,01,PINE POINT,08,03,04,3,1,0,0,0,0,0,0,0,0,3,1,4,4,04
01-02,0025,01,PINE POINT,KG,03,04,4,1,0,0,0,0,0,0,0,0,4,1,5,5,04
01-02,0025,01,PINE POINT,PK,03,04,2,1,0,0,0,0,0,0,0,0,2,1,3,3,04
01-02,0031,01,BEMIDJI,01,04,01,24,20,2,1,0,1,5,4,140,142,171,168,57,339,02
01-02,0031,01,BEMIDJI,02,04,01,30,27,2,1,0,1,4,1,133,126,169,156,66,325,02
01-02,0031,01,BEMIDJI,03,04,01,27,25,1,0,2,2,0,1,144,118,174,146,58,320,02
01-02,0031,01,BEMIDJI,04,04,01,39,22,1,1,1,3,4,2,149,131,194,159,73,353,02
01-02,0031,01,BEMIDJI,05,04,01,41,31,0,1,1,1,1,1,157,150,200,184,77,384,02
01-02,0031,01,BEMIDJI,06,04,01,31,37,1,4,3,1,2,5,169,168,206,215,84,421,02
01-02,0031,01,BEMIDJI,07,04,01,38,45,1,0,3,3,1,1,165,144,208,193,92,401,02
01-02,0031,01,BEMIDJI,08,04,01,47,34,2,3,0,0,1,3,176,145,226,185,90,411,02
01-02,0031,01,BEMIDJI,09,04,01,48,28,1,2,1,0,1,4,190,170,241,204,85,445,02
01-02,0031,01,BEMIDJI,10,04,01,41,30,2,2,2,2,2,1,220,208,267,243,82,510,02
01-02,0031,01,BEMIDJI,11,04,01,37,34,1,4,2,2,2,1,213,203,255,244,83,499,02
01-02,0031,01,BEMIDJI,12,04,01,37,28,4,3,3,4,2,2,244,226,290,263,83,553,02
01-02,0031,01,BEMIDJI,KG,04,01,31,18,1,3,3,2,7,4,152,138,194,165,69,359,02
01-02,0031,01,BEMIDJI,PK,04,01,5,2,1,0,1,0,0,0,29,14,36,16,9,52,02
01-02,0032,01,BLACKDUCK,01,04,01,2,0,0,0,0,1,1,0,24,18,27,19,4,46,02
01-02,0032,01,BLACKDUCK,02,04,01,3,3,0,0,0,0,1,2,22,21,26,26,9,52,02
01-02,0032,01,BLACKDUCK,03,04,01,7,3,0,0,0,1,0,0,24,28,31,32,11,63,02
01-02,0032,01,BLACKDUCK,04,04,01,6,0,0,0,2,0,0,0,30,23,38,23,8,61,02
01-02,0032,01,BLACKDUCK,05,04,01,2,5,0,0,1,1,1,1,32,28,36,35,11,71,02
01-02,0032,01,BLACKDUCK,06,04,01,0,3,0,0,0,0,0,0,29,39,29,42,3,71,02
01-02,0032,01,BLACKDUCK,07,04,01,7,5,0,0,1,0,0,1,32,37,40,43,14,83,02
01-02,0032,01,BLACKDUCK,08,04,01,5,5,0,0,0,0,0,0,28,42,33,47,10,80,02
01-02,0032,01,BLACKDUCK,09,04,01,5,4,0,0,0,0,0,0,29,31,34,35,9,69,02
01-02,0032,01,BLACKDUCK,10,04,01,1,2,0,0,0,0,0,0,37,29,38,31,3,69,02
01-02,0032,01,BLACKDUCK,11,04,01,3,3,0,1,0,0,0,0,26,31,29,35,7,64,02
01-02,0032,01,BLACKDUCK,12,04,01,1,1,0,0,0,2,0,1,33,26,34,30,5,64,02
01-02,0032,01,BLACKDUCK,KG,04,01,1,4,0,0,0,0,1,1,19,24,21,29,7,50,02
01-02,0032,01,BLACKDUCK,PK,04,01,1,0,0,0,0,0,0,0,6,7,7,7,1,14,02
01-02,0036,01,KELLIHER,01,04,01,1,3,0,0,0,0,0,0,9,8,10,11,4,21,02
01-02,0036,01,KELLIHER,02,04,01,0,3,0,0,0,0,2,0,7,8,9,11,5,20,02
01-02,0036,01,KELLIHER,03,04,01,1,2,0,0,0,0,1,0,6,7,8,9,4,17,02
01-02,0036,01,KELLIHER,04,04,01,4,3,0,0,0,0,1,0,7,8,12,11,8,23,02
01-02,0036,01,KELLIHER,05,04,01,2,1,0,0,0,0,0,0,11,3,13,4,3,17,02
01-02,0036,01,KELLIHER,06,04,01,0,5,0,0,0,0,0,0,7,5,7,10,5,17,02
01-02,0036,01,KELLIHER,07,04,01,2,5,0,0,0,0,0,0,8,5,10,10,7,20,02
01-02,0036,01,KELLIHER,08,04,01,3,4,0,0,0,0,0,0,9,9,12,13,7,25,02
01-02,0036,01,KELLIHER,09,04,01,4,2,0,0,0,0,0,0,8,11,12,13,6,25,02
01-02,0036,01,KELLIHER,10,04,01,3,3,0,0,0,0,0,0,10,6,13,9,6,22,02
01-02,0036,01,KELLIHER,11,04,01,3,3,1,0,0,0,0,1,13,11,17,15,8,32,02
01-02,0036,01,KELLIHER,12,04,01,1,2,0,0,0,0,0,0,10,10,11,12,3,23,02
01-02,0036,01,KELLIHER,KG,04,01,2,1,0,0,0,0,0,0,6,4,8,5,3,13,02
01-02,0036,01,KELLIHER,PK,04,01,0,0,0,0,0,0,0,0,2,1,2,1,0,3,02
01-02,0038,01,RED LAKE,01,04,01,57,61,0,0,0,0,0,0,0,0,57,61,118,118,02
01-02,0038,01,RED LAKE,02,04,01,56,50,0,0,0,0,0,0,0,0,56,50,106,106,02
01-02,0038,01,RED LAKE,03,04,01,61,45,0,0,0,0,0,0,0,0,61,45,106,106,02
01-02,0038,01,RED LAKE,04,04,01,54,59,0,0,0,0,0,0,0,0,54,59,113,113,02
01-02,0038,01,RED LAKE,05,04,01,64,68,0,0,0,0,0,0,0,0,64,68,132,132,02
01-02,0038,01,RED LAKE,06,04,01,49,53,0,0,0,0,0,0,0,0,49,53,102,102,02
01-02,0038,01,RED LAKE,07,04,01,54,64,0,0,0,0,0,0,0,0,54,64,118,118,02
01-02,0038,01,RED LAKE,08,04,01,66,49,0,0,0,0,0,0,0,0,66,49,115,115,02
01-02,0038,01,RED LAKE,09,04,01,60,49,0,0,0,0,0,0,0,0,60,49,109,109,02
01-02,0038,01,RED LAKE,10,04,01,50,58,0,0,0,0,0,0,0,0,50,58,108,108,02
01-02,0038,01,RED LAKE,11,04,01,43,43,0,0,0,0,0,0,0,0,43,43,86,86,02
01-02,0038,01,RED LAKE,12,04,01,35,33,0,0,0,0,0,0,0,0,35,33,68,68,02
01-02,0038,01,RED LAKE,KG,04,01,66,62,0,0,0,0,0,0,0,0,66,62,128,128,02
01-02,0038,01,RED LAKE,PK,04,01,17,6,0,0,0,0,0,0,0,0,17,6,23,23,02
01-02,0047,01,SAUK RAPIDS,01,05,07,0,0,0,0,0,0,0,0,128,136,128,136,0,264,07W
01-02,0047,01,SAUK RAPIDS,02,05,07,0,0,1,1,1,0,3,2,122,104,127,107,8,234,07W
