countyName,countyFIPS,familySize,numberAdults,numberWorkers,numberChildren,adultAge,year,yearlyCost,hourlyWage
Cook,031,2,2,1,0,19-50,2016,34686,16.68
Cook,031,2,2,1.5,0,51+,2016,35936,11.52
Cook,031,4,2,1,2,19-50,2016,48785,23.45
Cook,031,4,2,2,2,19-50,2016,65063,15.64
Cook,031,6,2,2,4,19-50,2016,72955,17.54
Cook,031,5,2,2,3,19-50,2016,68564,16.48
Cook,031,2,2,1.5,0,19-50,2016,35558,11.4
Cook,031,6,2,1.5,4,19-50,2016,65788,21.09
Cook,031,2,2,1,0,51+,2016,35034,16.84
Cook,031,5,2,1.5,3,19-50,2016,61431,19.69
Cook,031,5,2,1,3,19-50,2016,52414,25.2
Grant,051,6,2,1.5,4,19-50,2016,67197,21.54
Grant,051,2,2,1,0,51+,2016,35142,16.9
Grant,051,5,2,1,3,19-50,2016,55861,26.86
Grant,051,4,2,1,2,19-50,2016,52086,25.04
Grant,051,3,2,2,1,19-50,2016,49901,12
Grant,051,2,2,2,0,19-50,2016,35649,8.57
Grant,051,5,2,1.5,3,19-50,2016,62564,20.05
Grant,051,4,2,2,2,19-50,2016,63845,15.35
Grant,051,3,2,1,1,19-50,2016,41761,20.08
Grant,051,1,1,1,0,19-50,2016,27934,13.43
Grant,051,4,2,1.5,2,19-50,2016,58891,18.88
Grant,051,2,2,1,0,19-50,2016,34793,16.73
Grant,051,3,1,1,2,19-50,2016,57598,27.69
Grant,051,6,2,1,4,19-50,2016,60462,29.07
Grant,051,2,2,1.5,0,19-50,2016,35649,11.43
Grant,051,5,2,2,3,19-50,2016,67584,16.25
Grant,051,2,2,1.5,0,51+,2016,36011,11.54
Grant,051,6,2,2,4,19-50,2016,72253,17.37
Grant,051,4,1,1,3,19-50,2016,61805,29.71
Grant,051,2,2,2,0,51+,2016,36011,8.66
Grant,051,1,1,1,0,51+,2016,28092,13.51
Grant,051,3,2,1.5,1,19-50,2016,46434,14.88
Grant,051,2,1,1,1,19-50,2016,39327,18.91
Grant,051,5,1,1,4,19-50,2016,65572,31.52
Lake,075,6,2,2,4,19-50,2016,76791,18.46
Lake,075,4,2,1.5,2,19-50,2016,61698,19.77
Lake,075,3,2,2,1,19-50,2016,55449,13.33
Houston,055,3,2,1,1,19-50,2016,43021,20.68
Houston,055,2,2,1.5,0,19-50,2016,34895,11.18
Houston,055,5,2,2,3,19-50,2016,70496,16.95
Houston,055,5,1,1,4,19-50,2016,68325,32.85
Houston,055,2,2,1.5,0,51+,2016,35260,11.3
Houston,055,5,2,1.5,3,19-50,2016,65025,20.84
Houston,055,2,2,1,0,19-50,2016,34023,16.36
Houston,055,6,2,1.5,4,19-50,2016,69414,22.25
Houston,055,2,2,1,0,51+,2016,34406,16.54
Houston,055,3,2,1.5,1,19-50,2016,48110,15.42
Houston,055,2,2,2,0,51+,2016,35260,8.48
Houston,055,2,2,2,0,19-50,2016,34895,8.39
Houston,055,3,1,1,2,19-50,2016,60840,29.25
Houston,055,2,1,1,1,19-50,2016,41767,20.08
Kittson,069,2,1,1,1,19-50,2016,37772,18.16
Kittson,069,2,2,1,0,19-50,2016,32276,15.52
Kittson,069,5,1,1,4,19-50,2016,62079,29.85
Kittson,069,3,1,1,2,19-50,2016,54375,26.14
Kittson,069,3,2,1.5,1,19-50,2016,44745,14.34
Kittson,069,2,2,1.5,0,19-50,2016,33035,10.59
Kittson,069,4,2,1.5,2,19-50,2016,55723,17.86
Kittson,069,3,2,2,1,19-50,2016,48018,11.54
Kittson,069,2,2,2,0,19-50,2016,33035,7.94
Kittson,069,4,2,2,2,19-50,2016,60410,14.52
Kittson,069,2,2,1.5,0,51+,2016,33413,10.71
Kittson,069,5,2,2,3,19-50,2016,64041,15.39
Kittson,069,1,1,1,0,19-50,2016,25661,12.34
Kittson,069,2,2,1,0,51+,2016,32663,15.7
Kittson,069,6,2,1,4,19-50,2016,57527,27.66
Kittson,069,1,1,1,0,51+,2016,25819,12.41
Kittson,069,6,2,2,4,19-50,2016,68595,16.49
Kittson,069,6,2,1.5,4,19-50,2016,63893,20.48
Kittson,069,5,2,1,3,19-50,2016,52845,25.41
Kittson,069,5,2,1.5,3,19-50,2016,59406,19.04
Kittson,069,4,2,1,2,19-50,2016,49053,23.58
Kittson,069,3,2,1,1,19-50,2016,40166,19.31
Kittson,069,4,1,1,3,19-50,2016,58438,28.1
Kittson,069,2,2,2,0,51+,2016,33413,8.03
Le Sueur,079,2,2,2,0,51+,2016,35802,8.61
Le Sueur,079,3,2,2,1,19-50,2016,53259,12.8
Le Sueur,079,2,1,1,1,19-50,2016,42814,20.58
Chisago,025,1,1,1,0,51+,2016,34444,16.56
Chisago,025,5,2,1,3,19-50,2016,67513,32.46
Chisago,025,3,2,1.5,1,19-50,2016,60385,19.35
Chisago,025,2,1,1,1,19-50,2016,57729,27.75
Chisago,025,6,2,2,4,19-50,2016,97600,23.46
Chisago,025,5,2,2,3,19-50,2016,92830,22.31
Chisago,025,3,2,1,1,19-50,2016,51337,24.68
Chisago,025,1,1,1,0,19-50,2016,34246,16.46
Chisago,025,3,2,2,1,19-50,2016,67946,16.33
Chisago,025,3,1,1,2,19-50,2016,83038,39.92
Chisago,025,2,2,1.5,0,51+,2016,42915,13.75
Chisago,025,4,2,1.5,2,19-50,2016,77316,24.78
Chisago,025,2,2,2,0,51+,2016,42915,10.32
Chisago,025,2,2,1,0,19-50,2016,41392,19.9
Clay,027,3,1,1,2,19-50,2016,61182,29.41
Clay,027,1,1,1,0,19-50,2016,26396,12.69
Clay,027,2,2,1,0,19-50,2016,32947,15.84
Clay,027,2,2,2,0,19-50,2016,33751,8.11
Clay,027,6,2,1,4,19-50,2016,59641,28.67
Clay,027,3,2,1,1,19-50,2016,40675,19.56
Clay,027,5,2,2,3,19-50,2016,70631,16.98
Clay,027,2,2,1.5,0,51+,2016,34147,10.94
Clay,027,4,2,2,2,19-50,2016,67215,16.16
Clay,027,2,2,1,0,51+,2016,33311,16.01
Clay,027,1,1,1,0,51+,2016,26570,12.77
Clay,027,2,2,2,0,51+,2016,34147,8.21
Clay,027,6,2,1.5,4,19-50,2016,68241,21.87
Clay,027,5,1,1,4,19-50,2016,68493,32.93
Clay,027,5,2,1.5,3,19-50,2016,63884,20.48
Clay,027,2,2,1.5,0,19-50,2016,33751,10.82
Clay,027,5,2,1,3,19-50,2016,55276,26.57
Clay,027,6,2,2,4,19-50,2016,75029,18.04
Clay,027,4,2,1,2,19-50,2016,51824,24.92
Clay,027,4,2,1.5,2,19-50,2016,60498,19.39
Clay,027,3,2,1.5,1,19-50,2016,46854,15.02
Clay,027,3,2,2,1,19-50,2016,51668,12.42
Clay,027,2,1,1,1,19-50,2016,41784,20.09
Clay,027,4,1,1,3,19-50,2016,65073,31.29
Douglas,041,4,1,1,3,19-50,2016,58000,27.88
Douglas,041,2,2,1,0,51+,2016,32357,15.56
Douglas,041,3,2,1,1,19-50,2016,39788,19.13
Douglas,041,3,2,1.5,1,19-50,2016,44648,14.31
Douglas,041,6,2,1.5,4,19-50,2016,62818,20.13
Douglas,041,4,2,1,2,19-50,2016,47776,22.97
Douglas,041,1,1,1,0,51+,2016,25637,12.33
Douglas,041,6,2,1,4,19-50,2016,56129,26.99
Douglas,041,5,2,1,3,19-50,2016,51400,24.71
Douglas,041,5,2,1.5,3,19-50,2016,58410,18.72
Douglas,041,3,2,2,1,19-50,2016,48176,11.58
Douglas,041,6,2,2,4,19-50,2016,67889,16.32
Douglas,041,2,1,1,1,19-50,2016,38160,18.35
Douglas,041,5,1,1,4,19-50,2016,61495,29.56
Douglas,041,4,2,2,2,19-50,2016,59950,14.41
Douglas,041,2,2,2,0,19-50,2016,32782,7.88
Douglas,041,5,2,2,3,19-50,2016,63447,15.25
Douglas,041,2,2,1,0,19-50,2016,32009,15.39
Douglas,041,2,2,1.5,0,51+,2016,33141,10.62
Douglas,041,3,1,1,2,19-50,2016,54108,26.01
Douglas,041,1,1,1,0,19-50,2016,25464,12.24
Douglas,041,2,2,1.5,0,19-50,2016,32782,10.51
Douglas,041,2,2,2,0,51+,2016,33141,7.97
Douglas,041,4,2,1.5,2,19-50,2016,54812,17.57
Faribault,043,4,2,1,2,19-50,2016,49344,23.72
Faribault,043,1,1,1,0,19-50,2016,25630,12.32
Faribault,043,2,2,1.5,0,51+,2016,33507,10.74
Faribault,043,5,1,1,4,19-50,2016,62537,30.07
Faribault,043,3,2,1,1,19-50,2016,40353,19.4
Faribault,043,2,2,2,0,19-50,2016,33177,7.98
Faribault,043,3,1,1,2,19-50,2016,54582,26.24
Faribault,043,4,2,1.5,2,19-50,2016,56049,17.96
Faribault,043,3,2,2,1,19-50,2016,48206,11.59
Faribault,043,2,2,1,0,19-50,2016,32412,15.58
Faribault,043,1,1,1,0,51+,2016,25787,12.4
Faribault,043,2,1,1,1,19-50,2016,37857,18.2
Faribault,043,5,2,2,3,19-50,2016,64494,15.5
Faribault,043,4,1,1,3,19-50,2016,58789,28.26
Faribault,043,2,2,1,0,51+,2016,32754,15.75
Faribault,043,2,2,2,0,51+,2016,33507,8.05
Faribault,043,5,2,1,3,19-50,2016,53227,25.59
Faribault,043,5,2,1.5,3,19-50,2016,59794,19.16
Faribault,043,2,2,1.5,0,19-50,2016,33177,10.63
Faribault,043,6,2,1.5,4,19-50,2016,64455,20.66
Koochiching,071,3,2,1,1,19-50,2016,38169,18.35
Koochiching,071,4,2,1.5,2,19-50,2016,54374,17.43
Koochiching,071,2,2,1.5,0,51+,2016,32013,10.26
Koochiching,071,1,1,1,0,51+,2016,24618,11.84
Koochiching,071,5,2,2,3,19-50,2016,63374,15.23
Koochiching,071,4,2,1,2,19-50,2016,46854,22.53
Koochiching,071,2,2,1,0,51+,2016,31269,15.03
Koochiching,071,6,2,1,4,19-50,2016,55192,26.53
Koochiching,071,2,2,2,0,51+,2016,32013,7.7
Koochiching,071,3,1,1,2,19-50,2016,54149,26.03
Koochiching,071,3,2,2,1,19-50,2016,47152,11.33
Koochiching,071,4,2,2,2,19-50,2016,59957,14.41
Koochiching,071,5,1,1,4,19-50,2016,61424,29.53
Koochiching,071,2,2,1.5,0,19-50,2016,31661,10.15
Lac qui Parle,073,2,2,1.5,0,19-50,2016,32350,10.37
Lac qui Parle,073,2,2,1,0,19-50,2016,31602,15.19
Lac qui Parle,073,5,1,1,4,19-50,2016,59419,28.57
Lac qui Parle,073,4,1,1,3,19-50,2016,55780,26.82
Lac qui Parle,073,6,2,1,4,19-50,2016,55217,26.55
Lac qui Parle,073,3,2,1.5,1,19-50,2016,43698,14.01
Lac qui Parle,073,3,2,1,1,19-50,2016,39159,18.83
Lac qui Parle,073,2,2,1.5,0,51+,2016,32710,10.48
Lac qui Parle,073,3,2,2,1,19-50,2016,46910,11.28
Lac qui Parle,073,2,2,1,0,51+,2016,31958,15.36
Lac qui Parle,073,4,2,1,2,19-50,2016,46321,22.27
Lac qui Parle,073,5,2,2,3,19-50,2016,61330,14.74
Lac qui Parle,073,4,2,1.5,2,19-50,2016,52791,16.92
Lac qui Parle,073,2,2,2,0,19-50,2016,32350,7.78
Lac qui Parle,073,4,2,2,2,19-50,2016,57686,13.87
Lac qui Parle,073,1,1,1,0,19-50,2016,24854,11.95
Lac qui Parle,073,2,2,2,0,51+,2016,32710,7.86
Lac qui Parle,073,3,1,1,2,19-50,2016,51653,24.83
Lac qui Parle,073,1,1,1,0,51+,2016,25012,12.03
Lac qui Parle,073,6,2,2,4,19-50,2016,65981,15.86
Lac qui Parle,073,2,1,1,1,19-50,2016,36659,17.62
Lac qui Parle,073,5,2,1.5,3,19-50,2016,56622,18.15
Lac qui Parle,073,5,2,1,3,19-50,2016,50125,24.1
Lac qui Parle,073,6,2,1.5,4,19-50,2016,61395,19.68
Mille Lacs,095,6,2,1.5,4,19-50,2016,74827,23.98
Mille Lacs,095,5,2,1.5,3,19-50,2016,70243,22.51
Mille Lacs,095,5,2,1,3,19-50,2016,61150,29.4
Lake,075,2,2,1.5,0,19-50,2016,36296,11.63
Lake,075,2,2,2,0,51+,2016,36677,8.82
Lake,075,2,2,1,0,51+,2016,35746,17.19
Lake,075,1,1,1,0,19-50,2016,28723,13.81
Lake,075,3,2,1,1,19-50,2016,44951,21.61
Lake,075,2,2,2,0,19-50,2016,36296,8.72
Lake,075,5,1,1,4,19-50,2016,70137,33.72
Lake,075,3,2,1.5,1,19-50,2016,51003,16.35
Lake,075,4,1,1,3,19-50,2016,66440,31.94
Lake,075,2,1,1,1,19-50,2016,45219,21.74
Lake,075,1,1,1,0,51+,2016,28941,13.91
Lake,075,3,1,1,2,19-50,2016,62340,29.97
Lake,075,2,2,1,0,19-50,2016,35382,17.01
Lake,075,2,2,1.5,0,51+,2016,36677,11.76
Lake,075,6,2,1,4,19-50,2016,61139,29.39
Lake,075,5,2,2,3,19-50,2016,72264,17.37
Lake,075,4,2,1,2,19-50,2016,53034,25.5
Lake,075,5,2,1,3,19-50,2016,56714,27.27
Lake,075,6,2,1.5,4,19-50,2016,69842,22.39
Lake,075,4,2,2,2,19-50,2016,68555,16.48
Lake,075,5,2,1.5,3,19-50,2016,65339,20.94
Meeker,093,5,2,1,3,19-50,2016,55561,26.71
Meeker,093,5,2,1.5,3,19-50,2016,63141,20.24
Meeker,093,6,2,1.5,4,19-50,2016,67628,21.68
Meeker,093,3,1,1,2,19-50,2016,59070,28.4
Meeker,093,2,2,2,0,51+,2016,37031,8.9
Meeker,093,1,1,1,0,51+,2016,29202,14.04
Meeker,093,2,2,1,0,51+,2016,36103,17.36
Meeker,093,6,2,2,4,19-50,2016,73545,17.68
Meeker,093,3,2,1,1,19-50,2016,44099,21.2
Meeker,093,5,1,1,4,19-50,2016,66981,32.2
Meeker,093,2,2,1,0,19-50,2016,35732,17.18
Meeker,093,5,2,2,3,19-50,2016,69010,16.59
Meeker,093,4,2,1,2,19-50,2016,51744,24.88
Meeker,093,2,2,1.5,0,19-50,2016,36647,11.75
Meeker,093,4,2,1.5,2,19-50,2016,59419,19.04
Meeker,093,2,2,1.5,0,51+,2016,37031,11.87
Meeker,093,4,1,1,3,19-50,2016,63243,30.41
Meeker,093,3,2,2,1,19-50,2016,53258,12.8
Meeker,093,4,2,2,2,19-50,2016,65234,15.68
Meeker,093,3,2,1.5,1,19-50,2016,49373,15.82
Meeker,093,2,1,1,1,19-50,2016,42822,20.59
Meeker,093,2,2,2,0,19-50,2016,36647,8.81
Meeker,093,6,2,1,4,19-50,2016,60051,28.87
Meeker,093,1,1,1,0,19-50,2016,29028,13.96
Polk,119,2,1,1,1,19-50,2016,40228,19.34
Polk,119,3,2,2,1,19-50,2016,50131,12.05
Polk,119,1,1,1,0,19-50,2016,26669,12.82
Polk,119,1,1,1,0,51+,2016,26827,12.9
Polk,119,4,1,1,3,19-50,2016,61289,29.47
Polk,119,3,2,1.5,1,19-50,2016,46584,14.93
Polk,119,2,2,2,0,51+,2016,34429,8.28
Polk,119,4,2,1.5,2,19-50,2016,58422,18.73
Polk,119,3,1,1,2,19-50,2016,57417,27.6
Polk,119,2,2,1.5,0,51+,2016,34429,11.03
Polk,119,5,2,2,3,19-50,2016,66841,16.07
Polk,119,2,2,1,0,19-50,2016,33227,15.97
Polk,119,6,2,1,4,19-50,2016,59298,28.51
Polk,119,2,2,2,0,19-50,2016,34047,8.18
Polk,119,3,2,1,1,19-50,2016,41758,20.08
Polk,119,5,2,1,3,19-50,2016,54887,26.39
Polk,119,5,2,1.5,3,19-50,2016,61793,19.81
Polk,119,6,2,1.5,4,19-50,2016,66167,21.21
Polk,119,5,1,1,4,19-50,2016,64736,31.12
Polk,119,2,2,1.5,0,19-50,2016,34047,10.91
Polk,119,6,2,2,4,19-50,2016,71295,17.14
Polk,119,2,2,1,0,51+,2016,33576,16.14
Polk,119,4,2,1,2,19-50,2016,51409,24.72
Polk,119,4,2,2,2,19-50,2016,63421,15.25
Scott,139,5,2,1,3,19-50,2016,64751,31.13
Scott,139,2,2,1,0,51+,2016,39873,19.17
Scott,139,5,2,1.5,3,19-50,2016,77981,24.99
Scott,139,6,2,1.5,4,19-50,2016,82497,26.44
Scott,139,6,2,2,4,19-50,2016,93913,22.58
Scott,139,3,2,1.5,1,19-50,2016,57778,18.52
Scott,139,2,2,2,0,51+,2016,40967,9.85
Scott,139,4,2,1,2,19-50,2016,61250,29.45
Scott,139,4,2,2,2,19-50,2016,85719,20.61
Scott,139,3,2,1,1,19-50,2016,48883,23.5
Scott,139,2,2,1.5,0,51+,2016,40967,13.13
Scott,139,2,2,1.5,0,19-50,2016,40585,13.01
Scott,139,3,1,1,2,19-50,2016,79714,38.32
Kandiyohi,067,5,2,2,3,19-50,2016,63894,15.36
Kandiyohi,067,2,2,1.5,0,19-50,2016,32449,10.4
Kandiyohi,067,3,1,1,2,19-50,2016,54505,26.2
Kandiyohi,067,2,1,1,1,19-50,2016,38250,18.39
Kandiyohi,067,2,2,1,0,19-50,2016,31691,15.24
Kandiyohi,067,2,2,1,0,51+,2016,32063,15.41
Kandiyohi,067,2,2,2,0,51+,2016,32832,7.89
Kandiyohi,067,4,1,1,3,19-50,2016,58456,28.1
Kandiyohi,067,3,2,1.5,1,19-50,2016,44445,14.25
Kandiyohi,067,5,1,1,4,19-50,2016,61940,29.78
Kandiyohi,067,1,1,1,0,51+,2016,25314,12.17
Kandiyohi,067,3,2,2,1,19-50,2016,48227,11.59
Kandiyohi,067,4,2,1.5,2,19-50,2016,54866,17.59
Kandiyohi,067,2,2,1.5,0,51+,2016,32832,10.52
Lake of the Woods,077,5,2,2,3,19-50,2016,62225,14.96
Lake of the Woods,077,4,2,1.5,2,19-50,2016,53587,17.18
Lake of the Woods,077,3,1,1,2,19-50,2016,52926,25.45
Lake of the Woods,077,1,1,1,0,19-50,2016,25044,12.04
Lake of the Woods,077,1,1,1,0,51+,2016,25235,12.13
Lake of the Woods,077,3,2,2,1,19-50,2016,47331,11.38
Lake of the Woods,077,2,2,2,0,19-50,2016,32274,7.76
Lake of the Woods,077,4,1,1,3,19-50,2016,56845,27.33
Lake of the Woods,077,2,2,2,0,51+,2016,32664,7.85
Lake of the Woods,077,2,2,1.5,0,51+,2016,32664,10.47
Lake of the Woods,077,3,2,1,1,19-50,2016,39087,18.79
Lake of the Woods,077,2,1,1,1,19-50,2016,37267,17.92
Lake of the Woods,077,2,2,1,0,51+,2016,31912,15.34
Lake of the Woods,077,2,2,1.5,0,19-50,2016,32274,10.34
Lake of the Woods,077,5,1,1,4,19-50,2016,60338,29.01
Lake of the Woods,077,6,2,2,4,19-50,2016,66661,16.02
Lake of the Woods,077,4,2,1,2,19-50,2016,46681,22.44
Lake of the Woods,077,6,2,1,4,19-50,2016,55126,26.5
Lake of the Woods,077,6,2,1.5,4,19-50,2016,61678,19.77
Lake of the Woods,077,3,2,1.5,1,19-50,2016,43889,14.07
Lake of the Woods,077,4,2,2,2,19-50,2016,58755,14.12
Lake of the Woods,077,5,2,1.5,3,19-50,2016,57213,18.34
Lake of the Woods,077,5,2,1,3,19-50,2016,50328,24.2
Lake of the Woods,077,2,2,1,0,19-50,2016,31526,15.16
Marshall,089,2,2,1,0,19-50,2016,33768,16.23
Marshall,089,2,2,1.5,0,19-50,2016,34568,11.08
Marshall,089,6,2,1,4,19-50,2016,60041,28.87
Marshall,089,2,2,1,0,51+,2016,34112,16.4
Marshall,089,5,2,1,3,19-50,2016,55413,26.64
Marshall,089,2,2,1.5,0,51+,2016,34924,11.19
Marshall,089,4,2,2,2,19-50,2016,63254,15.21
Marshall,089,3,2,1.5,1,19-50,2016,46656,14.95
Marshall,089,3,2,1,1,19-50,2016,42052,20.22
Marshall,089,6,2,1.5,4,19-50,2016,66735,21.39
Marshall,089,1,1,1,0,51+,2016,27405,13.18
Marshall,089,6,2,2,4,19-50,2016,71726,17.24
Marshall,089,5,2,1.5,3,19-50,2016,62088,19.9
Marshall,089,5,1,1,4,19-50,2016,65045,31.27
Marshall,089,4,2,1,2,19-50,2016,51555,24.79
Marshall,089,3,1,1,2,19-50,2016,56985,27.4
Marshall,089,2,2,2,0,51+,2016,34924,8.4
Marshall,089,4,1,1,3,19-50,2016,61262,29.45
Marshall,089,1,1,1,0,19-50,2016,27206,13.08
Marshall,089,5,2,2,3,19-50,2016,67029,16.11
Marshall,089,2,2,2,0,19-50,2016,34568,8.31
Marshall,089,2,1,1,1,19-50,2016,39432,18.96
Marshall,089,3,2,2,1,19-50,2016,50076,12.04
Marshall,089,4,2,1.5,2,19-50,2016,58364,18.71
Pope,121,4,2,1.5,2,19-50,2016,57231,18.34
Pope,121,1,1,1,0,51+,2016,26458,12.72
Pope,121,2,2,2,0,19-50,2016,33696,8.1
Pope,121,2,2,1,0,19-50,2016,32900,15.82
Pope,121,3,2,2,1,19-50,2016,49468,11.89
Pope,121,6,2,1.5,4,19-50,2016,65220,20.9
Pope,121,2,2,1.5,0,51+,2016,34061,10.92
Pope,121,4,1,1,3,19-50,2016,60250,28.97
Pope,121,2,2,1,0,51+,2016,33249,15.99
Pope,121,5,2,1,3,19-50,2016,53788,25.86
Pope,121,2,2,1.5,0,19-50,2016,33696,10.8
Pope,121,5,1,1,4,19-50,2016,63826,30.69
Pope,121,6,2,2,4,19-50,2016,70392,16.92
Pope,121,5,2,1.5,3,19-50,2016,60765,19.48
Pope,121,3,2,1,1,19-50,2016,41205,19.81
Pope,121,3,2,1.5,1,19-50,2016,45952,14.73
Pope,121,1,1,1,0,19-50,2016,26300,12.64
Pope,121,2,1,1,1,19-50,2016,39271,18.88
Pope,121,2,2,2,0,51+,2016,34061,8.19
Pope,121,5,2,2,3,19-50,2016,65870,15.83
Faribault,043,4,2,2,2,19-50,2016,60749,14.6
Faribault,043,6,2,1,4,19-50,2016,58044,27.91
Faribault,043,6,2,2,4,19-50,2016,69222,16.64
Faribault,043,3,2,1.5,1,19-50,2016,44915,14.4
Pennington,113,6,2,1.5,4,19-50,2016,59750,19.15
Pennington,113,6,2,2,4,19-50,2016,64891,15.6
Pennington,113,3,2,1,1,19-50,2016,37384,17.97
Pennington,113,4,2,2,2,19-50,2016,57098,13.73
Pennington,113,5,1,1,4,19-50,2016,58640,28.19
Pennington,113,5,2,2,3,19-50,2016,60532,14.55
Pennington,113,6,2,1,4,19-50,2016,52953,25.46
Pennington,113,2,2,1,0,51+,2016,30716,14.77
Pennington,113,2,2,1.5,0,19-50,2016,31135,9.98
Pennington,113,4,2,1,2,19-50,2016,44409,21.35
Pennington,113,3,2,2,1,19-50,2016,45758,11
Pennington,113,2,2,2,0,19-50,2016,31135,7.48
Pennington,113,5,2,1,3,19-50,2016,48104,23.13
Pennington,113,1,1,1,0,19-50,2016,23848,11.47
Pennington,113,5,2,1.5,3,19-50,2016,55187,17.69
Pennington,113,3,2,1.5,1,19-50,2016,42312,13.56
Pennington,113,2,2,2,0,51+,2016,31475,7.57
Pennington,113,2,2,1.5,0,51+,2016,31475,10.09
Pennington,113,1,1,1,0,51+,2016,24037,11.56
Pennington,113,2,1,1,1,19-50,2016,35886,17.25
Pennington,113,3,1,1,2,19-50,2016,51356,24.69
Pennington,113,4,1,1,3,19-50,2016,55208,26.54
Pennington,113,4,2,1.5,2,19-50,2016,51583,16.53
Pennington,113,2,2,1,0,19-50,2016,30383,14.61
Pine,115,3,1,1,2,19-50,2016,63008,30.29
Pine,115,4,2,1.5,2,19-50,2016,63289,20.28
Pine,115,4,1,1,3,19-50,2016,67385,32.4
Pine,115,5,1,1,4,19-50,2016,71363,34.31
Pine,115,2,2,2,0,19-50,2016,38229,9.19
Pine,115,3,2,1,1,19-50,2016,47449,22.81
Pine,115,2,2,1.5,0,51+,2016,38607,12.37
Pine,115,1,1,1,0,19-50,2016,30594,14.71
Pine,115,2,2,1,0,19-50,2016,37287,17.93
Pine,115,2,2,2,0,51+,2016,38607,9.28
Pine,115,5,2,1.5,3,19-50,2016,67222,21.55
Pine,115,1,1,1,0,51+,2016,30783,14.8
Pine,115,5,2,2,3,19-50,2016,73443,17.65
Pine,115,6,2,2,4,19-50,2016,78129,18.78
Pine,115,3,2,2,1,19-50,2016,56783,13.65
Pine,115,3,2,1.5,1,19-50,2016,52858,16.94
Pine,115,2,2,1.5,0,19-50,2016,38229,12.25
Pine,115,2,2,1,0,51+,2016,37651,18.1
Pine,115,4,2,2,2,19-50,2016,69456,16.7
Pine,115,6,2,1,4,19-50,2016,63906,30.72
Pine,115,5,2,1,3,19-50,2016,59387,28.55
Pine,115,6,2,1.5,4,19-50,2016,71871,23.04
Pine,115,4,2,1,2,19-50,2016,55572,26.72
Pine,115,2,1,1,1,19-50,2016,45945,22.09
Ramsey,123,4,2,2,2,19-50,2016,92204,22.16
Ramsey,123,6,2,1,4,19-50,2016,69287,33.31
Ramsey,123,2,1,1,1,19-50,2016,59878,28.79
Ramsey,123,4,2,1,2,19-50,2016,61044,29.35
Ramsey,123,3,2,2,1,19-50,2016,69695,16.75
Ramsey,123,4,2,1.5,2,19-50,2016,77506,24.84
Ramsey,123,6,2,1.5,4,19-50,2016,85971,27.55
Ramsey,123,2,2,1,0,51+,2016,39552,19.02
Ramsey,123,2,2,2,0,19-50,2016,40298,9.69
Ramsey,123,5,2,1,3,19-50,2016,64656,31.08
Ramsey,123,6,2,2,4,19-50,2016,101144,24.31
Ramsey,123,5,1,1,4,19-50,2016,95018,45.68
Ramsey,123,5,2,2,3,19-50,2016,96123,23.11
Ramsey,123,5,2,1.5,3,19-50,2016,81234,26.04
Ramsey,123,4,1,1,3,19-50,2016,90941,43.72
Ramsey,123,2,2,2,0,51+,2016,40665,9.78
Ramsey,123,2,2,1.5,0,19-50,2016,40298,12.92
Ramsey,123,1,1,1,0,19-50,2016,31928,15.35
Ramsey,123,3,2,1.5,1,19-50,2016,59887,19.19
Ramsey,123,3,2,1,1,19-50,2016,48505,23.32
Ramsey,123,2,2,1.5,0,51+,2016,40665,13.03
Ramsey,123,1,1,1,0,51+,2016,32086,15.43
Ramsey,123,3,1,1,2,19-50,2016,86447,41.56
Ramsey,123,2,2,1,0,19-50,2016,39211,18.85
Red Lake,125,2,2,1.5,0,51+,2016,34816,11.16
Red Lake,125,4,2,1.5,2,19-50,2016,55716,17.86
Red Lake,125,2,2,1,0,19-50,2016,33618,16.16
Red Lake,125,3,2,2,1,19-50,2016,48385,11.63
Red Lake,125,2,2,1.5,0,19-50,2016,34428,11.03
Red Lake,125,2,1,1,1,19-50,2016,37936,18.24
Martin,091,2,2,1.5,0,19-50,2016,31875,10.22
Martin,091,1,1,1,0,19-50,2016,24602,11.83
Martin,091,2,2,1,0,19-50,2016,31132,14.97
Martin,091,5,1,1,4,19-50,2016,58808,28.27
Martin,091,2,2,2,0,19-50,2016,31875,7.66
Martin,091,2,1,1,1,19-50,2016,36413,17.51
Martin,091,5,2,1.5,3,19-50,2016,55710,17.86
Martin,091,4,2,2,2,19-50,2016,57228,13.76
Martin,091,4,2,1.5,2,19-50,2016,52090,16.7
Martin,091,4,2,1,2,19-50,2016,45441,21.85
Martin,091,6,2,1,4,19-50,2016,53948,25.94
Martin,091,2,2,1.5,0,51+,2016,32228,10.33
Martin,091,3,1,1,2,19-50,2016,51397,24.71
Martin,091,3,2,1.5,1,19-50,2016,43151,13.83
Nicollet,103,2,2,1,0,19-50,2016,33277,16
Nicollet,103,4,2,1.5,2,19-50,2016,57854,18.54
Nicollet,103,6,2,2,4,19-50,2016,71168,17.11
Nicollet,103,3,2,1,1,19-50,2016,40285,19.37
Nicollet,103,3,2,2,1,19-50,2016,49629,11.93
Nicollet,103,1,1,1,0,19-50,2016,26903,12.93
Nicollet,103,2,2,2,0,19-50,2016,34123,8.2
Nicollet,103,2,2,1,0,51+,2016,33626,16.17
Nicollet,103,5,1,1,4,19-50,2016,64724,31.12
