countyName,countyFIPS,familySize,numberAdults,numberWorkers,numberChildren,adultAge,year,yearlyCost,hourlyWage
Sherburne,141,3,2,1,1,19-50,2018,50772,24.41
Sherburne,141,6,2,1,4,19-50,2018,70344,33.82
Sherburne,141,3,2,2,1,19-50,2018,66312,15.94
Sherburne,141,4,2,1.5,2,19-50,2018,77364,24.8
Sherburne,141,2,2,2,0,51+,2018,43440,10.44
Sherburne,141,2,1,1,1,19-50,2018,55968,26.91
Sherburne,141,6,2,1.5,4,19-50,2018,84444,27.07
Sherburne,141,2,2,1.5,0,51+,2018,43440,13.92
Sherburne,141,2,2,2,0,19-50,2018,42924,10.32
Sherburne,141,1,1,1,0,51+,2018,34644,16.66
Sherburne,141,6,2,2,4,19-50,2018,97836,23.52
Sherburne,141,4,1,1,3,19-50,2018,87840,42.23
Sherburne,141,1,1,1,0,19-50,2018,34392,16.53
Sherburne,141,5,1,1,4,19-50,2018,90636,43.58
Sherburne,141,5,2,1.5,3,19-50,2018,80172,25.7
Sherburne,141,5,2,1,3,19-50,2018,66312,31.88
Wadena,159,2,2,1,0,51+,2018,35880,17.25
Wadena,159,5,2,1,3,19-50,2018,51912,24.96
Wadena,159,5,2,1.5,3,19-50,2018,59436,19.05
Wadena,159,6,2,1.5,4,19-50,2018,63756,20.43
Wadena,159,2,2,1.5,0,51+,2018,36732,11.77
Wadena,159,1,1,1,0,51+,2018,27660,13.3
Wadena,159,4,2,2,2,19-50,2018,63456,15.25
Wadena,159,1,1,1,0,19-50,2018,27420,13.18
Wadena,159,4,1,1,3,19-50,2018,59808,28.75
Wadena,159,2,1,1,1,19-50,2018,39888,19.18
Wadena,159,2,2,1,0,19-50,2018,35376,17.01
Wadena,159,3,2,1,1,19-50,2018,41568,19.98
Wadena,159,4,2,1.5,2,19-50,2018,56496,18.11
Wadena,159,6,2,2,4,19-50,2018,70656,16.98
Wadena,159,4,2,1,2,19-50,2018,49032,23.57
Wadena,159,2,2,1.5,0,19-50,2018,36216,11.61
Wadena,159,5,1,1,4,19-50,2018,62784,30.18
Wadena,159,3,2,2,1,19-50,2018,49692,11.95
Wadena,159,2,2,2,0,19-50,2018,36216,8.71
Wadena,159,5,2,2,3,19-50,2018,66372,15.95
Wadena,159,3,1,1,2,19-50,2018,55968,26.91
Wadena,159,3,2,1.5,1,19-50,2018,45732,14.66
Wadena,159,2,2,2,0,51+,2018,36732,8.83
Wadena,159,6,2,1,4,19-50,2018,56520,27.17
Wilkin,167,5,2,2,3,19-50,2018,65916,15.85
Wilkin,167,6,2,1,4,19-50,2018,57648,27.72
Wilkin,167,2,2,1.5,0,51+,2018,35196,11.28
Wilkin,167,3,2,2,1,19-50,2018,47340,11.38
Wilkin,167,2,2,1.5,0,19-50,2018,34680,11.12
Wilkin,167,5,2,1.5,3,19-50,2018,60144,19.28
Wilkin,167,2,2,1,0,19-50,2018,33912,16.3
Wilkin,167,2,2,2,0,51+,2018,35196,8.46
Wilkin,167,3,1,1,2,19-50,2018,55680,26.77
Wilkin,167,5,1,1,4,19-50,2018,62376,29.99
Wilkin,167,4,2,1,2,19-50,2018,50484,24.27
Wilkin,167,1,1,1,0,19-50,2018,26136,12.57
Wilkin,167,4,2,1.5,2,19-50,2018,57288,18.36
Wilkin,167,3,2,1,1,19-50,2018,40308,19.38
Wilkin,167,4,2,2,2,19-50,2018,63048,15.16
Wilkin,167,2,1,1,1,19-50,2018,37800,18.17
Wilkin,167,2,2,1,0,51+,2018,34392,16.53
Wilkin,167,3,2,1.5,1,19-50,2018,44112,14.14
Wilkin,167,2,2,2,0,19-50,2018,34680,8.34
Wilkin,167,6,2,2,4,19-50,2018,70116,16.85
Wilkin,167,4,1,1,3,19-50,2018,59460,28.59
Wilkin,167,1,1,1,0,51+,2018,26352,12.67
Wilkin,167,6,2,1.5,4,19-50,2018,64308,20.61
Wilkin,167,5,2,1,3,19-50,2018,53292,25.62
Norman,107,4,2,1,2,19-50,2018,48948,23.53
Norman,107,6,2,1.5,4,19-50,2018,69408,22.25
Norman,107,5,2,1,3,19-50,2018,51900,24.95
Norman,107,2,2,1,0,19-50,2018,35004,16.83
Olmsted,109,2,2,1.5,0,19-50,2018,36300,11.63
Olmsted,109,5,2,1.5,3,19-50,2018,68592,21.98
Olmsted,109,6,2,1.5,4,19-50,2018,72756,23.32
Olmsted,109,3,2,1,1,19-50,2018,42792,20.57
Olmsted,109,4,2,1,2,19-50,2018,52128,25.06
Olmsted,109,2,1,1,1,19-50,2018,50700,24.38
Olmsted,109,4,2,1.5,2,19-50,2018,65712,21.06
Olmsted,109,2,2,1,0,51+,2018,35928,17.27
Olmsted,109,5,2,1,3,19-50,2018,54900,26.39
Olmsted,109,3,2,2,1,19-50,2018,60192,14.47
Olmsted,109,3,1,1,2,19-50,2018,72288,34.75
Olmsted,109,1,1,1,0,19-50,2018,27744,13.34
Olmsted,109,4,1,1,3,19-50,2018,75972,36.52
Olmsted,109,5,2,2,3,19-50,2018,81828,19.67
Olmsted,109,2,2,2,0,51+,2018,36792,8.84
Olmsted,109,5,1,1,4,19-50,2018,78924,37.94
Olmsted,109,3,2,1.5,1,19-50,2018,51828,16.61
Olmsted,109,2,2,2,0,19-50,2018,36300,8.73
Olmsted,109,6,2,2,4,19-50,2018,86004,20.67
Olmsted,109,1,1,1,0,51+,2018,27984,13.45
Olmsted,109,2,2,1.5,0,51+,2018,36792,11.79
Olmsted,109,4,2,2,2,19-50,2018,78936,18.98
Olmsted,109,6,2,1,4,19-50,2018,59100,28.41
Olmsted,109,2,2,1,0,19-50,2018,35460,17.05
Otter Tail,111,6,2,1,4,19-50,2018,57492,27.64
Otter Tail,111,3,2,1,1,19-50,2018,42360,20.37
Otter Tail,111,1,1,1,0,19-50,2018,27516,13.23
Otter Tail,111,5,2,1,3,19-50,2018,53004,25.48
Otter Tail,111,5,2,2,3,19-50,2018,66972,16.1
Otter Tail,111,5,1,1,4,19-50,2018,63360,30.46
Otter Tail,111,4,2,1.5,2,19-50,2018,57456,18.42
Otter Tail,111,3,2,1.5,1,19-50,2018,46608,14.94
Otter Tail,111,5,2,1.5,3,19-50,2018,60372,19.35
Otter Tail,111,3,2,2,1,19-50,2018,50664,12.18
Otter Tail,111,2,2,2,0,51+,2018,36684,8.82
Otter Tail,111,2,2,2,0,19-50,2018,36180,8.7
Otter Tail,111,6,2,2,4,19-50,2018,71256,17.13
Otter Tail,111,4,2,2,2,19-50,2018,64044,15.4
Otter Tail,111,1,1,1,0,51+,2018,27732,13.33
Pope,121,3,1,1,2,19-50,2018,56100,26.97
Pope,121,4,2,1,2,19-50,2018,50628,24.34
Pope,121,4,2,2,2,19-50,2018,63468,15.26
Pope,121,6,2,1,4,19-50,2018,57888,27.83
Washington,163,4,2,1,2,19-50,2018,61776,29.7
Washington,163,3,1,1,2,19-50,2018,97452,46.85
Washington,163,5,2,1.5,3,19-50,2018,85608,27.44
Washington,163,5,2,1,3,19-50,2018,64464,30.99
Washington,163,3,2,2,1,19-50,2018,71424,17.17
Washington,163,2,2,1.5,0,19-50,2018,41268,13.23
Washington,163,6,2,1.5,4,19-50,2018,89748,28.77
Washington,163,2,1,1,1,19-50,2018,61404,29.52
Washington,163,6,2,1,4,19-50,2018,68508,32.94
Washington,163,1,1,1,0,19-50,2018,32808,15.77
Washington,163,2,2,1,0,51+,2018,40776,19.6
Washington,163,1,1,1,0,51+,2018,33048,15.89
Washington,163,5,1,1,4,19-50,2018,104280,50.13
Washington,163,2,2,1.5,0,51+,2018,41832,13.41
Washington,163,4,1,1,3,19-50,2018,101292,48.7
Washington,163,2,2,2,0,51+,2018,41832,10.06
Washington,163,5,2,2,3,19-50,2018,106284,25.55
Washington,163,3,2,1,1,19-50,2018,48864,23.49
Washington,163,6,2,2,4,19-50,2018,110712,26.61
Washington,163,4,2,2,2,19-50,2018,103296,24.83
Washington,163,2,2,2,0,19-50,2018,41268,9.92
Washington,163,2,2,1,0,19-50,2018,40164,19.31
Washington,163,4,2,1.5,2,19-50,2018,82896,26.57
Washington,163,3,2,1.5,1,19-50,2018,60528,19.4
Wright,171,1,1,1,0,19-50,2018,33696,16.2
Wright,171,2,2,1,0,51+,2018,41652,20.02
Wright,171,1,1,1,0,51+,2018,33936,16.32
Wright,171,4,2,1,2,19-50,2018,62748,30.17
Wright,171,2,2,2,0,51+,2018,42732,10.27
Wright,171,2,2,1.5,0,51+,2018,42732,13.7
Wright,171,3,1,1,2,19-50,2018,81276,39.08
Wright,171,2,2,2,0,19-50,2018,42216,10.15
Wright,171,6,2,2,4,19-50,2018,95100,22.86
Wright,171,4,2,2,2,19-50,2018,88212,21.2
Wright,171,5,1,1,4,19-50,2018,87768,42.2
Wright,171,2,2,1.5,0,19-50,2018,42216,13.53
Wright,171,3,2,2,1,19-50,2018,63360,15.23
Nobles,105,4,2,2,2,19-50,2018,59916,14.4
Nobles,105,5,2,1.5,3,19-50,2018,56640,18.15
Nobles,105,5,2,1,3,19-50,2018,49752,23.92
Nobles,105,3,2,1,1,19-50,2018,39756,19.11
Nobles,105,4,2,1,2,19-50,2018,46836,22.52
Nobles,105,6,2,1.5,4,19-50,2018,60984,19.55
Nobles,105,2,2,1.5,0,19-50,2018,34128,10.94
Nobles,105,3,2,1.5,1,19-50,2018,43824,14.05
Nobles,105,6,2,2,4,19-50,2018,67056,16.12
Nobles,105,2,2,1.5,0,51+,2018,34644,11.1
Nobles,105,3,1,1,2,19-50,2018,52908,25.44
Nobles,105,2,2,2,0,51+,2018,34644,8.33
Nobles,105,2,2,1,0,51+,2018,33876,16.29
Nobles,105,2,2,2,0,19-50,2018,34128,8.2
Nobles,105,2,1,1,1,19-50,2018,38136,18.33
Nobles,105,1,1,1,0,51+,2018,26040,12.52
Nobles,105,1,1,1,0,19-50,2018,25824,12.42
Nobles,105,4,2,1.5,2,19-50,2018,53604,17.18
Nobles,105,2,2,1,0,19-50,2018,33384,16.05
Nobles,105,6,2,1,4,19-50,2018,54288,26.1
Nobles,105,3,2,2,1,19-50,2018,47520,11.42
Rock,133,2,2,1.5,0,51+,2018,35580,11.4
Rock,133,4,2,1,2,19-50,2018,50448,24.25
Rock,133,3,1,1,2,19-50,2018,62088,29.85
Rock,133,3,2,1,1,19-50,2018,40824,19.63
Rock,133,6,2,1,4,19-50,2018,57756,27.77
Rock,133,5,2,2,3,19-50,2018,72348,17.39
Rock,133,4,1,1,3,19-50,2018,65928,31.7
Rock,133,2,2,2,0,51+,2018,35580,8.55
Rock,133,1,1,1,0,51+,2018,26652,12.81
Rock,133,3,2,1.5,1,19-50,2018,46320,14.85
Rock,133,2,2,1,0,19-50,2018,34272,16.48
Rock,133,2,2,2,0,19-50,2018,35076,8.43
Rock,133,3,2,2,1,19-50,2018,51768,12.44
Rock,133,4,2,1.5,2,19-50,2018,60096,19.26
Rock,133,2,2,1,0,51+,2018,34764,16.71
Rock,133,5,2,1,3,19-50,2018,53328,25.64
Rock,133,2,2,1.5,0,19-50,2018,35076,11.24
Rock,133,6,2,2,4,19-50,2018,76632,18.42
Rock,133,4,2,2,2,19-50,2018,69408,16.68
Rock,133,5,2,1.5,3,19-50,2018,63048,20.21
Red Lake,125,5,2,2,3,19-50,2018,65520,15.75
Red Lake,125,5,1,1,4,19-50,2018,61812,29.72
Red Lake,125,1,1,1,0,19-50,2018,28848,13.87
Red Lake,125,3,2,1.5,1,19-50,2018,45876,14.7
Red Lake,125,3,2,1,1,19-50,2018,42204,20.29
Red Lake,125,2,2,2,0,19-50,2018,37524,9.02
Red Lake,125,2,2,1,0,51+,2018,37128,17.85
Red Lake,125,2,2,2,0,51+,2018,38052,9.15
Red Lake,125,3,1,1,2,19-50,2018,54912,26.4
Red Lake,125,5,2,1.5,3,19-50,2018,60324,19.33
Red Lake,125,6,2,1,4,19-50,2018,58308,28.03
Red Lake,125,4,2,2,2,19-50,2018,62556,15.04
Red Lake,125,6,2,1.5,4,19-50,2018,64716,20.74
Red Lake,125,1,1,1,0,51+,2018,29064,13.97
Red Lake,125,4,2,1,2,19-50,2018,50988,24.51
Red Lake,125,6,2,2,4,19-50,2018,69828,16.79
Red Lake,125,4,1,1,3,19-50,2018,58812,28.27
Red Lake,125,5,2,1,3,19-50,2018,53904,25.92
Sibley,143,6,2,1,4,19-50,2018,57924,27.85
Sibley,143,2,1,1,1,19-50,2018,39168,18.83
Sibley,143,3,2,1,1,19-50,2018,40740,19.59
Sibley,143,2,2,2,0,19-50,2018,35040,8.42
Sibley,143,5,2,1.5,3,19-50,2018,60888,19.52
Sibley,143,5,2,1,3,19-50,2018,53484,25.71
Sibley,143,6,2,2,4,19-50,2018,71856,17.27
Sibley,143,2,2,1,0,51+,2018,34752,16.71
Sibley,143,6,2,1.5,4,19-50,2018,65280,20.92
Sibley,143,2,2,2,0,51+,2018,35580,8.55
Sibley,143,3,2,2,1,19-50,2018,48852,11.74
Sibley,143,1,1,1,0,51+,2018,26616,12.8
Sibley,143,5,2,2,3,19-50,2018,67548,16.24
Sibley,143,4,2,2,2,19-50,2018,64596,15.53
Sibley,143,3,2,1.5,1,19-50,2018,44928,14.4
Sibley,143,2,2,1.5,0,19-50,2018,35040,11.23
Sibley,143,2,2,1,0,19-50,2018,34236,16.46
Sibley,143,4,1,1,3,19-50,2018,61080,29.37
Sibley,143,5,1,1,4,19-50,2018,64080,30.81
Sibley,143,1,1,1,0,19-50,2018,26376,12.68
Sibley,143,3,1,1,2,19-50,2018,57216,27.51
Sibley,143,4,2,1.5,2,19-50,2018,58020,18.6
Sibley,143,2,2,1.5,0,51+,2018,35580,11.4
Otter Tail,111,2,1,1,1,19-50,2018,40812,19.62
Otter Tail,111,4,1,1,3,19-50,2018,60420,29.05
Otter Tail,111,4,2,1,2,19-50,2018,50076,24.07
Otter Tail,111,2,2,1,0,51+,2018,35832,17.23
Otter Tail,111,6,2,1.5,4,19-50,2018,64740,20.75
Otter Tail,111,2,2,1,0,19-50,2018,35352,17
Otter Tail,111,2,2,1.5,0,19-50,2018,36180,11.6
Otter Tail,111,2,2,1.5,0,51+,2018,36684,11.76
Otter Tail,111,3,1,1,2,19-50,2018,56580,27.2
Swift,151,2,2,1.5,0,51+,2018,35064,11.24
Swift,151,3,1,1,2,19-50,2018,56160,27
Swift,151,2,2,1,0,19-50,2018,33780,16.24
Swift,151,3,2,1.5,1,19-50,2018,44160,14.15
Swift,151,3,2,2,1,19-50,2018,47676,11.46
Swift,151,2,2,1,0,51+,2018,34260,16.47
Swift,151,3,2,1,1,19-50,2018,40200,19.33
Swift,151,6,2,1.5,4,19-50,2018,64800,20.77
Swift,151,6,2,2,4,19-50,2018,70800,17.02
Swift,151,2,2,2,0,51+,2018,35064,8.43
Swift,151,5,2,1,3,19-50,2018,53364,25.66
Swift,151,1,1,1,0,51+,2018,26316,12.65
Swift,151,2,2,2,0,19-50,2018,34548,8.3
Swift,151,5,2,1.5,3,19-50,2018,60408,19.36
Swift,151,4,2,1.5,2,19-50,2018,57468,18.42
Swift,151,1,1,1,0,19-50,2018,26088,12.54
Swift,151,2,2,1.5,0,19-50,2018,34548,11.07
Swift,151,4,2,2,2,19-50,2018,63516,15.27
Swift,151,2,1,1,1,19-50,2018,38076,18.31
Swift,151,5,1,1,4,19-50,2018,63000,30.29
Swift,151,5,2,2,3,19-50,2018,66492,15.98
Swift,151,4,1,1,3,19-50,2018,59976,28.83
Swift,151,6,2,1,4,19-50,2018,57816,27.8
Swift,151,4,2,1,2,19-50,2018,50448,24.25
Waseca,161,4,1,1,3,19-50,2018,62148,29.88
Waseca,161,2,2,1,0,19-50,2018,34812,16.74
Waseca,161,6,2,1,4,19-50,2018,58392,28.07
Waseca,161,5,2,1.5,3,19-50,2018,61740,19.79
Waseca,161,1,1,1,0,19-50,2018,26856,12.91
Waseca,161,6,2,2,4,19-50,2018,73080,17.57
Waseca,161,2,2,1,0,51+,2018,35316,16.98
Waseca,161,5,2,2,3,19-50,2018,68736,16.52
Wright,171,4,1,1,3,19-50,2018,84972,40.85
Wright,171,5,2,2,3,19-50,2018,90984,21.87
Wright,171,3,2,1.5,1,19-50,2018,57036,18.28
Wright,171,6,2,1.5,4,19-50,2018,82500,26.44
Wright,171,5,2,1.5,3,19-50,2018,78312,25.1
Wright,171,6,2,1,4,19-50,2018,69360,33.35
Wright,171,2,2,1,0,19-50,2018,41148,19.78
Wright,171,4,2,1.5,2,19-50,2018,75564,24.22
Wright,171,2,1,1,1,19-50,2018,53172,25.56
Wright,171,3,2,1,1,19-50,2018,49884,23.98
Wright,171,5,2,1,3,19-50,2018,65340,31.41
Rock,133,5,1,1,4,19-50,2018,68904,33.13
Rock,133,2,1,1,1,19-50,2018,42012,20.2
Rock,133,6,2,1.5,4,19-50,2018,67308,21.57
Rock,133,1,1,1,0,19-50,2018,26424,12.7
Roseau,135,4,2,1.5,2,19-50,2018,52440,16.81
Roseau,135,6,2,1.5,4,19-50,2018,59772,19.16
Roseau,135,2,1,1,1,19-50,2018,36348,17.48
Roseau,135,4,1,1,3,19-50,2018,54084,26
Roseau,135,4,2,2,2,19-50,2018,57324,13.78
Roseau,135,6,2,1,4,19-50,2018,53964,25.94
Roseau,135,5,2,2,3,19-50,2018,60276,14.49
Roseau,135,3,2,1,1,19-50,2018,39588,19.03
Roseau,135,5,2,1,3,19-50,2018,49440,23.77
Roseau,135,5,2,1.5,3,19-50,2018,55356,17.74
Roseau,135,4,2,1,2,19-50,2018,46572,22.39
Roseau,135,2,2,2,0,19-50,2018,34104,8.2
Roseau,135,6,2,2,4,19-50,2018,64536,15.51
Roseau,135,2,2,1.5,0,51+,2018,34620,11.1
Roseau,135,2,2,1,0,51+,2018,33852,16.27
Roseau,135,5,1,1,4,19-50,2018,56988,27.4
Roseau,135,2,2,2,0,51+,2018,34620,8.32
Roseau,135,2,2,1.5,0,19-50,2018,34104,10.93
Roseau,135,3,2,1.5,1,19-50,2018,43092,13.81
Roseau,135,1,1,1,0,51+,2018,25860,12.43
Roseau,135,1,1,1,0,19-50,2018,25620,12.32
Roseau,135,3,2,2,1,19-50,2018,45804,11.01
Roseau,135,3,1,1,2,19-50,2018,50484,24.27
Roseau,135,2,2,1,0,19-50,2018,33360,16.04
Winona,169,3,2,2,1,19-50,2018,49608,11.93
Winona,169,2,2,1.5,0,19-50,2018,34872,11.18
Winona,169,2,2,1.5,0,51+,2018,35424,11.35
Winona,169,3,1,1,2,19-50,2018,56580,27.2
Winona,169,5,1,1,4,19-50,2018,63216,30.39
Winona,169,2,2,1,0,19-50,2018,34092,16.39
Winona,169,4,2,1.5,2,19-50,2018,56388,18.07
Winona,169,6,2,2,4,19-50,2018,70860,17.03
Winona,169,3,2,1,1,19-50,2018,40680,19.56
Winona,169,4,2,2,2,19-50,2018,63780,15.33
Winona,169,4,1,1,3,19-50,2018,60336,29.01
Winona,169,2,1,1,1,19-50,2018,40092,19.27
Winona,169,1,1,1,0,19-50,2018,26292,12.64
Sibley,143,4,2,1,2,19-50,2018,50592,24.32
Stearns,145,3,2,2,1,19-50,2018,52296,12.57
Stearns,145,2,2,1.5,0,19-50,2018,37092,11.89
Stearns,145,4,2,1.5,2,19-50,2018,61032,19.56
Stearns,145,2,2,1,0,19-50,2018,36216,17.41
Stearns,145,1,1,1,0,19-50,2018,28392,13.65
Stearns,145,3,2,1,1,19-50,2018,42528,20.45
Stearns,145,2,2,1.5,0,51+,2018,37608,12.05
Stearns,145,3,2,1.5,1,19-50,2018,47436,15.2
Stearns,145,2,2,1,0,51+,2018,36696,17.64
Stearns,145,2,1,1,1,19-50,2018,42708,20.53
Stearns,145,5,2,1,3,19-50,2018,55512,26.69
Stearns,145,3,1,1,2,19-50,2018,61584,29.61
Stearns,145,4,2,1,2,19-50,2018,52680,25.33
Stearns,145,1,1,1,0,51+,2018,28608,13.75
Stearns,145,2,2,2,0,19-50,2018,37092,8.92
Stearns,145,4,2,2,2,19-50,2018,68868,16.55
Stearns,145,2,2,2,0,51+,2018,37608,9.04
Stearns,145,5,2,2,3,19-50,2018,71700,17.24
Stearns,145,6,2,1.5,4,19-50,2018,68064,21.82
Stearns,145,4,1,1,3,19-50,2018,65352,31.42
Stearns,145,5,1,1,4,19-50,2018,68280,32.83
Stearns,145,6,2,1,4,19-50,2018,59676,28.69
Stearns,145,5,2,1.5,3,19-50,2018,63900,20.48
Stearns,145,6,2,2,4,19-50,2018,75888,18.24
Traverse,155,6,2,1,4,19-50,2018,55188,26.53
Traverse,155,2,1,1,1,19-50,2018,38652,18.58
Traverse,155,2,2,2,0,19-50,2018,34560,8.31
Traverse,155,5,2,1.5,3,19-50,2018,57900,18.56
Traverse,155,2,2,1.5,0,19-50,2018,34560,11.08
Traverse,155,5,2,1,3,19-50,2018,50460,24.26
Traverse,155,2,2,1,0,51+,2018,34260,16.47
Traverse,155,2,2,1,0,19-50,2018,33792,16.25
Traverse,155,3,2,2,1,19-50,2018,48288,11.61
Traverse,155,3,2,1.5,1,19-50,2018,44412,14.23
Traverse,155,6,2,1.5,4,19-50,2018,62352,19.98
Traverse,155,4,2,2,2,19-50,2018,61704,14.83
Traverse,155,6,2,2,4,19-50,2018,69156,16.62
Traverse,155,2,2,2,0,51+,2018,35064,8.43
Traverse,155,3,2,1,1,19-50,2018,40236,19.34
Traverse,155,4,1,1,3,19-50,2018,58320,28.04
Waseca,161,3,2,1,1,19-50,2018,41496,19.95
Waseca,161,4,2,2,2,19-50,2018,65736,15.8
Waseca,161,2,2,2,0,19-50,2018,35628,8.56
Waseca,161,2,2,1.5,0,51+,2018,36132,11.58
Waseca,161,4,2,1.5,2,19-50,2018,58812,18.85
Waseca,161,1,1,1,0,51+,2018,27072,13.02
Waseca,161,3,2,1.5,1,19-50,2018,45744,14.66
Waseca,161,3,2,2,1,19-50,2018,49836,11.98
Waseca,161,4,2,1,2,19-50,2018,51024,24.53
Waseca,161,5,1,1,4,19-50,2018,65172,31.33
Waseca,161,2,2,2,0,51+,2018,36132,8.69
Waseca,161,2,1,1,1,19-50,2018,40020,19.24
Waseca,161,5,2,1,3,19-50,2018,53976,25.95
Waseca,161,3,1,1,2,19-50,2018,58320,28.04
Waseca,161,2,2,1.5,0,19-50,2018,35628,11.42
Waseca,161,6,2,1.5,4,19-50,2018,66060,21.17
Yellow Medicine,173,5,2,1.5,3,19-50,2018,60888,19.52
Yellow Medicine,173,6,2,1.5,4,19-50,2018,65364,20.95
Yellow Medicine,173,2,2,1.5,0,19-50,2018,36168,11.59
Yellow Medicine,173,4,2,1.5,2,19-50,2018,57876,18.55
Yellow Medicine,173,2,2,2,0,51+,2018,36672,8.82
Yellow Medicine,173,3,2,1.5,1,19-50,2018,44472,14.25
Yellow Medicine,173,5,1,1,4,19-50,2018,63852,30.7
Yellow Medicine,173,3,2,2,1,19-50,2018,48012,11.54
Yellow Medicine,173,2,2,1,0,51+,2018,35820,17.22
Yellow Medicine,173,2,2,1,0,19-50,2018,35328,16.98
Yellow Medicine,173,1,1,1,0,19-50,2018,27228,13.09
Yellow Medicine,173,5,2,2,3,19-50,2018,67260,16.17
Yellow Medicine,173,1,1,1,0,51+,2018,27444,13.19
Yellow Medicine,173,2,1,1,1,19-50,2018,38316,18.42
Yellow Medicine,173,3,1,1,2,19-50,2018,56856,27.33
Yellow Medicine,173,2,2,2,0,19-50,2018,36168,8.69
Yellow Medicine,173,6,2,2,4,19-50,2018,71652,17.22
Yellow Medicine,173,4,1,1,3,19-50,2018,60756,29.21
Yellow Medicine,173,3,2,1,1,19-50,2018,40500,19.47
Yellow Medicine,173,6,2,1,4,19-50,2018,58176,27.97
Yellow Medicine,173,2,2,1.5,0,51+,2018,36672,11.75
Yellow Medicine,173,5,2,1,3,19-50,2018,53676,25.81
Yellow Medicine,173,4,2,2,2,19-50,2018,64224,15.44
Yellow Medicine,173,4,2,1,2,19-50,2018,50700,24.38
Winona,169,4,2,1,2,19-50,2018,48672,23.4
Winona,169,1,1,1,0,51+,2018,26532,12.76
Winona,169,2,2,2,0,19-50,2018,34872,8.38
Winona,169,5,2,1,3,19-50,2018,51540,24.78
Winona,169,2,2,2,0,51+,2018,35424,8.52
Winona,169,5,2,2,3,19-50,2018,66684,16.03
Winona,169,2,2,1,0,51+,2018,34608,16.64
Winona,169,5,2,1.5,3,19-50,2018,59340,19.02
Winona,169,6,2,1,4,19-50,2018,56064,26.95
Winona,169,6,2,1.5,4,19-50,2018,63588,20.38
Winona,169,3,2,1.5,1,19-50,2018,45144,14.47
Traverse,155,1,1,1,0,19-50,2018,25872,12.44
Traverse,155,5,1,1,4,19-50,2018,61416,29.53
Traverse,155,1,1,1,0,51+,2018,26088,12.54
Traverse,155,2,2,1.5,0,51+,2018,35064,11.24
Traverse,155,3,1,1,2,19-50,2018,54432,26.17
Traverse,155,4,2,1,2,19-50,2018,47400,22.79
Traverse,155,4,2,1.5,2,19-50,2018,54720,17.54
Traverse,155,5,2,2,3,19-50,2018,64764,15.57
Hubbard,057,3,2,1,1,19-50,2018,41976,20.18
Hubbard,057,1,1,1,0,51+,2018,27576,13.26
Hubbard,057,4,2,1.5,2,19-50,2018,57648,18.48
Hubbard,057,3,2,2,1,19-50,2018,50196,12.07
Hubbard,057,2,2,2,0,51+,2018,36504,8.78
Hubbard,057,4,2,2,2,19-50,2018,63600,15.29
Hubbard,057,5,1,1,4,19-50,2018,62868,30.23
Hubbard,057,1,1,1,0,19-50,2018,27360,13.15
Hubbard,057,6,2,1,4,19-50,2018,58080,27.92
Hubbard,057,3,1,1,2,19-50,2018,55992,26.92
Hubbard,057,2,2,1.5,0,51+,2018,36504,11.7
Hubbard,057,5,2,2,3,19-50,2018,66564,16
Hubbard,057,2,2,1,0,19-50,2018,35148,16.9
Hubbard,057,3,2,1.5,1,19-50,2018,46164,14.8
Isanti,059,4,2,1.5,2,19-50,2018,81660,26.17
Isanti,059,2,2,1.5,0,19-50,2018,43584,13.97
Isanti,059,4,2,1,2,19-50,2018,64416,30.97
Isanti,059,6,2,1,4,19-50,2018,71148,34.21
Isanti,059,2,2,1.5,0,51+,2018,44100,14.13
Isanti,059,1,1,1,0,19-50,2018,34980,16.82
Isanti,059,3,2,1.5,1,19-50,2018,62676,20.09
Isanti,059,2,2,1,0,19-50,2018,42480,20.42
Isanti,059,1,1,1,0,51+,2018,35232,16.94
Isanti,059,2,2,2,0,19-50,2018,43584,10.48
Isanti,059,4,1,1,3,19-50,2018,95304,45.82
Isanti,059,2,2,2,0,51+,2018,44100,10.6
Isanti,059,3,2,2,1,19-50,2018,73020,17.55
Isanti,059,2,1,1,1,19-50,2018,62556,30.07
Isanti,059,5,2,2,3,19-50,2018,100800,24.23
Isanti,059,3,2,1,1,19-50,2018,51480,24.75
Isanti,059,6,2,2,4,19-50,2018,105276,25.31
Isanti,059,5,2,1.5,3,19-50,2018,84204,26.99
Isanti,059,2,2,1,0,51+,2018,42984,20.67
Isanti,059,3,1,1,2,19-50,2018,91404,43.94
Isanti,059,5,1,1,4,19-50,2018,98244,47.23
Isanti,059,5,2,1,3,19-50,2018,67068,32.24
Isanti,059,6,2,1.5,4,19-50,2018,88440,28.35
Isanti,059,4,2,2,2,19-50,2018,97884,23.53
Lincoln,081,4,2,2,2,19-50,2018,62208,14.95
Lincoln,081,5,2,1,3,19-50,2018,52776,25.37
Lincoln,081,2,1,1,1,19-50,2018,40164,19.31
Lincoln,081,6,2,2,4,19-50,2018,69684,16.75
Lincoln,081,6,2,1.5,4,19-50,2018,63948,20.5
Lincoln,081,2,2,1,0,51+,2018,35988,17.3
Lincoln,081,2,2,1.5,0,19-50,2018,36348,11.65
Lincoln,081,3,2,2,1,19-50,2018,50220,12.07
Lincoln,081,2,2,2,0,51+,2018,36852,8.86
Lincoln,081,4,2,1,2,19-50,2018,49716,23.9
