Area,Family Size,Number of Adults,Number of Workers,Number of Children,Age of Adults,Yearly Cost,Hourly Wage,Child Care,Food,Health Care,Housing,Transport,Other,Taxes
Northwest Minnesota             ,3,2,2,1,19-50,51588,12.4,491,751,417,742,868,436,594
Northwest Minnesota             ,2,2,2,0,19-50,35088,8.43,0,603,276,567,739,342,397
Northwest Minnesota             ,4,2,1,2,19-50,50604,24.33,0,979,426,984,926,574,328
Northwest Minnesota             ,2,2,1.5,0,51+,35868,11.5,0,579,356,567,739,335,413
Northwest Minnesota             ,1,1,1,0,51+,28092,13.51,0,316,174,557,695,255,344
Northwest Minnesota             ,2,2,2,0,51+,35868,8.62,0,579,356,567,739,335,413
Northwest Minnesota             ,4,2,1.5,2,19-50,59292,19,414,979,426,984,926,574,638
Northwest Minnesota             ,1,1,1,0,19-50,27720,13.33,0,329,134,557,695,259,336
Northwest Minnesota             ,5,2,1,3,19-50,54216,26.07,0,1186,435,984,983,634,296
Northwest Minnesota             ,5,1,1,4,19-50,67296,32.35,828,1184,428,984,983,634,567
Northwest Minnesota             ,5,2,1.5,3,19-50,62808,20.13,414,1186,435,984,983,634,598
Northwest Minnesota             ,4,1,1,3,19-50,63840,30.69,828,974,419,984,926,572,617
Northwest Minnesota             ,6,2,1,4,19-50,58656,28.2,0,1445,443,984,1022,710,284
Northwest Minnesota             ,6,2,1.5,4,19-50,67128,21.52,414,1445,443,984,1022,710,576
Northwest Minnesota             ,6,2,2,4,19-50,73776,17.73,828,1445,443,984,1022,710,716
Northwest Minnesota             ,5,2,2,3,19-50,69480,16.7,828,1186,435,984,983,634,740
Northwest Minnesota             ,3,1,1,2,19-50,59916,28.81,828,741,411,984,868,504,657
Northwest Minnesota             ,3,2,1,1,19-50,42024,20.2,0,751,417,742,868,436,288
Northwest Minnesota             ,2,2,1.5,0,19-50,35088,11.25,0,603,276,567,739,342,397
Northwest Minnesota             ,2,2,1,0,19-50,34296,16.49,0,603,276,567,739,342,331
Northwest Minnesota             ,4,2,2,2,19-50,65976,15.86,828,979,426,984,926,574,781
Lincoln County                  ,5,2,1,3,19-50,52775,25.37,0,1216,435,873,994,611,269
Lincoln County                  ,3,2,1.5,1,19-50,46497,14.9,210,770,417,698,877,429,474
Lincoln County                  ,4,1,1,3,19-50,60514,29.09,714,999,419,873,935,547,556
Lincoln County                  ,2,2,1.5,0,51+,35478,11.37,0,594,356,525,746,327,408
Lincoln County                  ,1,1,1,0,51+,27574,13.26,0,324,174,515,702,245,338
Lincoln County                  ,5,1,1,4,19-50,64097,30.82,714,1214,428,873,994,610,508
Lincoln County                  ,5,2,2,3,19-50,66232,15.92,714,1216,435,873,994,611,676
Lincoln County                  ,3,2,1,1,19-50,41689,20.04,0,770,417,698,877,429,283
Lincoln County                  ,3,1,1,2,19-50,56458,27.14,714,759,411,873,877,477,594
Lincoln County                  ,6,2,1,4,19-50,57462,27.63,0,1481,443,873,1033,688,270
Lincoln County                  ,2,1,1,1,19-50,40298,19.37,420,497,269,698,746,349,379
Lincoln County                  ,2,2,2,0,19-50,34692,8.34,0,618,276,525,746,334,392
Lincoln County                  ,4,2,1.5,2,19-50,56681,18.17,357,1004,426,873,935,549,579
Lincoln County                  ,2,2,1,0,51+,34678,16.67,0,594,356,525,746,327,342
Lincoln County                  ,5,2,1.5,3,19-50,60430,19.37,357,1216,435,873,994,611,550
Lincoln County                  ,4,2,2,2,19-50,62583,15.04,714,1004,426,873,935,549,714
Lincoln County                  ,6,2,1.5,4,19-50,64917,20.81,357,1481,443,873,1033,688,535
Lincoln County                  ,2,2,1,0,19-50,33916,16.31,0,618,276,525,746,334,327
Lincoln County                  ,6,2,2,4,19-50,70640,16.98,714,1481,443,873,1033,688,655
Lincoln County                  ,2,2,2,0,51+,35478,8.53,0,594,356,525,746,327,408
Lincoln County                  ,2,2,1.5,0,19-50,34692,11.12,0,618,276,525,746,334,392
Redwood County                  ,2,2,1.5,0,19-50,34022,10.9,0,614,276,558,670,342,375
Redwood County                  ,3,2,1.5,1,19-50,44509,14.27,199,764,417,698,781,427,423
Redwood County                  ,2,2,1,0,19-50,33278,16,0,614,276,558,670,342,313
Redwood County                  ,2,2,1,0,51+,34016,16.35,0,589,356,558,670,335,327
Redwood County                  ,3,2,1,1,19-50,39801,19.14,0,764,417,698,781,427,230
Redwood County                  ,6,2,2,4,19-50,70393,16.92,725,1470,443,958,914,710,646
Redwood County                  ,5,2,2,3,19-50,66098,15.89,725,1206,435,958,881,633,670
Redwood County                  ,4,2,2,2,19-50,62626,15.05,725,996,426,958,831,571,712
Redwood County                  ,6,2,1,4,19-50,56993,27.4,0,1470,443,958,914,710,254
Redwood County                  ,3,2,2,1,19-50,47898,11.51,398,764,417,698,781,427,506
Redwood County                  ,5,2,1.5,3,19-50,60095,19.26,362,1206,435,958,881,633,533
Redwood County                  ,4,2,1.5,2,19-50,56581,18.13,362,996,426,958,831,571,571
Redwood County                  ,2,2,2,0,19-50,34022,8.18,0,614,276,558,670,342,375
Redwood County                  ,1,1,1,0,51+,26920,12.94,0,321,174,543,632,253,320
Redwood County                  ,2,2,2,0,51+,34801,8.37,0,589,356,558,670,335,392
Redwood County                  ,3,1,1,2,19-50,56618,27.22,725,753,411,958,781,500,590
Redwood County                  ,5,2,1,3,19-50,52384,25.18,0,1206,435,958,881,633,252
Redwood County                  ,2,2,1.5,0,51+,34801,11.15,0,589,356,558,670,335,392
Redwood County                  ,5,1,1,4,19-50,63923,30.73,725,1205,428,958,881,632,498
Redwood County                  ,2,1,1,1,19-50,38510,18.51,398,493,269,698,670,348,333
Marshall County                 ,2,1,1,1,19-50,40854,19.64,385,494,269,698,817,348,394
Marshall County                 ,4,1,1,3,19-50,63838,30.69,664,992,419,1011,1032,585,617
Marshall County                 ,4,2,2,2,19-50,65984,15.86,664,997,426,1011,1032,587,782
Marshall County                 ,5,1,1,4,19-50,67534,32.47,664,1206,428,1011,1099,648,572
Marshall County                 ,2,2,1.5,0,51+,36966,11.85,0,589,356,549,817,333,436
Marshall County                 ,3,2,1.5,1,19-50,47615,15.26,193,765,417,698,965,428,502
Marshall County                 ,4,2,1,2,19-50,53470,25.71,0,997,426,1011,1032,587,403
Marshall County                 ,2,2,1,0,19-50,35372,17.01,0,614,276,549,817,340,352
Marshall County                 ,2,2,1,0,51+,36099,17.36,0,589,356,549,817,333,364
Marshall County                 ,6,2,2,4,19-50,74186,17.83,664,1471,443,1011,1143,725,725
Marshall County                 ,1,1,1,0,19-50,28599,13.75,0,335,134,536,767,255,356
Marshall County                 ,2,2,2,0,51+,36966,8.89,0,589,356,549,817,333,436
Marshall County                 ,3,2,1,1,19-50,43154,20.75,0,765,417,698,965,428,323
Marshall County                 ,2,2,2,0,19-50,36206,8.7,0,614,276,549,817,340,421
Marshall County                 ,2,2,1.5,0,19-50,36206,11.6,0,614,276,549,817,340,421
Marshall County                 ,1,1,1,0,51+,28947,13.92,0,321,174,536,767,251,363
Marshall County                 ,5,2,1.5,3,19-50,64444,20.66,332,1207,435,1011,1099,648,638
Marshall County                 ,6,2,1.5,4,19-50,68891,22.08,332,1471,443,1011,1143,725,616
Marshall County                 ,4,2,1.5,2,19-50,60741,19.47,332,997,426,1011,1032,587,677
Marshall County                 ,6,2,1,4,19-50,61620,29.63,0,1471,443,1011,1143,725,342
Marshall County                 ,5,2,2,3,19-50,69714,16.76,664,1207,435,1011,1099,648,745
Pope County                     ,6,2,1,4,19-50,57704,27.74,0,1458,443,994,932,717,265
Pope County                     ,3,2,1,1,19-50,40502,19.47,0,758,417,724,796,433,247
Pope County                     ,4,2,2,2,19-50,64171,15.43,770,988,426,994,847,580,743
Pope County                     ,6,2,2,4,19-50,71874,17.28,770,1458,443,994,932,717,676
Pope County                     ,5,2,2,3,19-50,67611,16.25,770,1197,435,994,898,640,700
Pope County                     ,4,2,1.5,2,19-50,57953,18.57,385,988,426,994,847,580,609
Pope County                     ,5,2,1.5,3,19-50,61360,19.67,385,1197,435,994,898,640,564
Pope County                     ,2,2,2,0,51+,34603,8.32,0,584,356,544,681,330,389
Pope County                     ,3,1,1,2,19-50,58163,27.96,770,747,411,994,796,509,620
Pope County                     ,1,1,1,0,19-50,26493,12.74,0,332,134,534,642,253,313
Pope County                     ,2,2,1,0,51+,33829,16.26,0,584,356,544,681,330,324
Pope County                     ,2,2,1,0,19-50,33102,15.91,0,609,276,544,681,337,311
Pope County                     ,2,2,1.5,0,51+,34603,11.09,0,584,356,544,681,330,389
Pope County                     ,4,2,1,2,19-50,49669,23.88,0,988,426,994,847,580,304
Pope County                     ,3,2,2,1,19-50,49105,11.8,429,758,417,724,796,433,535
Pope County                     ,3,2,1.5,1,19-50,45433,14.56,214,758,417,724,796,433,444
Pope County                     ,2,2,2,0,19-50,33836,8.13,0,609,276,544,681,337,373
Pope County                     ,1,1,1,0,51+,26856,12.91,0,319,174,534,642,249,320
Pope County                     ,5,1,1,4,19-50,65420,31.45,770,1195,428,994,898,640,527
Pope County                     ,2,1,1,1,19-50,39699,19.09,429,490,269,724,681,355,360
Norman County                   ,3,2,1,1,19-50,41964,20.18,0,759,417,698,906,426,291
Norman County                   ,6,2,1,4,19-50,58210,27.99,0,1461,443,904,1070,691,282
Norman County                   ,3,2,2,1,19-50,50222,12.07,414,759,417,698,906,426,565
Norman County                   ,4,2,1,2,19-50,49905,23.99,0,990,426,904,968,554,317
Olmsted County,4,2,1,2,19-50,53852,25.89,0,985,426,1266,758,658,395
Olmsted County,3,2,2,1,19-50,60035,14.43,885,756,417,959,714,501,771
Olmsted County,6,2,1,4,19-50,61232,29.44,0,1454,443,1266,831,795,314
Olmsted County,4,2,2,2,19-50,78216,18.8,1398,985,426,1266,758,658,1027
Olmsted County,2,2,2,0,19-50,36509,8.78,0,607,276,738,617,393,411
Olmsted County,2,2,1,0,19-50,35642,17.14,0,607,276,738,617,393,339
Olmsted County,3,2,1.5,1,19-50,52803,16.92,443,756,417,959,714,501,610
Olmsted County,2,1,1,1,19-50,50768,24.41,885,488,269,959,617,423,590
Olmsted County,5,1,1,4,19-50,79596,38.27,1398,1192,428,1266,802,718,829
Olmsted County,4,1,1,3,19-50,76195,36.63,1398,980,419,1266,758,656,873
Olmsted County,3,1,1,2,19-50,72457,34.84,1398,745,411,1266,714,588,916
Olmsted County,4,2,1.5,2,19-50,67069,21.5,699,985,426,1266,758,658,797
Olmsted County,6,2,1.5,4,19-50,74510,23.88,699,1454,443,1266,831,795,721
Olmsted County,2,2,1,0,51+,36368,17.48,0,582,356,738,617,386,352
Olmsted County,3,2,1,1,19-50,44067,21.19,0,756,417,959,714,501,325
Olmsted County,1,1,1,0,19-50,29182,14.03,0,331,134,724,583,308,352
Olmsted County,2,2,1.5,0,19-50,36509,11.7,0,607,276,738,617,393,411
Olmsted County,6,2,2,4,19-50,85707,20.6,1398,1454,443,1266,831,795,955
Olmsted County,1,1,1,0,51+,29555,14.21,0,318,174,724,583,304,360
Olmsted County,5,2,1,3,19-50,57157,27.48,0,1193,435,1266,802,719,348
Olmsted County,5,2,2,3,19-50,81537,19.6,1398,1193,435,1266,802,719,982
Olmsted County,2,2,2,0,51+,37269,8.96,0,582,356,738,617,386,427
Olmsted County,2,2,1.5,0,51+,37269,11.95,0,582,356,738,617,386,427
Olmsted County,5,2,1.5,3,19-50,70369,22.55,699,1193,435,1266,802,719,750
Otter Tail County               ,1,1,1,0,19-50,27589,13.26,0,329,134,526,723,250,337
Otter Tail County               ,4,2,1.5,2,19-50,58429,18.73,372,981,426,939,968,561,622
Otter Tail County               ,5,2,1.5,3,19-50,62051,19.89,372,1187,435,939,1029,621,588
Otter Tail County               ,6,2,1,4,19-50,58566,28.16,0,1446,443,939,1070,697,286
Otter Tail County               ,3,2,1.5,1,19-50,46600,14.94,210,752,417,698,906,424,476
Otter Tail County               ,5,2,1,3,19-50,54090,26,0,1187,435,939,1029,621,297
Otter Tail County               ,2,2,1,0,19-50,34031,16.36,0,604,276,526,770,330,330
Otter Tail County               ,2,2,2,0,51+,35572,8.55,0,579,356,526,770,323,410
Otter Tail County               ,2,2,2,0,19-50,34812,8.37,0,604,276,526,770,330,395
Otter Tail County               ,2,2,1.5,0,19-50,34812,11.16,0,604,276,526,770,330,395
Otter Tail County               ,6,2,1.5,4,19-50,66353,21.27,372,1446,443,939,1070,697,562
Otter Tail County               ,3,1,1,2,19-50,58331,28.04,745,741,411,939,906,491,628
Otter Tail County               ,2,2,1.5,0,51+,35572,11.4,0,579,356,526,770,323,410
Otter Tail County               ,1,1,1,0,51+,27952,13.44,0,316,174,526,723,246,344
Otter Tail County               ,6,2,2,4,19-50,72331,17.39,745,1446,443,939,1070,697,688
Le Sueur County                 ,1,1,1,0,51+,30170,14.5,0,313,174,564,820,256,387
Le Sueur County                 ,4,2,1,2,19-50,56379,27.11,0,970,426,1111,1113,608,470
Le Sueur County                 ,2,2,1.5,0,51+,38071,12.2,0,573,356,575,876,336,457
Le Sueur County                 ,5,1,1,4,19-50,73303,35.24,861,1172,428,1111,1186,667,684
Le Sueur County                 ,2,1,1,1,19-50,45087,21.68,512,480,269,764,876,364,492
Le Sueur County                 ,2,2,1.5,0,19-50,37295,11.95,0,597,276,575,876,343,441
Le Sueur County                 ,3,2,1.5,1,19-50,50857,16.3,256,743,417,764,1039,440,579
Le Sueur County                 ,5,2,2,3,19-50,75614,18.18,861,1174,435,1111,1186,668,866
Le Sueur County                 ,6,2,2,4,19-50,79989,19.23,861,1430,443,1111,1234,743,844
Le Sueur County                 ,2,2,1,0,51+,37153,17.86,0,573,356,575,876,336,380
Le Sueur County                 ,3,1,1,2,19-50,65516,31.5,861,733,411,1111,1039,539,766
Le Sueur County                 ,2,2,2,0,19-50,37295,8.97,0,597,276,575,876,343,441
Le Sueur County                 ,5,2,1,3,19-50,59951,28.82,0,1174,435,1111,1186,668,422
Le Sueur County                 ,6,2,1,4,19-50,64175,30.85,0,1430,443,1111,1234,743,387
Le Sueur County                 ,4,2,1.5,2,19-50,65059,20.85,430,970,426,1111,1113,608,764
Le Sueur County                 ,2,2,2,0,51+,38071,9.15,0,573,356,575,876,336,457
Le Sueur County                 ,4,2,2,2,19-50,71900,17.28,861,970,426,1111,1113,608,903
Le Sueur County                 ,1,1,1,0,19-50,29807,14.33,0,326,134,564,820,260,380
Le Sueur County                 ,5,2,1.5,3,19-50,68746,22.03,430,1174,435,1111,1186,668,725
Le Sueur County                 ,3,2,1,1,19-50,45288,21.77,0,743,417,764,1039,440,371
Le Sueur County                 ,2,2,1,0,19-50,36411,17.51,0,597,276,575,876,343,367
Mahnomen County                 ,2,2,1.5,0,19-50,35083,11.24,0,604,276,560,746,340,398
Mahnomen County                 ,3,2,1,1,19-50,41267,19.84,0,752,417,698,877,424,271
Mahnomen County                 ,6,2,2,4,19-50,70552,16.96,754,1446,443,873,1033,678,652
Mahnomen County                 ,2,2,1.5,0,51+,35843,11.49,0,579,356,560,746,333,413
Mahnomen County                 ,5,2,1.5,3,19-50,60078,19.26,377,1187,435,873,994,602,538
Mahnomen County                 ,2,2,2,0,51+,35843,8.62,0,579,356,560,746,333,413
Mahnomen County                 ,5,2,1,3,19-50,52114,25.05,0,1187,435,873,994,602,252
Mahnomen County                 ,5,2,2,3,19-50,66257,15.93,754,1187,435,873,994,602,676
Mahnomen County                 ,2,2,2,0,19-50,35083,8.43,0,604,276,560,746,340,398
Mahnomen County                 ,2,2,1,0,51+,35024,16.84,0,579,356,560,746,333,345
Mahnomen County                 ,1,1,1,0,19-50,27623,13.28,0,329,134,545,702,256,336
Mahnomen County                 ,3,1,1,2,19-50,56720,27.27,754,741,411,873,877,472,599
Mahnomen County                 ,3,2,2,1,19-50,50007,12.02,440,752,417,698,877,424,559
Mahnomen County                 ,4,2,1.5,2,19-50,56496,18.11,377,981,426,873,935,542,574
Mahnomen County                 ,5,1,1,4,19-50,64153,30.84,754,1186,428,873,994,602,509
Mahnomen County                 ,4,1,1,3,19-50,60649,29.16,754,975,419,873,935,540,558
Mahnomen County                 ,3,2,1.5,1,19-50,46254,14.82,220,752,417,698,877,424,466
Mahnomen County                 ,2,1,1,1,19-50,40396,19.42,440,486,269,698,746,346,381
Mahnomen County                 ,6,2,1.5,4,19-50,64405,20.64,377,1446,443,873,1033,678,517
Mahnomen County                 ,4,2,2,2,19-50,62736,15.08,754,981,426,873,935,542,717
Northwest Minnesota             ,3,2,1.5,1,19-50,47448,15.21,246,751,417,742,868,436,494
EDR  2 - Headwaters             ,1,1,1,0,19-50,27528,13.23,0,329,134,536,707,253,335
EDR  2 - Headwaters             ,5,2,1,3,19-50,53964,25.94,0,1186,435,955,1003,626,292
EDR  2 - Headwaters             ,2,1,1,1,19-50,41496,19.95,466,485,269,725,753,354,406
EDR  2 - Headwaters             ,3,2,2,1,19-50,51120,12.29,466,751,417,725,884,431,586
EDR  2 - Headwaters             ,2,2,2,0,19-50,34968,8.41,0,604,276,548,753,337,396
EDR  2 - Headwaters             ,4,2,1,2,19-50,50304,24.18,0,980,426,955,944,565,322
EDR  2 - Headwaters             ,2,2,1.5,0,51+,35712,11.45,0,579,356,548,753,329,411
EDR  2 - Headwaters             ,6,2,1,4,19-50,58440,28.1,0,1445,443,955,1042,702,283
EDR  2 - Headwaters             ,6,2,1.5,4,19-50,66264,21.24,375,1445,443,955,1042,702,560
EDR  2 - Headwaters             ,6,2,2,4,19-50,72288,17.38,751,1445,443,955,1042,702,686
EDR  2 - Headwaters             ,2,2,1,0,51+,34908,16.78,0,579,356,548,753,329,344
EDR  2 - Headwaters             ,4,1,1,3,19-50,62340,29.97,751,974,419,955,944,564,588
EDR  2 - Headwaters             ,5,2,2,3,19-50,67992,16.34,751,1186,435,955,1003,626,710
EDR  2 - Headwaters             ,3,1,1,2,19-50,58380,28.07,751,741,411,955,884,495,628
EDR  2 - Headwaters             ,3,2,1,1,19-50,41952,20.17,0,751,417,725,884,431,288
EDR  2 - Headwaters             ,2,2,1,0,19-50,34176,16.43,0,604,276,548,753,337,330
EDR  2 - Headwaters             ,4,2,2,2,19-50,64452,15.49,751,980,426,955,944,565,750
EDR  2 - Headwaters             ,3,2,1.5,1,19-50,47148,15.11,233,751,417,725,884,431,488
EDR  2 - Headwaters             ,1,1,1,0,51+,27888,13.41,0,316,174,536,707,249,342
EDR  2 - Headwaters             ,2,2,2,0,51+,35712,8.58,0,579,356,548,753,329,411
EDR  2 - Headwaters             ,4,2,1.5,2,19-50,58416,18.72,375,980,426,955,944,565,623
EDR  2 - Headwaters             ,5,1,1,4,19-50,65820,31.64,751,1184,428,955,1003,625,539
EDR  2 - Headwaters             ,5,2,1.5,3,19-50,61932,19.85,375,1186,435,955,1003,626,581
EDR  2 - Headwaters             ,2,2,1.5,0,19-50,34968,11.21,0,604,276,548,753,337,396
EDR  3 - Arrowhead              ,6,2,2,4,19-50,74700,17.96,928,1442,443,1005,959,715,733
EDR  3 - Arrowhead              ,2,2,1,0,51+,35100,16.88,0,578,356,604,699,346,342
EDR  3 - Arrowhead              ,5,2,1.5,3,19-50,63084,20.22,464,1184,435,1005,924,639,606
EDR  3 - Arrowhead              ,2,2,1.5,0,19-50,35148,11.27,0,602,276,604,699,353,395
EDR  3 - Arrowhead              ,6,2,1,4,19-50,58008,27.89,0,1442,443,1005,959,715,270
EDR  3 - Arrowhead              ,6,2,1.5,4,19-50,67272,21.56,464,1442,443,1005,959,715,578
EDR  3 - Arrowhead              ,5,2,1,3,19-50,53592,25.77,0,1184,435,1005,924,639,279
EDR  3 - Arrowhead              ,2,1,1,1,19-50,42732,20.54,531,485,269,777,699,369,431
EDR  3 - Arrowhead              ,3,2,2,1,19-50,52116,12.53,531,749,417,777,817,446,606
EDR  3 - Arrowhead              ,2,2,2,0,19-50,35148,8.45,0,602,276,604,699,353,395
EDR  3 - Arrowhead              ,4,2,1,2,19-50,50064,24.07,0,978,426,1005,871,579,313
EDR  3 - Arrowhead              ,2,2,1.5,0,51+,35928,11.52,0,578,356,604,699,346,411
EDR  3 - Arrowhead              ,5,2,2,3,19-50,70488,16.94,928,1184,435,1005,924,639,759
EDR  3 - Arrowhead              ,3,1,1,2,19-50,61068,29.36,928,739,411,1005,817,510,679
EDR  3 - Arrowhead              ,3,2,1,1,19-50,41844,20.12,0,749,417,777,817,446,281
EDR  3 - Arrowhead              ,2,2,1,0,19-50,34344,16.51,0,602,276,604,699,353,328
Mower County                    ,3,1,1,2,19-50,59239,28.48,835,743,411,1012,781,513,642
Mower County                    ,5,2,1.5,3,19-50,61809,19.81,418,1189,435,1012,881,643,573
Mower County                    ,4,2,1.5,2,19-50,58484,18.74,418,982,426,1012,831,583,622
Mower County                    ,1,1,1,0,19-50,26986,12.97,0,330,134,571,632,263,319
Murray County                   ,1,1,1,0,19-50,27961,13.44,0,340,134,561,691,263,341
Murray County                   ,6,2,2,4,19-50,70131,16.86,686,1492,443,873,1015,691,644
Murray County                   ,5,1,1,4,19-50,63578,30.57,686,1223,428,873,977,613,498
Murray County                   ,4,2,2,2,19-50,62026,14.91,686,1011,426,873,919,551,703
Murray County                   ,6,2,1.5,4,19-50,64629,20.71,343,1492,443,873,1015,691,529
Murray County                   ,2,2,1,0,19-50,34832,16.75,0,623,276,578,735,351,340
Murray County                   ,2,2,1.5,0,19-50,35645,11.42,0,623,276,578,735,351,407
Murray County                   ,2,2,2,0,51+,36405,8.75,0,598,356,578,735,344,423
Murray County                   ,5,2,1,3,19-50,52653,25.31,0,1224,435,873,977,613,266
Murray County                   ,5,2,2,3,19-50,65675,15.79,686,1224,435,873,977,613,665
Murray County                   ,3,2,1.5,1,19-50,46138,14.79,198,775,417,698,862,431,464
Murray County                   ,4,2,1.5,2,19-50,56303,18.05,343,1011,426,873,919,551,569
Murray County                   ,2,2,1.5,0,51+,36405,11.67,0,598,356,578,735,344,423
Murray County                   ,3,1,1,2,19-50,55908,26.88,686,765,411,873,862,479,583
Murray County                   ,4,1,1,3,19-50,59947,28.82,686,1005,419,873,919,549,545
Murray County                   ,2,1,1,1,19-50,39744,19.11,395,501,269,698,735,350,364
Murray County                   ,2,2,1,0,51+,35559,17.1,0,598,356,578,735,344,352
Murray County                   ,2,2,2,0,19-50,35645,8.57,0,623,276,578,735,351,407
Murray County                   ,1,1,1,0,51+,28309,13.61,0,326,174,561,691,259,348
Murray County                   ,3,2,2,1,19-50,49502,11.9,395,775,417,698,862,431,547
Murray County                   ,4,2,1,2,19-50,48840,23.48,0,1011,426,873,919,551,290
Murray County                   ,3,2,1,1,19-50,41542,19.97,0,775,417,698,862,431,279
Murray County                   ,6,2,1,4,19-50,57400,27.6,0,1492,443,873,1015,691,269
Murray County                   ,5,2,1.5,3,19-50,60036,19.24,343,1224,435,873,977,613,538
Pipestone County                ,2,1,1,1,19-50,39688,19.08,414,493,269,698,723,348,362
Pipestone County                ,1,1,1,0,51+,28463,13.68,0,321,174,584,680,264,349
Pipestone County                ,6,2,2,4,19-50,72573,17.45,740,1467,443,992,996,719,691
Pipestone County                ,5,1,1,4,19-50,66017,31.74,740,1202,428,992,959,641,539
Pipestone County                ,2,2,1,0,51+,35673,17.15,0,588,356,605,723,349,352
Pipestone County                ,1,1,1,0,19-50,28100,13.51,0,334,134,584,680,268,342
Pipestone County                ,3,1,1,2,19-50,58599,28.17,740,752,411,992,847,510,631
Pipestone County                ,6,2,1.5,4,19-50,66640,21.36,370,1467,443,992,996,719,566
Pipestone County                ,2,2,1.5,0,19-50,35752,11.46,0,612,276,605,723,356,407
Pipestone County                ,4,1,1,3,19-50,62528,30.06,740,989,419,992,903,579,589
Pipestone County                ,4,2,1,2,19-50,50732,24.39,0,994,426,992,903,581,332
Pipestone County                ,5,2,1,3,19-50,54371,26.14,0,1204,435,992,959,642,299
Pipestone County                ,2,2,2,0,51+,36527,8.78,0,588,356,605,723,349,423
Rock County                     ,3,2,1,1,19-50,40286,19.37,0,756,417,698,818,425,243
Rock County                     ,1,1,1,0,51+,26744,12.86,0,318,174,515,659,243,320
Rock County                     ,2,2,2,0,19-50,33719,8.11,0,607,276,525,699,331,372
Rock County                     ,5,2,1,3,19-50,53928,25.93,0,1193,435,1011,924,644,287
Roseau County                   ,6,2,1,4,19-50,53862,25.9,0,1433,443,873,877,674,188
Roseau County                   ,4,2,1,2,19-50,45783,22.01,0,972,426,873,799,539,206
Roseau County                   ,1,1,1,0,51+,25934,12.47,0,313,174,518,610,243,303
Roseau County                   ,2,2,2,0,51+,33525,8.06,0,574,356,528,646,322,368
Roseau County                   ,2,2,1,0,19-50,32064,15.42,0,598,276,528,646,329,295
Roseau County                   ,4,2,1.5,2,19-50,52719,16.9,315,972,426,873,799,539,469
Roseau County                   ,4,2,2,2,19-50,58282,14.01,631,972,426,873,799,539,617
Roseau County                   ,5,2,1.5,3,19-50,56217,18.02,315,1176,435,873,846,599,441
Roseau County                   ,6,2,1.5,4,19-50,60579,19.42,315,1433,443,873,877,674,433
Roseau County                   ,3,1,1,2,19-50,52661,25.32,631,735,411,873,751,470,517
Roseau County                   ,1,1,1,0,19-50,25571,12.29,0,326,134,518,610,247,296
Roseau County                   ,2,1,1,1,19-50,36855,17.72,347,481,269,698,646,345,285
Roseau County                   ,5,2,2,3,19-50,61567,14.8,631,1176,435,873,846,599,571
Roseau County                   ,2,2,1,0,51+,32806,15.77,0,574,356,528,646,322,308
Roseau County                   ,5,2,1,3,19-50,49271,23.69,0,1176,435,873,846,599,177
Roseau County                   ,6,2,2,4,19-50,65789,15.81,631,1433,443,873,877,674,551
Roseau County                   ,2,2,2,0,19-50,32768,7.88,0,598,276,528,646,329,354
Roseau County                   ,2,2,1.5,0,51+,33525,10.75,0,574,356,528,646,322,368
Roseau County                   ,2,2,1.5,0,19-50,32768,10.5,0,598,276,528,646,329,354
Roseau County                   ,4,1,1,3,19-50,56356,27.09,631,966,419,873,799,538,470
Roseau County                   ,3,2,2,1,19-50,46090,11.08,347,745,417,698,751,422,461
Roseau County                   ,3,2,1.5,1,19-50,43148,13.83,174,745,417,698,751,422,389
Roseau County                   ,3,2,1,1,19-50,38830,18.67,0,745,417,698,751,422,203
Roseau County                   ,5,1,1,4,19-50,59621,28.66,631,1175,428,873,846,599,416
Winona County                   ,5,1,1,4,19-50,66555,32,909,1184,428,966,881,628,550
Winona County                   ,6,2,1.5,4,19-50,65690,21.05,455,1445,443,966,914,705,546
Winona County                   ,5,2,1.5,3,19-50,61413,19.68,455,1186,435,966,881,629,566
Winona County                   ,2,2,2,0,19-50,33653,8.09,0,603,276,550,670,337,368
Winona County                   ,4,2,1.5,2,19-50,58071,18.61,455,980,426,966,831,569,612
Winona County                   ,2,2,1,0,51+,33669,16.19,0,579,356,550,670,330,321
Winona County                   ,5,2,1,3,19-50,52095,25.05,0,1186,435,966,881,629,244
Winona County                   ,4,1,1,3,19-50,63254,30.41,909,974,419,966,831,567,605
Winona County                   ,3,1,1,2,19-50,59469,28.59,909,741,411,966,781,499,649
Winona County                   ,2,2,2,0,51+,34437,8.28,0,579,356,550,670,330,385
Winona County                   ,2,2,1.5,0,19-50,33653,10.79,0,603,276,550,670,337,368
Winona County                   ,1,1,1,0,19-50,26374,12.68,0,329,134,539,632,254,310
Winona County                   ,6,2,2,4,19-50,72958,17.54,909,1445,443,966,914,705,698
Redwood County                  ,4,1,1,3,19-50,60514,29.09,725,991,419,958,831,570,549
Redwood County                  ,4,2,1,2,19-50,48762,23.44,0,996,426,958,831,571,281
Redwood County                  ,6,2,1.5,4,19-50,64569,20.7,362,1470,443,958,914,710,524
Redwood County                  ,1,1,1,0,19-50,26573,12.78,0,335,134,543,632,257,313
Renville County                 ,6,2,1.5,4,19-50,64778,20.76,404,1481,443,873,978,688,531
Renville County                 ,4,1,1,3,19-50,61247,29.45,808,999,419,873,887,547,571
