Area,Family Size,Number of Adults,Number of Workers,Number of Children,Age of Adults,Yearly Cost,Hourly Wage,Child Care,Food,Health Care,Housing,Transport,Other,Taxes
Chisago County                  ,3,2,2,1,19-50,71367,17.16,978,744,486,1113,1076,543,1007
Chisago County                  ,5,2,1,3,19-50,71230,34.25,0,1175,503,1576,1229,804,649
Chisago County                  ,4,2,1,2,19-50,67603,32.5,0,971,494,1576,1153,744,696
Chisago County                  ,2,2,1.5,0,19-50,43960,14.09,0,598,290,884,906,433,552
Chisago County                  ,4,2,2,2,19-50,93428,22.46,1475,971,494,1576,1153,744,1373
Brown County                    ,2,2,2,0,19-50,32333,7.77,0,607,276,535,599,334,343
Brown County                    ,5,1,1,4,19-50,60130,28.91,712,1192,428,873,776,604,426
Brown County                    ,3,1,1,2,19-50,53201,25.58,712,745,411,873,692,473,527
Brown County                    ,1,1,1,0,51+,25453,12.24,0,318,174,523,567,246,293
Brown County                    ,2,2,1.5,0,19-50,32333,10.36,0,607,276,535,599,334,343
Brown County                    ,6,2,1.5,4,19-50,60492,19.39,356,1454,443,873,804,680,431
Brown County                    ,3,2,1,1,19-50,38021,18.28,0,756,417,698,692,425,180
Cottonwood County               ,3,2,1,1,19-50,39315,18.9,0,760,417,698,759,426,216
Cottonwood County               ,5,2,1.5,3,19-50,59090,18.94,337,1200,435,958,855,631,508
Cottonwood County               ,6,2,1,4,19-50,56403,27.12,0,1462,443,958,886,708,243
Cottonwood County               ,4,2,1,2,19-50,48240,23.19,0,991,426,958,807,570,268
Cottonwood County               ,3,2,2,1,19-50,47723,11.47,415,760,417,698,759,426,502
Cottonwood County               ,1,1,1,0,51+,26709,12.84,0,320,174,547,616,253,316
Cottonwood County               ,3,2,1.5,1,19-50,44199,14.17,208,760,417,698,759,426,415
Cottonwood County               ,2,2,2,0,51+,34516,8.3,0,586,356,562,652,335,385
Cottonwood County               ,2,2,2,0,19-50,33764,8.12,0,611,276,562,652,343,370
Cottonwood County               ,1,1,1,0,19-50,26346,12.67,0,333,134,547,616,257,308
Cottonwood County               ,4,2,1.5,2,19-50,55587,17.82,337,991,426,958,807,570,543
Cottonwood County               ,3,1,1,2,19-50,55420,26.64,675,750,411,958,759,499,566
Cottonwood County               ,4,1,1,3,19-50,59237,28.48,675,986,419,958,807,568,523
Cottonwood County               ,2,2,1,0,19-50,33030,15.88,0,611,276,562,652,343,309
Cottonwood County               ,4,2,2,2,19-50,61349,14.75,675,991,426,958,807,570,685
Cottonwood County               ,5,1,1,4,19-50,62614,30.1,675,1199,428,958,855,631,472
Cottonwood County               ,5,2,1,3,19-50,51793,24.9,0,1200,435,958,855,631,237
Cottonwood County               ,6,2,1.5,4,19-50,63454,20.34,337,1462,443,958,886,708,494
Cottonwood County               ,2,2,1,0,51+,33742,16.22,0,586,356,562,652,335,321
Cottonwood County               ,2,1,1,1,19-50,38454,18.49,415,491,269,698,652,348,332
Cottonwood County               ,2,2,1.5,0,19-50,33764,10.82,0,611,276,562,652,343,370
Cottonwood County               ,6,2,2,4,19-50,68987,16.58,675,1462,443,958,886,708,617
Cottonwood County               ,5,2,2,3,19-50,64756,15.57,675,1200,435,958,855,631,642
Cottonwood County               ,2,2,1.5,0,51+,34516,11.06,0,586,356,562,652,335,385
Koochiching County              ,2,2,1,0,51+,32569,15.66,0,578,356,535,617,325,303
Koochiching County              ,3,1,1,2,19-50,55314,26.59,727,740,411,958,714,496,564
Koochiching County              ,2,2,1.5,0,19-50,32533,10.43,0,603,276,535,617,333,347
Koochiching County              ,6,2,1.5,4,19-50,62497,20.03,364,1443,443,958,831,702,467
Koochiching County              ,4,2,2,2,19-50,61129,14.69,727,979,426,958,758,566,680
Koochiching County              ,1,1,1,0,19-50,25309,12.17,0,329,134,524,583,249,290
Koochiching County              ,2,2,1.5,0,51+,33283,10.67,0,578,356,535,617,325,363
Koochiching County              ,2,2,1,0,19-50,31833,15.3,0,603,276,535,617,333,289
Koochiching County              ,5,2,1,3,19-50,50494,24.28,0,1185,435,958,802,626,202
Koochiching County              ,4,1,1,3,19-50,59020,28.38,727,973,419,958,758,565,518
Dakota County                   ,6,2,1.5,4,19-50,92655,29.7,1149,1455,512,1576,1015,886,1128
Dakota County                   ,4,2,2,2,19-50,103667,24.92,2298,986,494,1576,919,749,1617
Dakota County                   ,3,2,1,1,19-50,50899,24.47,0,756,486,1113,862,546,479
Dakota County                   ,4,2,1.5,2,19-50,84842,27.19,1149,986,494,1576,919,749,1197
Dakota County                   ,2,2,2,0,51+,42236,10.15,0,583,371,884,735,429,518
Dakota County                   ,2,2,1.5,0,51+,42236,13.54,0,583,371,884,735,429,518
Dakota County                   ,5,2,1.5,3,19-50,88362,28.32,1149,1194,503,1576,977,810,1154
Hennepin County                 ,5,2,1.5,3,19-50,88288,28.3,1112,1239,503,1576,951,823,1153
Hennepin County                 ,2,2,1.5,0,51+,42394,13.59,0,605,371,884,717,435,521
Hennepin County                 ,1,1,1,0,51+,33965,16.33,0,330,177,862,675,348,438
Hennepin County                 ,3,1,1,2,19-50,97603,46.92,2224,774,479,1576,840,687,1554
Hennepin County                 ,2,2,1,0,51+,41318,19.86,0,605,371,884,717,435,431
Hennepin County                 ,1,1,1,0,19-50,33618,16.16,0,344,137,862,675,352,431
Hennepin County                 ,5,1,1,4,19-50,105948,50.94,2224,1237,496,1576,951,822,1523
Hennepin County                 ,5,2,2,3,19-50,106723,25.65,2224,1239,503,1576,951,823,1578
Hennepin County                 ,2,1,1,1,19-50,64446,30.98,1414,507,284,1113,717,473,862
Hennepin County                 ,4,1,1,3,19-50,102021,49.05,2224,1017,488,1576,895,758,1544
Hennepin County                 ,6,2,2,4,19-50,111498,26.8,2224,1509,512,1576,987,902,1581
Hennepin County                 ,2,2,1.5,0,19-50,41619,13.34,0,630,290,884,717,442,505
Hennepin County                 ,4,2,2,2,19-50,102815,24.72,2224,1023,494,1576,895,760,1596
Hennepin County                 ,2,2,2,0,51+,42394,10.19,0,605,371,884,717,435,521
Hennepin County                 ,4,2,1,2,19-50,64184,30.86,0,1023,494,1576,895,760,601
Hennepin County                 ,3,2,1.5,1,19-50,64137,20.56,707,784,486,1113,840,555,860
Hennepin County                 ,2,2,2,0,19-50,41619,10,0,630,290,884,717,442,505
Hennepin County                 ,5,2,1,3,19-50,67732,32.56,0,1239,503,1576,951,823,552
Hennepin County                 ,2,2,1,0,19-50,40560,19.5,0,630,290,884,717,442,417
Hennepin County                 ,6,2,1.5,4,19-50,92743,29.73,1112,1509,512,1576,987,902,1131
Hennepin County                 ,3,2,1,1,19-50,51136,24.58,0,784,486,1113,840,555,483
Hennepin County                 ,6,2,1,4,19-50,72282,34.75,0,1509,512,1576,987,902,538
Hennepin County                 ,3,2,2,1,19-50,75378,18.12,1414,784,486,1113,840,555,1090
Hennepin County                 ,4,2,1.5,2,19-50,84640,27.13,1112,1023,494,1576,895,760,1193
Kandiyohi County                ,1,1,1,0,19-50,26051,12.52,0,332,134,524,626,250,305
Kandiyohi County                ,3,2,2,1,19-50,49131,11.81,473,757,417,709,773,429,536
Kandiyohi County                ,4,1,1,3,19-50,62194,29.9,805,982,419,995,823,578,581
Kandiyohi County                ,3,1,1,2,19-50,58361,28.06,805,747,411,995,773,509,623
Kandiyohi County                ,6,2,1.5,4,19-50,65536,21.01,402,1457,443,995,905,717,542
Kandiyohi County                ,2,2,1,0,51+,33388,16.05,0,584,356,534,664,327,317
Kandiyohi County                ,5,1,1,4,19-50,65555,31.52,805,1194,428,995,872,640,529
Kandiyohi County                ,2,1,1,1,19-50,39832,19.15,473,489,269,709,664,350,365
Kandiyohi County                ,1,1,1,0,51+,26398,12.69,0,318,174,524,626,246,312
Kandiyohi County                ,3,2,1.5,1,19-50,45104,14.46,237,757,417,709,773,429,437
Kanabec County                  ,2,2,1,0,51+,39862,19.16,0,572,356,577,1053,336,428
Kanabec County                  ,2,2,2,0,51+,40892,9.83,0,572,356,577,1053,336,514
Kanabec County                  ,6,2,1,4,19-50,65604,31.54,0,1429,443,959,1509,698,429
Kanabec County                  ,2,2,2,0,19-50,40126,9.65,0,597,276,577,1053,343,498
Kanabec County                  ,3,1,1,2,19-50,73001,35.1,1287,732,411,959,1261,494,939
Kanabec County                  ,1,1,1,0,19-50,32388,15.57,0,325,134,566,982,260,432
Kanabec County                  ,3,2,1,1,19-50,49086,23.6,0,743,417,767,1261,441,461
Kanabec County                  ,5,1,1,4,19-50,81670,39.26,1287,1171,428,959,1447,623,891
Kanabec County                  ,2,2,1.5,0,19-50,40126,12.86,0,597,276,577,1053,343,498
Kanabec County                  ,5,2,1.5,3,19-50,73284,23.49,644,1173,435,959,1447,623,826
Kanabec County                  ,4,2,2,2,19-50,79493,19.11,1287,969,426,959,1354,564,1065
Kanabec County                  ,6,2,1.5,4,19-50,77859,24.95,644,1429,443,959,1509,698,806
Kanabec County                  ,2,2,1,0,19-50,39119,18.81,0,597,276,577,1053,343,414
Kanabec County                  ,4,2,1.5,2,19-50,69291,22.21,644,969,426,959,1354,564,858
Lyon County                     ,4,2,1.5,2,19-50,55328,17.73,363,987,426,989,734,578,534
Lyon County                     ,5,2,2,3,19-50,64792,15.57,725,1195,435,989,776,638,641
Lyon County                     ,5,2,1.5,3,19-50,58700,18.81,363,1195,435,989,776,638,496
Lyon County                     ,2,2,2,0,19-50,32162,7.73,0,608,276,525,599,331,341
Lyon County                     ,1,1,1,0,19-50,25029,12.03,0,332,134,520,567,249,284
Lyon County                     ,3,2,1.5,1,19-50,43036,13.79,212,757,417,698,692,425,385
Lyon County                     ,5,2,1,3,19-50,50921,24.48,0,1195,435,989,776,638,210
Lyon County                     ,3,2,1,1,19-50,38039,18.29,0,757,417,698,692,425,181
Lyon County                     ,5,1,1,4,19-50,62628,30.11,725,1194,428,989,776,638,469
Lyon County                     ,3,1,1,2,19-50,55673,26.77,725,747,411,989,692,507,568
Lyon County                     ,1,1,1,0,51+,25394,12.21,0,318,174,520,567,245,292
Lyon County                     ,2,1,1,1,19-50,37601,18.08,425,489,269,698,599,347,306
Lyon County                     ,2,2,1,0,51+,32235,15.5,0,584,356,525,599,324,298
Lyon County                     ,2,2,2,0,51+,32942,7.92,0,584,356,525,599,324,357
Lyon County                     ,6,2,2,4,19-50,68974,16.58,725,1457,443,989,804,715,615
Lyon County                     ,2,2,1.5,0,51+,32942,10.56,0,584,356,525,599,324,357
Lyon County                     ,2,2,1.5,0,19-50,32162,10.31,0,608,276,525,599,331,341
Lyon County                     ,6,2,1.5,4,19-50,63059,20.21,363,1457,443,989,804,715,484
Lyon County                     ,4,2,1,2,19-50,47538,22.85,0,987,426,989,734,578,248
Lyon County                     ,4,2,2,2,19-50,61513,14.79,725,987,426,989,734,578,687
Lyon County                     ,2,2,1,0,19-50,31469,15.13,0,608,276,525,599,331,283
Lyon County                     ,6,2,1,4,19-50,55541,26.7,0,1457,443,989,804,715,220
Lyon County                     ,3,2,2,1,19-50,46675,11.22,425,757,417,698,692,425,476
Lyon County                     ,4,1,1,3,19-50,59378,28.55,725,982,419,989,734,576,523
McLeod County                   ,4,2,1,2,19-50,51855,24.93,0,968,426,987,1008,571,361
McLeod County                   ,3,2,1.5,1,19-50,47920,15.36,256,742,417,704,943,423,508
McLeod County                   ,3,2,2,1,19-50,52299,12.57,512,742,417,704,943,423,617
Cook County                     ,6,2,2,4,19-50,76227,18.32,1129,1436,443,985,886,708,765
Cook County                     ,5,1,1,4,19-50,69868,33.59,1129,1177,428,985,855,632,616
Cook County                     ,5,2,1.5,3,19-50,63078,20.22,565,1179,435,985,855,632,605
Cook County                     ,6,2,1.5,4,19-50,67186,21.53,565,1436,443,985,886,708,576
Cook County                     ,3,2,2,1,19-50,54223,13.03,710,746,417,787,759,448,652
Cook County                     ,4,1,1,3,19-50,66587,32.01,1129,968,419,985,807,571,670
Cook County                     ,2,2,1.5,0,51+,36630,11.74,0,575,356,683,652,368,418
Cook County                     ,2,2,1,0,51+,35763,17.19,0,575,356,683,652,368,346
Cook County                     ,3,2,1.5,1,19-50,48261,15.47,355,746,417,787,759,448,510
Cook County                     ,4,2,1.5,2,19-50,59808,19.17,565,974,426,985,807,572,655
Cook County                     ,2,2,1.5,0,19-50,35870,11.5,0,600,276,683,652,375,403
Cook County                     ,4,2,2,2,19-50,68765,16.53,1129,974,426,985,807,572,837
Cook County                     ,4,2,1,2,19-50,48413,23.28,0,974,426,985,807,572,270
Cook County                     ,5,2,2,3,19-50,72093,17.33,1129,1179,435,985,855,632,793
Grant County                    ,6,2,1,4,19-50,61503,29.57,0,1467,443,1016,1134,726,339
Grant County                    ,2,2,2,0,51+,37920,9.12,0,588,356,605,811,349,451
Grant County                    ,6,2,2,4,19-50,74420,17.89,686,1467,443,1016,1134,726,730
Grant County                    ,4,2,1,2,19-50,53375,25.66,0,994,426,1016,1024,588,400
Grant County                    ,3,1,1,2,19-50,59979,28.84,686,752,411,1016,958,517,658
Grant County                    ,6,2,1.5,4,19-50,68950,22.1,343,1467,443,1016,1134,726,617
Grant County                    ,2,2,1.5,0,19-50,37145,11.91,0,612,276,605,811,356,435
Grant County                    ,2,1,1,1,19-50,41326,19.87,420,493,269,698,811,348,405
Grant County                    ,5,1,1,4,19-50,67747,32.57,686,1202,428,1016,1090,648,576
Grant County                    ,2,2,2,0,19-50,37145,8.93,0,612,276,605,811,356,435
Grant County                    ,4,2,2,2,19-50,66250,15.93,686,994,426,1016,1024,588,787
Grant County                    ,3,2,2,1,19-50,51302,12.33,420,762,417,698,958,427,593
Grant County                    ,4,1,1,3,19-50,64099,30.82,686,989,419,1016,1024,586,622
Grant County                    ,5,2,1.5,3,19-50,64519,20.68,343,1204,435,1016,1090,649,640
Grant County                    ,1,1,1,0,51+,29777,14.32,0,321,174,584,761,264,377
Grant County                    ,2,2,1,0,51+,37006,17.79,0,588,356,605,811,349,375
Grant County                    ,2,2,1.5,0,51+,37920,12.15,0,588,356,605,811,349,451
Grant County                    ,5,2,1,3,19-50,57118,27.46,0,1204,435,1016,1090,649,366
Grant County                    ,4,2,1.5,2,19-50,60832,19.5,343,994,426,1016,1024,588,678
Grant County                    ,1,1,1,0,19-50,29405,14.14,0,334,134,584,761,268,369
Grant County                    ,3,2,1.5,1,19-50,47714,15.29,210,762,417,698,958,427,504
Grant County                    ,3,2,1,1,19-50,42970,20.66,0,762,417,698,958,427,319
Grant County                    ,5,2,2,3,19-50,69964,16.82,686,1204,435,1016,1090,649,750
Grant County                    ,2,2,1,0,19-50,36264,17.43,0,612,276,605,811,356,362
Lake County                     ,2,2,1.5,0,51+,36381,11.66,0,582,356,560,776,334,424
Lake County                     ,3,1,1,2,19-50,59826,28.76,836,744,411,931,914,490,660
Lake County                     ,6,2,2,4,19-50,73895,17.76,836,1452,443,931,1079,697,720
Lake County                     ,2,2,1.5,0,19-50,35606,11.41,0,606,276,560,776,341,408
Lake County                     ,1,1,1,0,19-50,28139,13.53,0,331,134,548,729,257,346
Lake County                     ,2,2,2,0,19-50,35606,8.56,0,606,276,560,776,341,408
Lake County                     ,1,1,1,0,51+,28486,13.7,0,317,174,548,729,253,353
Lake County                     ,3,2,1,1,19-50,43007,20.68,0,755,417,744,914,438,316
Lake County                     ,2,2,1,0,51+,35538,17.09,0,582,356,560,776,334,354
Lake County                     ,5,2,2,3,19-50,69535,16.72,836,1192,435,931,1038,620,743
Lake County                     ,5,2,1.5,3,19-50,62869,20.15,418,1192,435,931,1038,620,605
Lake County                     ,3,2,2,1,19-50,52578,12.64,493,755,417,744,914,438,620
Lake County                     ,6,2,1,4,19-50,58685,28.21,0,1452,443,931,1079,697,288
Lake County                     ,4,2,2,2,19-50,65934,15.85,836,984,426,931,976,560,782
Lake County                     ,5,2,1,3,19-50,54184,26.05,0,1192,435,931,1038,620,299
Lake County                     ,2,2,2,0,51+,36381,8.75,0,582,356,560,776,334,424
Lake County                     ,2,1,1,1,19-50,42805,20.58,493,488,269,744,776,360,437
Lake County                     ,6,2,1.5,4,19-50,67203,21.54,418,1452,443,931,1079,697,580
Lake County                     ,2,2,1,0,19-50,34796,16.73,0,606,276,560,776,341,341
Lake County                     ,4,1,1,3,19-50,63834,30.69,836,979,419,931,976,558,621
Lake County                     ,4,2,1,2,19-50,50480,24.27,0,984,426,931,976,560,330
Lake County                     ,5,1,1,4,19-50,67386,32.4,836,1190,428,931,1038,620,572
Lake County                     ,3,2,1.5,1,19-50,48387,15.51,247,755,417,744,914,438,517
Lake County                     ,4,2,1.5,2,19-50,59323,19.01,418,984,426,931,976,560,649
Meeker County                   ,4,2,1.5,2,19-50,60848,19.5,382,973,426,951,1096,562,681
Meeker County                   ,2,2,2,0,19-50,37641,9.05,0,599,276,601,864,351,446
Meeker County                   ,5,2,1,3,19-50,56503,27.16,0,1177,435,951,1168,622,356
Meeker County                   ,4,2,2,2,19-50,66870,16.07,763,973,426,951,1096,562,801
Meeker County                   ,5,1,1,4,19-50,68415,32.89,763,1176,428,951,1168,622,593
Meeker County                   ,3,2,1,1,19-50,45019,21.64,0,746,417,761,1024,440,364
Meeker County                   ,2,2,1,0,51+,37480,18.02,0,575,356,601,864,344,383
Meeker County                   ,3,1,1,2,19-50,60628,29.15,763,735,411,951,1024,493,675
Meeker County                   ,3,2,1.5,1,19-50,49945,16.01,218,746,417,761,1024,440,556
Meeker County                   ,3,2,2,1,19-50,53619,12.89,437,746,417,761,1024,440,643
Meeker County                   ,2,1,1,1,19-50,43583,20.95,437,482,269,761,864,363,456
Meeker County                   ,5,2,1.5,3,19-50,64519,20.68,382,1177,435,951,1168,622,642
Meeker County                   ,4,1,1,3,19-50,64751,31.13,763,967,419,951,1096,561,639
Meeker County                   ,2,2,2,0,51+,38416,9.23,0,575,356,601,864,344,461
Meeker County                   ,2,2,1,0,19-50,36739,17.66,0,599,276,601,864,351,371
Meeker County                   ,1,1,1,0,51+,30439,14.63,0,314,174,585,810,263,391
Meeker County                   ,6,2,1.5,4,19-50,68901,22.08,382,1435,443,951,1216,697,618
Meeker County                   ,1,1,1,0,19-50,30076,14.46,0,327,134,585,810,267,383
Meeker County                   ,2,2,1.5,0,19-50,37641,12.06,0,599,276,601,864,351,446
Meeker County                   ,5,2,2,3,19-50,70567,16.96,763,1177,435,951,1168,622,765
Martin County                   ,1,1,1,0,51+,26254,12.62,0,319,174,515,626,244,310
Martin County                   ,2,2,1.5,0,19-50,33204,10.64,0,609,276,525,664,331,362
Martin County                   ,5,2,2,3,19-50,64404,15.48,678,1197,435,928,872,621,636
Martin County                   ,3,2,1.5,1,19-50,44252,14.18,199,758,417,698,773,426,417
Martin County                   ,3,1,1,2,19-50,55061,26.47,678,747,411,928,773,490,561
Martin County                   ,2,2,2,0,19-50,33204,7.98,0,609,276,525,664,331,362
Martin County                   ,5,2,1,3,19-50,51380,24.7,0,1197,435,928,872,621,229
Martin County                   ,6,2,1,4,19-50,56007,26.93,0,1458,443,928,905,697,236
Martin County                   ,5,2,1.5,3,19-50,58707,18.82,339,1197,435,928,872,621,500
Martin County                   ,4,2,1.5,2,19-50,55168,17.68,339,988,426,928,823,560,533
Martin County                   ,1,1,1,0,19-50,25876,12.44,0,332,134,515,626,247,302
Martin County                   ,4,2,1,2,19-50,47810,22.99,0,988,426,928,823,560,259
Martin County                   ,2,2,1.5,0,51+,33957,10.88,0,584,356,525,664,324,377
Martin County                   ,5,1,1,4,19-50,62255,29.93,678,1195,428,928,872,620,467
Nicollet County                 ,2,2,2,0,19-50,35861,8.62,0,602,276,714,611,385,400
Nicollet County                 ,5,1,1,4,19-50,68586,32.97,835,1182,428,1202,794,697,577
Nicollet County                 ,4,1,1,3,19-50,65353,31.42,835,972,419,1202,750,636,632
Nicollet County                 ,2,2,1.5,0,51+,36636,11.74,0,578,356,714,611,378,416
Nicollet County                 ,2,2,1.5,0,19-50,35861,11.49,0,602,276,714,611,385,400
Nicollet County                 ,2,2,1,0,51+,35765,17.19,0,578,356,714,611,378,343
Nicollet County                 ,4,2,1.5,2,19-50,61010,19.55,417,978,426,1202,750,637,674
Nicollet County                 ,2,1,1,1,19-50,42406,20.39,482,484,269,874,611,397,417
Nicollet County                 ,5,2,2,3,19-50,70882,17.04,835,1183,435,1202,794,697,761
Nicollet County                 ,5,2,1,3,19-50,55467,26.67,0,1183,435,1202,794,697,311
Nicollet County                 ,5,2,1.5,3,19-50,64246,20.59,417,1183,435,1202,794,697,626
Nicollet County                 ,1,1,1,0,51+,29024,13.95,0,315,174,703,578,298,351
Nicollet County                 ,1,1,1,0,19-50,28612,13.76,0,328,134,703,578,301,340
Nicollet County                 ,6,2,2,4,19-50,75000,18.03,835,1442,443,1202,822,773,733
Nicollet County                 ,3,2,1,1,19-50,42015,20.2,0,749,417,874,707,475,279
Nicollet County                 ,2,2,2,0,51+,36636,8.81,0,578,356,714,611,378,416
Nicollet County                 ,4,2,1,2,19-50,52165,25.08,0,978,426,1202,750,637,354
Nicollet County                 ,3,1,1,2,19-50,61661,29.64,835,739,411,1202,707,567,677
Nicollet County                 ,4,2,2,2,19-50,67657,16.26,835,978,426,1202,750,637,810
Nicollet County                 ,6,2,1.5,4,19-50,68338,21.9,417,1442,443,1202,822,773,596
Nicollet County                 ,2,2,1,0,19-50,35024,16.84,0,602,276,714,611,385,331
Nicollet County                 ,6,2,1,4,19-50,59626,28.67,0,1442,443,1202,822,773,287
Nicollet County                 ,3,2,2,1,19-50,51467,12.37,482,749,417,874,707,475,585
Nicollet County                 ,3,2,1.5,1,19-50,47338,15.17,241,749,417,874,707,475,482
Nobles County                   ,3,2,1.5,1,19-50,44214,14.17,215,755,417,698,759,425,416
Nobles County                   ,3,2,2,1,19-50,47874,11.51,430,755,417,698,759,425,505
Nobles County                   ,5,2,1,3,19-50,49793,23.94,0,1192,435,873,855,604,190
Meeker County                   ,4,2,1,2,19-50,52750,25.36,0,973,426,951,1096,562,388
Meeker County                   ,6,2,1,4,19-50,60892,29.27,0,1435,443,951,1216,697,332
Meeker County                   ,6,2,2,4,19-50,74975,18.02,763,1435,443,951,1216,697,743
Meeker County                   ,2,2,1.5,0,51+,38416,12.31,0,575,356,601,864,344,461
Polk County                     ,2,2,1.5,0,51+,36315,11.64,0,586,356,670,634,367,413
Polk County                     ,5,2,2,3,19-50,71457,17.18,784,1200,435,1225,829,709,773
Polk County                     ,3,1,1,2,19-50,62012,29.81,784,750,411,1225,737,577,684
Polk County                     ,5,1,1,4,19-50,69128,33.23,784,1199,428,1225,829,708,588
Polk County                     ,1,1,1,0,19-50,28149,13.53,0,333,134,655,599,289,336
Polk County                     ,5,2,1.5,3,19-50,65235,20.91,392,1200,435,1225,829,709,646
Polk County                     ,4,2,1.5,2,19-50,61887,19.84,392,991,426,1225,783,648,692
Polk County                     ,2,2,2,0,51+,36315,8.73,0,586,356,670,634,367,413
Polk County                     ,3,2,1,1,19-50,42810,20.58,0,760,417,875,737,478,300
Polk County                     ,6,2,1.5,4,19-50,69408,22.25,392,1462,443,1225,859,785,618
Polk County                     ,4,1,1,3,19-50,65800,31.63,784,986,419,1225,783,646,640
Polk County                     ,3,2,2,1,19-50,51561,12.39,442,760,417,875,737,478,588
Polk County                     ,2,1,1,1,19-50,42294,20.33,442,491,269,875,634,399,414
Polk County                     ,4,2,1,2,19-50,53550,25.75,0,991,426,1225,783,648,390
Polk County                     ,4,2,2,2,19-50,68120,16.38,784,991,426,1225,783,648,820
Polk County                     ,6,2,1,4,19-50,61048,29.35,0,1462,443,1225,859,785,313
Polk County                     ,2,2,2,0,19-50,35555,8.55,0,611,276,670,634,374,398
Polk County                     ,2,2,1,0,19-50,34736,16.7,0,611,276,670,634,374,330
Polk County                     ,1,1,1,0,51+,28512,13.71,0,320,174,655,599,285,343
Polk County                     ,2,2,1,0,51+,35463,17.05,0,586,356,670,634,367,342
Polk County                     ,6,2,2,4,19-50,75656,18.19,784,1462,443,1225,859,785,747
Polk County                     ,3,2,1.5,1,19-50,47769,15.31,221,760,417,875,737,478,493
Polk County                     ,5,2,1,3,19-50,56920,27.37,0,1200,435,1225,829,709,345
Polk County                     ,2,2,1.5,0,19-50,35555,11.4,0,611,276,670,634,374,398
Scott County                    ,4,2,1,2,19-50,64579,31.05,0,980,494,1576,976,747,609
Scott County                    ,3,2,1,1,19-50,51658,24.84,0,751,486,1113,914,545,496
Scott County                    ,2,2,2,0,19-50,42015,10.1,0,603,290,884,776,435,513
Scott County                    ,2,2,2,0,51+,42790,10.29,0,579,371,884,776,427,529
Scott County                    ,6,2,1.5,4,19-50,89407,28.66,909,1445,512,1576,1079,883,1047
Scott County                    ,5,1,1,4,19-50,99144,47.67,1819,1184,496,1576,1038,807,1342
Scott County                    ,1,1,1,0,51+,34533,16.6,0,316,177,862,729,344,450
Scott County                    ,2,1,1,1,19-50,58554,28.15,1015,485,284,1113,776,467,739
Scott County                    ,6,2,1,4,19-50,72424,34.82,0,1445,512,1576,1079,883,540
Scott County                    ,2,2,1.5,0,19-50,42015,13.47,0,603,290,884,776,435,513
Scott County                    ,4,2,2,2,19-50,96382,23.17,1819,980,494,1576,976,747,1440
Scott County                    ,3,2,1.5,1,19-50,61422,19.69,507,751,486,1113,914,545,802
Scott County                    ,5,2,1,3,19-50,68016,32.7,0,1186,503,1576,1038,807,558
Houston County                  ,4,2,1,2,19-50,54284,26.1,0,981,426,1191,879,635,412
Houston County                  ,3,2,2,1,19-50,52589,12.64,475,753,417,834,825,464,614
Houston County                  ,3,1,1,2,19-50,62422,30.01,773,742,411,1191,825,565,695
Houston County                  ,2,2,1,0,51+,35643,17.14,0,580,356,627,705,353,349
Houston County                  ,6,2,2,4,19-50,76311,18.34,773,1448,443,1191,969,771,764
Houston County                  ,5,2,2,3,19-50,72048,17.32,773,1188,435,1191,933,695,789
Houston County                  ,2,2,1.5,0,19-50,35723,11.45,0,604,276,627,705,360,405
Houston County                  ,1,1,1,0,19-50,28352,13.63,0,330,134,615,664,276,344
Houston County                  ,4,1,1,3,19-50,66289,31.87,773,976,419,1191,879,633,653
Houston County                  ,2,2,2,0,51+,36498,8.77,0,580,356,627,705,353,421
Houston County                  ,5,2,1.5,3,19-50,65886,21.12,387,1188,435,1191,933,695,661
Houston County                  ,5,1,1,4,19-50,69714,33.52,773,1187,428,1191,933,695,602
Houston County                  ,2,1,1,1,19-50,43114,20.73,475,486,269,834,705,386,438
Houston County                  ,2,2,1,0,19-50,34901,16.78,0,604,276,627,705,360,336
Kittson County                  ,2,2,1.5,0,19-50,34549,11.07,0,611,276,525,746,332,389
Kittson County                  ,6,2,1,4,19-50,58538,28.14,0,1464,443,949,1033,705,284
Kittson County                  ,3,2,1,1,19-50,41469,19.94,0,761,417,698,877,426,277
Kittson County                  ,5,2,2,3,19-50,66694,16.03,666,1201,435,949,994,629,684
Kittson County                  ,3,2,2,1,19-50,49451,11.89,396,761,417,698,877,426,546
Kittson County                  ,3,1,1,2,19-50,56991,27.4,666,750,411,949,877,497,599
Kittson County                  ,5,2,1,3,19-50,54027,25.97,0,1201,435,949,994,629,294
Kittson County                  ,2,2,1,0,51+,34517,16.59,0,586,356,525,746,325,338
Kittson County                  ,1,1,1,0,19-50,27107,13.03,0,333,134,515,702,248,327
Kittson County                  ,2,2,2,0,19-50,34549,8.31,0,611,276,525,746,332,389
Kittson County                  ,6,2,2,4,19-50,71054,17.08,666,1464,443,949,1033,705,661
Kittson County                  ,4,2,2,2,19-50,63094,15.17,666,992,426,949,935,567,723
Kittson County                  ,2,2,2,0,51+,35320,8.49,0,586,356,525,746,325,405
Kittson County                  ,2,1,1,1,19-50,39761,19.12,396,492,269,698,746,348,364
Kittson County                  ,3,2,1.5,1,19-50,46070,14.77,198,761,417,698,877,426,462
Kittson County                  ,2,2,1.5,0,51+,35320,11.32,0,586,356,525,746,325,405
