countyName,countyFIPS,familySize,numberAdults,numberWorkers,numberChildren,adultAge,year,hourlyWage
Clay,27,6,2,1.5,4,19-50,2016,21.87
Clay,27,5,1,1,4,19-50,2016,32.93
Clay,27,5,2,1.5,3,19-50,2016,20.48
Clay,27,2,2,1.5,0,19-50,2016,10.82
Clay,27,5,2,1,3,19-50,2016,26.57
Clay,27,6,2,2,4,19-50,2016,18.04
Clay,27,4,2,1,2,19-50,2016,24.92
Clay,27,4,2,1.5,2,19-50,2016,19.39
Clay,27,3,2,1.5,1,19-50,2016,15.02
Clay,27,3,2,2,1,19-50,2016,12.42
Clay,27,2,1,1,1,19-50,2016,20.09
Clay,27,4,1,1,3,19-50,2016,31.29
Douglas,41,4,1,1,3,19-50,2016,27.88
Douglas,41,2,2,1,0,51+,2016,15.56
Douglas,41,3,2,1,1,19-50,2016,19.13
Douglas,41,3,2,1.5,1,19-50,2016,14.31
Douglas,41,6,2,1.5,4,19-50,2016,20.13
Douglas,41,4,2,1,2,19-50,2016,22.97
Douglas,41,1,1,1,0,51+,2016,12.33
Douglas,41,6,2,1,4,19-50,2016,26.99
Douglas,41,5,2,1,3,19-50,2016,24.71
Douglas,41,5,2,1.5,3,19-50,2016,18.72
Douglas,41,3,2,2,1,19-50,2016,11.58
Douglas,41,6,2,2,4,19-50,2016,16.32
Douglas,41,2,1,1,1,19-50,2016,18.35
Douglas,41,5,1,1,4,19-50,2016,29.56
Douglas,41,4,2,2,2,19-50,2016,14.41
Douglas,41,2,2,2,0,19-50,2016,7.88
Douglas,41,5,2,2,3,19-50,2016,15.25
Douglas,41,2,2,1,0,19-50,2016,15.39
Douglas,41,2,2,1.5,0,51+,2016,10.62
Douglas,41,3,1,1,2,19-50,2016,26.01
Douglas,41,1,1,1,0,19-50,2016,12.24
Douglas,41,2,2,1.5,0,19-50,2016,10.51
Douglas,41,2,2,2,0,51+,2016,7.97
Douglas,41,4,2,1.5,2,19-50,2016,17.57
Faribault,43,4,2,1,2,19-50,2016,23.72
Faribault,43,1,1,1,0,19-50,2016,12.32
Faribault,43,2,2,1.5,0,51+,2016,10.74
Faribault,43,5,1,1,4,19-50,2016,30.07
Faribault,43,3,2,1,1,19-50,2016,19.4
Faribault,43,2,2,2,0,19-50,2016,7.98
Faribault,43,3,1,1,2,19-50,2016,26.24
Faribault,43,4,2,1.5,2,19-50,2016,17.96
Faribault,43,3,2,2,1,19-50,2016,11.59
Faribault,43,2,2,1,0,19-50,2016,15.58
Faribault,43,1,1,1,0,51+,2016,12.4
Faribault,43,2,1,1,1,19-50,2016,18.2
Faribault,43,5,2,2,3,19-50,2016,15.5
Faribault,43,4,1,1,3,19-50,2016,28.26
Faribault,43,2,2,1,0,51+,2016,15.75
Faribault,43,2,2,2,0,51+,2016,8.05
Faribault,43,5,2,1,3,19-50,2016,25.59
Faribault,43,5,2,1.5,3,19-50,2016,19.16
Faribault,43,2,2,1.5,0,19-50,2016,10.63
Faribault,43,6,2,1.5,4,19-50,2016,20.66
Koochiching,71,3,2,1,1,19-50,2016,18.35
Koochiching,71,4,2,1.5,2,19-50,2016,17.43
Koochiching,71,2,2,1.5,0,51+,2016,10.26
Koochiching,71,1,1,1,0,51+,2016,11.84
Koochiching,71,5,2,2,3,19-50,2016,15.23
Koochiching,71,4,2,1,2,19-50,2016,22.53
Koochiching,71,2,2,1,0,51+,2016,15.03
Koochiching,71,6,2,1,4,19-50,2016,26.53
Koochiching,71,2,2,2,0,51+,2016,7.7
Koochiching,71,3,1,1,2,19-50,2016,26.03
Koochiching,71,3,2,2,1,19-50,2016,11.33
Koochiching,71,4,2,2,2,19-50,2016,14.41
Koochiching,71,5,1,1,4,19-50,2016,29.53
Koochiching,71,2,2,1.5,0,19-50,2016,10.15
Lac qui Parle,73,2,2,1.5,0,19-50,2016,10.37
Lac qui Parle,73,2,2,1,0,19-50,2016,15.19
Lac qui Parle,73,5,1,1,4,19-50,2016,28.57
Lac qui Parle,73,4,1,1,3,19-50,2016,26.82
Lac qui Parle,73,6,2,1,4,19-50,2016,26.55
Lac qui Parle,73,3,2,1.5,1,19-50,2016,14.01
Lac qui Parle,73,3,2,1,1,19-50,2016,18.83
Lac qui Parle,73,2,2,1.5,0,51+,2016,10.48
Lac qui Parle,73,3,2,2,1,19-50,2016,11.28
Lac qui Parle,73,2,2,1,0,51+,2016,15.36
Lac qui Parle,73,4,2,1,2,19-50,2016,22.27
Lac qui Parle,73,5,2,2,3,19-50,2016,14.74
Lac qui Parle,73,4,2,1.5,2,19-50,2016,16.92
Lac qui Parle,73,2,2,2,0,19-50,2016,7.78
Lac qui Parle,73,4,2,2,2,19-50,2016,13.87
Lac qui Parle,73,1,1,1,0,19-50,2016,11.95
Lac qui Parle,73,2,2,2,0,51+,2016,7.86
Lac qui Parle,73,3,1,1,2,19-50,2016,24.83
Lac qui Parle,73,1,1,1,0,51+,2016,12.03
Lac qui Parle,73,6,2,2,4,19-50,2016,15.86
Lac qui Parle,73,2,1,1,1,19-50,2016,17.62
Lac qui Parle,73,5,2,1.5,3,19-50,2016,18.15
Lac qui Parle,73,5,2,1,3,19-50,2016,24.1
Lac qui Parle,73,6,2,1.5,4,19-50,2016,19.68
Mille Lacs,95,6,2,1.5,4,19-50,2016,23.98
Mille Lacs,95,5,2,1.5,3,19-50,2016,22.51
Mille Lacs,95,5,2,1,3,19-50,2016,29.4
Lake,75,2,2,1.5,0,19-50,2016,11.63
Lake,75,2,2,2,0,51+,2016,8.82
Lake,75,2,2,1,0,51+,2016,17.19
Lake,75,1,1,1,0,19-50,2016,13.81
Lake,75,3,2,1,1,19-50,2016,21.61
Lake,75,2,2,2,0,19-50,2016,8.72
Lake,75,5,1,1,4,19-50,2016,33.72
Lake,75,3,2,1.5,1,19-50,2016,16.35
Lake,75,4,1,1,3,19-50,2016,31.94
Lake,75,2,1,1,1,19-50,2016,21.74
Lake,75,1,1,1,0,51+,2016,13.91
Lake,75,3,1,1,2,19-50,2016,29.97
Lake,75,2,2,1,0,19-50,2016,17.01
Lake,75,2,2,1.5,0,51+,2016,11.76
Lake,75,6,2,1,4,19-50,2016,29.39
Lake,75,5,2,2,3,19-50,2016,17.37
Lake,75,4,2,1,2,19-50,2016,25.5
Lake,75,5,2,1,3,19-50,2016,27.27
Lake,75,6,2,1.5,4,19-50,2016,22.39
Lake,75,4,2,2,2,19-50,2016,16.48
Lake,75,5,2,1.5,3,19-50,2016,20.94
Meeker,93,5,2,1,3,19-50,2016,26.71
Meeker,93,5,2,1.5,3,19-50,2016,20.24
Meeker,93,6,2,1.5,4,19-50,2016,21.68
Meeker,93,3,1,1,2,19-50,2016,28.4
Meeker,93,2,2,2,0,51+,2016,8.9
Meeker,93,1,1,1,0,51+,2016,14.04
Meeker,93,2,2,1,0,51+,2016,17.36
Meeker,93,6,2,2,4,19-50,2016,17.68
Meeker,93,3,2,1,1,19-50,2016,21.2
Meeker,93,5,1,1,4,19-50,2016,32.2
Meeker,93,2,2,1,0,19-50,2016,17.18
Meeker,93,5,2,2,3,19-50,2016,16.59
Meeker,93,4,2,1,2,19-50,2016,24.88
Meeker,93,2,2,1.5,0,19-50,2016,11.75
Meeker,93,4,2,1.5,2,19-50,2016,19.04
Meeker,93,2,2,1.5,0,51+,2016,11.87
Meeker,93,4,1,1,3,19-50,2016,30.41
Meeker,93,3,2,2,1,19-50,2016,12.8
Meeker,93,4,2,2,2,19-50,2016,15.68
Meeker,93,3,2,1.5,1,19-50,2016,15.82
Meeker,93,2,1,1,1,19-50,2016,20.59
Meeker,93,2,2,2,0,19-50,2016,8.81
Meeker,93,6,2,1,4,19-50,2016,28.87
Meeker,93,1,1,1,0,19-50,2016,13.96
Polk,119,2,1,1,1,19-50,2016,19.34
Polk,119,3,2,2,1,19-50,2016,12.05
Polk,119,1,1,1,0,19-50,2016,12.82
Polk,119,1,1,1,0,51+,2016,12.9
Polk,119,4,1,1,3,19-50,2016,29.47
Polk,119,3,2,1.5,1,19-50,2016,14.93
Polk,119,2,2,2,0,51+,2016,8.28
Polk,119,4,2,1.5,2,19-50,2016,18.73
Polk,119,3,1,1,2,19-50,2016,27.6
Polk,119,2,2,1.5,0,51+,2016,11.03
Polk,119,5,2,2,3,19-50,2016,16.07
Polk,119,2,2,1,0,19-50,2016,15.97
Polk,119,6,2,1,4,19-50,2016,28.51
Polk,119,2,2,2,0,19-50,2016,8.18
Polk,119,3,2,1,1,19-50,2016,20.08
Polk,119,5,2,1,3,19-50,2016,26.39
Polk,119,5,2,1.5,3,19-50,2016,19.81
Polk,119,6,2,1.5,4,19-50,2016,21.21
Polk,119,5,1,1,4,19-50,2016,31.12
Polk,119,2,2,1.5,0,19-50,2016,10.91
Polk,119,6,2,2,4,19-50,2016,17.14
Polk,119,2,2,1,0,51+,2016,16.14
Polk,119,4,2,1,2,19-50,2016,24.72
Polk,119,4,2,2,2,19-50,2016,15.25
Scott,139,5,2,1,3,19-50,2016,31.13
Scott,139,2,2,1,0,51+,2016,19.17
Scott,139,5,2,1.5,3,19-50,2016,24.99
Scott,139,6,2,1.5,4,19-50,2016,26.44
Scott,139,6,2,2,4,19-50,2016,22.58
Scott,139,3,2,1.5,1,19-50,2016,18.52
Scott,139,2,2,2,0,51+,2016,9.85
Scott,139,4,2,1,2,19-50,2016,29.45
Scott,139,4,2,2,2,19-50,2016,20.61
Scott,139,3,2,1,1,19-50,2016,23.5
Scott,139,2,2,1.5,0,51+,2016,13.13
Scott,139,2,2,1.5,0,19-50,2016,13.01
Scott,139,3,1,1,2,19-50,2016,38.32
Kandiyohi,67,5,2,2,3,19-50,2016,15.36
Kandiyohi,67,2,2,1.5,0,19-50,2016,10.4
Kandiyohi,67,3,1,1,2,19-50,2016,26.2
Kandiyohi,67,2,1,1,1,19-50,2016,18.39
Kandiyohi,67,2,2,1,0,19-50,2016,15.24
Kandiyohi,67,2,2,1,0,51+,2016,15.41
Kandiyohi,67,2,2,2,0,51+,2016,7.89
Kandiyohi,67,4,1,1,3,19-50,2016,28.1
Kandiyohi,67,3,2,1.5,1,19-50,2016,14.25
Kandiyohi,67,5,1,1,4,19-50,2016,29.78
Kandiyohi,67,1,1,1,0,51+,2016,12.17
Kandiyohi,67,3,2,2,1,19-50,2016,11.59
Kandiyohi,67,4,2,1.5,2,19-50,2016,17.59
Kandiyohi,67,2,2,1.5,0,51+,2016,10.52
Lake of the Woods,77,5,2,2,3,19-50,2016,14.96
Lake of the Woods,77,4,2,1.5,2,19-50,2016,17.18
Lake of the Woods,77,3,1,1,2,19-50,2016,25.45
Lake of the Woods,77,1,1,1,0,19-50,2016,12.04
Lake of the Woods,77,1,1,1,0,51+,2016,12.13
Lake of the Woods,77,3,2,2,1,19-50,2016,11.38
Lake of the Woods,77,2,2,2,0,19-50,2016,7.76
Lake of the Woods,77,4,1,1,3,19-50,2016,27.33
Lake of the Woods,77,2,2,2,0,51+,2016,7.85
Lake of the Woods,77,2,2,1.5,0,51+,2016,10.47
Lake of the Woods,77,3,2,1,1,19-50,2016,18.79
Lake of the Woods,77,2,1,1,1,19-50,2016,17.92
Lake of the Woods,77,2,2,1,0,51+,2016,15.34
Lake of the Woods,77,2,2,1.5,0,19-50,2016,10.34
Lake of the Woods,77,5,1,1,4,19-50,2016,29.01
Lake of the Woods,77,6,2,2,4,19-50,2016,16.02
Lake of the Woods,77,4,2,1,2,19-50,2016,22.44
Lake of the Woods,77,6,2,1,4,19-50,2016,26.5
Lake of the Woods,77,6,2,1.5,4,19-50,2016,19.77
Lake of the Woods,77,3,2,1.5,1,19-50,2016,14.07
Lake of the Woods,77,4,2,2,2,19-50,2016,14.12
Lake of the Woods,77,5,2,1.5,3,19-50,2016,18.34
Lake of the Woods,77,5,2,1,3,19-50,2016,24.2
Lake of the Woods,77,2,2,1,0,19-50,2016,15.16
Marshall,89,2,2,1,0,19-50,2016,16.23
Marshall,89,2,2,1.5,0,19-50,2016,11.08
Marshall,89,6,2,1,4,19-50,2016,28.87
Marshall,89,2,2,1,0,51+,2016,16.4
Marshall,89,5,2,1,3,19-50,2016,26.64
Marshall,89,2,2,1.5,0,51+,2016,11.19
Marshall,89,4,2,2,2,19-50,2016,15.21
Marshall,89,3,2,1.5,1,19-50,2016,14.95
Marshall,89,3,2,1,1,19-50,2016,20.22
Marshall,89,6,2,1.5,4,19-50,2016,21.39
Marshall,89,1,1,1,0,51+,2016,13.18
Marshall,89,6,2,2,4,19-50,2016,17.24
Marshall,89,5,2,1.5,3,19-50,2016,19.9
Marshall,89,5,1,1,4,19-50,2016,31.27
Marshall,89,4,2,1,2,19-50,2016,24.79
Marshall,89,3,1,1,2,19-50,2016,27.4
Marshall,89,2,2,2,0,51+,2016,8.4
Marshall,89,4,1,1,3,19-50,2016,29.45
Marshall,89,1,1,1,0,19-50,2016,13.08
Marshall,89,5,2,2,3,19-50,2016,16.11
Marshall,89,2,2,2,0,19-50,2016,8.31
Marshall,89,2,1,1,1,19-50,2016,18.96
Marshall,89,3,2,2,1,19-50,2016,12.04
Marshall,89,4,2,1.5,2,19-50,2016,18.71
Pope,121,4,2,1.5,2,19-50,2016,18.34
Pope,121,1,1,1,0,51+,2016,12.72
Pope,121,2,2,2,0,19-50,2016,8.1
Pope,121,2,2,1,0,19-50,2016,15.82
Pope,121,3,2,2,1,19-50,2016,11.89
Pope,121,6,2,1.5,4,19-50,2016,20.9
Pope,121,2,2,1.5,0,51+,2016,10.92
Pope,121,4,1,1,3,19-50,2016,28.97
Pope,121,2,2,1,0,51+,2016,15.99
Pope,121,5,2,1,3,19-50,2016,25.86
Pope,121,2,2,1.5,0,19-50,2016,10.8
Pope,121,5,1,1,4,19-50,2016,30.69
Pope,121,6,2,2,4,19-50,2016,16.92
Pope,121,5,2,1.5,3,19-50,2016,19.48
Pope,121,3,2,1,1,19-50,2016,19.81
Pope,121,3,2,1.5,1,19-50,2016,14.73
Pope,121,1,1,1,0,19-50,2016,12.64
Pope,121,2,1,1,1,19-50,2016,18.88
Pope,121,2,2,2,0,51+,2016,8.19
Pope,121,5,2,2,3,19-50,2016,15.83
Faribault,43,4,2,2,2,19-50,2016,14.6
Faribault,43,6,2,1,4,19-50,2016,27.91
Faribault,43,6,2,2,4,19-50,2016,16.64
Faribault,43,3,2,1.5,1,19-50,2016,14.4
Pennington,113,6,2,1.5,4,19-50,2016,19.15
Pennington,113,6,2,2,4,19-50,2016,15.6
Pennington,113,3,2,1,1,19-50,2016,17.97
Pennington,113,4,2,2,2,19-50,2016,13.73
Pennington,113,5,1,1,4,19-50,2016,28.19
Pennington,113,5,2,2,3,19-50,2016,14.55
Pennington,113,6,2,1,4,19-50,2016,25.46
Pennington,113,2,2,1,0,51+,2016,14.77
Pennington,113,2,2,1.5,0,19-50,2016,9.98
Pennington,113,4,2,1,2,19-50,2016,21.35
Pennington,113,3,2,2,1,19-50,2016,11
Pennington,113,2,2,2,0,19-50,2016,7.48
Pennington,113,5,2,1,3,19-50,2016,23.13
Pennington,113,1,1,1,0,19-50,2016,11.47
Pennington,113,5,2,1.5,3,19-50,2016,17.69
Pennington,113,3,2,1.5,1,19-50,2016,13.56
Pennington,113,2,2,2,0,51+,2016,7.57
Pennington,113,2,2,1.5,0,51+,2016,10.09
Pennington,113,1,1,1,0,51+,2016,11.56
Pennington,113,2,1,1,1,19-50,2016,17.25
Pennington,113,3,1,1,2,19-50,2016,24.69
Pennington,113,4,1,1,3,19-50,2016,26.54
Pennington,113,4,2,1.5,2,19-50,2016,16.53
Pennington,113,2,2,1,0,19-50,2016,14.61
Pine,115,3,1,1,2,19-50,2016,30.29
Pine,115,4,2,1.5,2,19-50,2016,20.28
Pine,115,4,1,1,3,19-50,2016,32.4
Pine,115,5,1,1,4,19-50,2016,34.31
Pine,115,2,2,2,0,19-50,2016,9.19
Pine,115,3,2,1,1,19-50,2016,22.81
Pine,115,2,2,1.5,0,51+,2016,12.37
Pine,115,1,1,1,0,19-50,2016,14.71
Pine,115,2,2,1,0,19-50,2016,17.93
Pine,115,2,2,2,0,51+,2016,9.28
Pine,115,5,2,1.5,3,19-50,2016,21.55
Pine,115,1,1,1,0,51+,2016,14.8
Pine,115,5,2,2,3,19-50,2016,17.65
Pine,115,6,2,2,4,19-50,2016,18.78
Pine,115,3,2,2,1,19-50,2016,13.65
Pine,115,3,2,1.5,1,19-50,2016,16.94
Pine,115,2,2,1.5,0,19-50,2016,12.25
Pine,115,2,2,1,0,51+,2016,18.1
Pine,115,4,2,2,2,19-50,2016,16.7
Pine,115,6,2,1,4,19-50,2016,30.72
Pine,115,5,2,1,3,19-50,2016,28.55
Pine,115,6,2,1.5,4,19-50,2016,23.04
Pine,115,4,2,1,2,19-50,2016,26.72
Pine,115,2,1,1,1,19-50,2016,22.09
Ramsey,123,4,2,2,2,19-50,2016,22.16
Ramsey,123,6,2,1,4,19-50,2016,33.31
Ramsey,123,2,1,1,1,19-50,2016,28.79
Ramsey,123,4,2,1,2,19-50,2016,29.35
Ramsey,123,3,2,2,1,19-50,2016,16.75
Ramsey,123,4,2,1.5,2,19-50,2016,24.84
Ramsey,123,6,2,1.5,4,19-50,2016,27.55
Ramsey,123,2,2,1,0,51+,2016,19.02
Ramsey,123,2,2,2,0,19-50,2016,9.69
Ramsey,123,5,2,1,3,19-50,2016,31.08
Ramsey,123,6,2,2,4,19-50,2016,24.31
Ramsey,123,5,1,1,4,19-50,2016,45.68
Ramsey,123,5,2,2,3,19-50,2016,23.11
Ramsey,123,5,2,1.5,3,19-50,2016,26.04
Ramsey,123,4,1,1,3,19-50,2016,43.72
Ramsey,123,2,2,2,0,51+,2016,9.78
Ramsey,123,2,2,1.5,0,19-50,2016,12.92
Ramsey,123,1,1,1,0,19-50,2016,15.35
Ramsey,123,3,2,1.5,1,19-50,2016,19.19
Ramsey,123,3,2,1,1,19-50,2016,23.32
Ramsey,123,2,2,1.5,0,51+,2016,13.03
Ramsey,123,1,1,1,0,51+,2016,15.43
Ramsey,123,3,1,1,2,19-50,2016,41.56
Ramsey,123,2,2,1,0,19-50,2016,18.85
Red Lake,125,2,2,1.5,0,51+,2016,11.16
Red Lake,125,4,2,1.5,2,19-50,2016,17.86
Red Lake,125,2,2,1,0,19-50,2016,16.16
Red Lake,125,3,2,2,1,19-50,2016,11.63
Red Lake,125,2,2,1.5,0,19-50,2016,11.03
Red Lake,125,2,1,1,1,19-50,2016,18.24
Martin,91,2,2,1.5,0,19-50,2016,10.22
Martin,91,1,1,1,0,19-50,2016,11.83
Martin,91,2,2,1,0,19-50,2016,14.97
Martin,91,5,1,1,4,19-50,2016,28.27
Martin,91,2,2,2,0,19-50,2016,7.66
Martin,91,2,1,1,1,19-50,2016,17.51
Martin,91,5,2,1.5,3,19-50,2016,17.86
Martin,91,4,2,2,2,19-50,2016,13.76
Martin,91,4,2,1.5,2,19-50,2016,16.7
Martin,91,4,2,1,2,19-50,2016,21.85
Martin,91,6,2,1,4,19-50,2016,25.94
Martin,91,2,2,1.5,0,51+,2016,10.33
Martin,91,3,1,1,2,19-50,2016,24.71
Martin,91,3,2,1.5,1,19-50,2016,13.83
Nicollet,103,2,2,1,0,19-50,2016,16
Nicollet,103,4,2,1.5,2,19-50,2016,18.54
Nicollet,103,6,2,2,4,19-50,2016,17.11
Nicollet,103,3,2,1,1,19-50,2016,19.37
Nicollet,103,3,2,2,1,19-50,2016,11.93
Nicollet,103,1,1,1,0,19-50,2016,12.93
Nicollet,103,2,2,2,0,19-50,2016,8.2
Nicollet,103,2,2,1,0,51+,2016,16.17
Nicollet,103,5,1,1,4,19-50,2016,31.12
Nicollet,103,2,1,1,1,19-50,2016,19.22
Nicollet,103,2,2,1.5,0,51+,2016,11.05
Nicollet,103,4,2,2,2,19-50,2016,15.27
Nicollet,103,4,2,1,2,19-50,2016,24.15
Nicollet,103,5,2,2,3,19-50,2016,16.06
Nicollet,103,2,2,2,0,51+,2016,8.29
Nicollet,103,2,2,1.5,0,19-50,2016,10.94
Nicollet,103,5,2,1.5,3,19-50,2016,19.6
Nicollet,103,5,2,1,3,19-50,2016,25.75
Nicollet,103,1,1,1,0,51+,2016,13.03
Nicollet,103,4,1,1,3,19-50,2016,29.52
Nicollet,103,3,2,1.5,1,19-50,2016,14.62
Nicollet,103,6,2,1,4,19-50,2016,27.86
Nicollet,103,3,1,1,2,19-50,2016,27.71
Nicollet,103,6,2,1.5,4,19-50,2016,20.97
Nobles,105,5,1,1,4,19-50,2016,29
Nobles,105,4,1,1,3,19-50,2016,27.32
Nobles,105,5,2,2,3,19-50,2016,14.96
Fillmore,45,5,1,1,4,19-50,2016,31.8
Fillmore,45,3,1,1,2,19-50,2016,27.93
Fillmore,45,6,2,1,4,19-50,2016,29.04
Fillmore,45,1,1,1,0,19-50,2016,13.31
Fillmore,45,2,2,2,0,51+,2016,8.56
Fillmore,45,4,2,1,2,19-50,2016,24.98
Fillmore,45,2,2,1.5,0,51+,2016,11.42
Freeborn,47,3,1,1,2,19-50,2016,25.69
Freeborn,47,4,2,1,2,19-50,2016,22.22
Freeborn,47,6,2,1,4,19-50,2016,26.34
Freeborn,47,6,2,2,4,19-50,2016,16.18
Freeborn,47,2,2,2,0,19-50,2016,7.78
Freeborn,47,4,2,1.5,2,19-50,2016,17.19
Freeborn,47,3,2,1.5,1,19-50,2016,14.23
Freeborn,47,2,2,1,0,19-50,2016,15.21
Freeborn,47,5,1,1,4,19-50,2016,29.3
Freeborn,47,2,2,2,0,51+,2016,7.88
Freeborn,47,1,1,1,0,51+,2016,12.15
Freeborn,47,5,2,1.5,3,19-50,2016,18.36
Freeborn,47,4,1,1,3,19-50,2016,27.6
Freeborn,47,2,2,1,0,51+,2016,15.39
Freeborn,47,6,2,1.5,4,19-50,2016,19.81
Freeborn,47,2,2,1.5,0,51+,2016,10.5
Freeborn,47,2,2,1.5,0,19-50,2016,10.38
Freeborn,47,5,2,2,3,19-50,2016,15.1
Freeborn,47,1,1,1,0,19-50,2016,12.07
Freeborn,47,3,2,2,1,19-50,2016,11.59
Freeborn,47,2,1,1,1,19-50,2016,18.35
Freeborn,47,3,2,1,1,19-50,2016,18.86
Freeborn,47,4,2,2,2,19-50,2016,14.25
Freeborn,47,5,2,1,3,19-50,2016,23.99
Hubbard,57,2,2,1,0,51+,2016,15.92
Hubbard,57,5,2,1,3,19-50,2016,26.37
Hubbard,57,2,1,1,1,19-50,2016,18.87
Hubbard,57,4,1,1,3,19-50,2016,29.73
Hubbard,57,6,2,1.5,4,19-50,2016,21.34
Hubbard,57,5,2,1.5,3,19-50,2016,19.9
Hubbard,57,2,2,1.5,0,19-50,2016,10.74
Hubbard,57,2,2,2,0,19-50,2016,8.06
Hubbard,57,4,2,1,2,19-50,2016,24.58
Hubbard,57,6,2,2,4,19-50,2016,17.33
Mille Lacs,95,4,2,1.5,2,19-50,2016,21.27
Mille Lacs,95,6,2,2,4,19-50,2016,19.75
Mille Lacs,95,4,1,1,3,19-50,2016,34.42
Mille Lacs,95,3,2,1.5,1,19-50,2016,17.2
Mille Lacs,95,2,1,1,1,19-50,2016,22.91
Mille Lacs,95,1,1,1,0,19-50,2016,14.92
Mille Lacs,95,3,2,1,1,19-50,2016,22.78
Mille Lacs,95,5,2,2,3,19-50,2016,18.64
Mille Lacs,95,4,2,1,2,19-50,2016,27.6
Mille Lacs,95,6,2,1,4,19-50,2016,31.54
Mille Lacs,95,2,2,1.5,0,51+,2016,12.54
Mille Lacs,95,3,2,2,1,19-50,2016,14.03
Mille Lacs,95,2,2,1,0,51+,2016,18.34
Mille Lacs,95,2,2,2,0,19-50,2016,9.31
Mille Lacs,95,5,1,1,4,19-50,2016,36.31
Mille Lacs,95,3,1,1,2,19-50,2016,32.34
Mille Lacs,95,2,2,2,0,51+,2016,9.41
Mille Lacs,95,2,2,1,0,19-50,2016,18.15
Mille Lacs,95,1,1,1,0,51+,2016,15.01
Mille Lacs,95,4,2,2,2,19-50,2016,17.73
Mille Lacs,95,2,2,1.5,0,19-50,2016,12.41
Mower,99,3,2,2,1,19-50,2016,11.86
Mower,99,2,2,1,0,19-50,2016,15.54
Mower,99,2,2,1.5,0,51+,2016,10.73
Mower,99,4,1,1,3,19-50,2016,28.55
Mower,99,5,2,1.5,3,19-50,2016,19.05
Mower,99,2,2,1.5,0,19-50,2016,10.61
Mower,99,6,2,1,4,19-50,2016,27.23
Mower,99,1,1,1,0,51+,2016,12.48
Mower,99,5,1,1,4,19-50,2016,30.23
Mower,99,3,2,1,1,19-50,2016,19.4
Mower,99,4,2,1.5,2,19-50,2016,17.93
Mower,99,2,1,1,1,19-50,2016,18.92
Mower,99,3,2,1.5,1,19-50,2016,14.58
Mower,99,2,2,2,0,51+,2016,8.05
Mower,99,2,2,2,0,19-50,2016,7.96
Mower,99,4,2,2,2,19-50,2016,14.76
Mower,99,1,1,1,0,19-50,2016,12.4
Mower,99,5,2,2,3,19-50,2016,15.6
Mower,99,3,1,1,2,19-50,2016,26.66
Mower,99,6,2,2,4,19-50,2016,16.66
Mower,99,4,2,1,2,19-50,2016,23.25
Mower,99,6,2,1.5,4,19-50,2016,20.45
Mower,99,5,2,1,3,19-50,2016,25
Mower,99,2,2,1,0,51+,2016,15.72
Murray,101,6,2,1.5,4,19-50,2016,20.07
Murray,101,2,1,1,1,19-50,2016,18.14
Murray,101,6,2,2,4,19-50,2016,16.16
Murray,101,2,2,1.5,0,51+,2016,11.05
Murray,101,5,2,1.5,3,19-50,2016,18.56
Murray,101,2,2,2,0,19-50,2016,8.2
Murray,101,1,1,1,0,51+,2016,12.81
Murray,101,2,2,1.5,0,19-50,2016,10.94
Murray,101,2,2,2,0,51+,2016,8.28
Murray,101,2,2,1,0,51+,2016,16.17
Murray,101,4,2,1.5,2,19-50,2016,17.33
Murray,101,5,2,2,3,19-50,2016,15.03
Murray,101,3,2,1,1,19-50,2016,19.44
Murray,101,4,2,1,2,19-50,2016,22.87
Murray,101,5,2,1,3,19-50,2016,24.73
Murray,101,1,1,1,0,19-50,2016,12.72
Murray,101,4,2,2,2,19-50,2016,14.14
Murray,101,4,1,1,3,19-50,2016,27.38
Murray,101,6,2,1,4,19-50,2016,27.11
Murray,101,3,2,1.5,1,19-50,2016,14.39
Murray,101,3,1,1,2,19-50,2016,25.38
Murray,101,3,2,2,1,19-50,2016,11.56
Murray,101,2,2,1,0,19-50,2016,16.01
Murray,101,5,1,1,4,19-50,2016,29.17
Pipestone,117,2,2,1.5,0,19-50,2016,10.78
Pipestone,117,2,2,1,0,19-50,2016,15.79
Pipestone,117,3,1,1,2,19-50,2016,26.33
Pipestone,117,3,2,1.5,1,19-50,2016,13.98
Pipestone,117,6,2,1,4,19-50,2016,27.52
Pipestone,117,2,2,1,0,51+,2016,15.96
Pipestone,117,1,1,1,0,19-50,2016,12.54
Pipestone,117,3,2,2,1,19-50,2016,11.31
Pipestone,117,2,2,2,0,51+,2016,8.17
Pipestone,117,4,2,2,2,19-50,2016,14.61
Pipestone,117,2,2,1.5,0,51+,2016,10.9
Pipestone,117,6,2,2,4,19-50,2016,16.53
Pipestone,117,4,2,1,2,19-50,2016,23.51
Le Sueur,79,3,2,1,1,19-50,2016,20.96
Le Sueur,79,1,1,1,0,51+,2016,13.52
Le Sueur,79,2,2,2,0,19-50,2016,8.52
Le Sueur,79,4,1,1,3,19-50,2016,31.1
Le Sueur,79,2,2,1.5,0,19-50,2016,11.36
Le Sueur,79,2,2,1,0,51+,2016,16.81
Le Sueur,79,5,2,2,3,19-50,2016,16.94
Le Sueur,79,5,1,1,4,19-50,2016,32.9
Le Sueur,79,4,2,1.5,2,19-50,2016,19.42
Le Sueur,79,5,2,1.5,3,19-50,2016,20.61
Le Sueur,79,6,2,2,4,19-50,2016,18.04
Le Sueur,79,3,2,1.5,1,19-50,2016,15.74
