countyName,countyFIPS,familySize,numberAdults,numberWorkers,numberChildren,adultAge,year,hourlyWage
Rock,133,1,1,1,0,51+,2018,12.81
Rock,133,3,2,1.5,1,19-50,2018,14.85
Rock,133,2,2,1,0,19-50,2018,16.48
Rock,133,2,2,2,0,19-50,2018,8.43
Rock,133,3,2,2,1,19-50,2018,12.44
Rock,133,4,2,1.5,2,19-50,2018,19.26
Rock,133,2,2,1,0,51+,2018,16.71
Rock,133,5,2,1,3,19-50,2018,25.64
Rock,133,2,2,1.5,0,19-50,2018,11.24
Rock,133,6,2,2,4,19-50,2018,18.42
Rock,133,4,2,2,2,19-50,2018,16.68
Rock,133,5,2,1.5,3,19-50,2018,20.21
Red Lake,125,5,2,2,3,19-50,2018,15.75
Red Lake,125,5,1,1,4,19-50,2018,29.72
Red Lake,125,1,1,1,0,19-50,2018,13.87
Red Lake,125,3,2,1.5,1,19-50,2018,14.7
Red Lake,125,3,2,1,1,19-50,2018,20.29
Red Lake,125,2,2,2,0,19-50,2018,9.02
Red Lake,125,2,2,1,0,51+,2018,17.85
Red Lake,125,2,2,2,0,51+,2018,9.15
Red Lake,125,3,1,1,2,19-50,2018,26.4
Red Lake,125,5,2,1.5,3,19-50,2018,19.33
Red Lake,125,6,2,1,4,19-50,2018,28.03
Red Lake,125,4,2,2,2,19-50,2018,15.04
Red Lake,125,6,2,1.5,4,19-50,2018,20.74
Red Lake,125,1,1,1,0,51+,2018,13.97
Red Lake,125,4,2,1,2,19-50,2018,24.51
Red Lake,125,6,2,2,4,19-50,2018,16.79
Red Lake,125,4,1,1,3,19-50,2018,28.27
Red Lake,125,5,2,1,3,19-50,2018,25.92
Sibley,143,6,2,1,4,19-50,2018,27.85
Sibley,143,2,1,1,1,19-50,2018,18.83
Sibley,143,3,2,1,1,19-50,2018,19.59
Sibley,143,2,2,2,0,19-50,2018,8.42
Sibley,143,5,2,1.5,3,19-50,2018,19.52
Sibley,143,5,2,1,3,19-50,2018,25.71
Sibley,143,6,2,2,4,19-50,2018,17.27
Sibley,143,2,2,1,0,51+,2018,16.71
Sibley,143,6,2,1.5,4,19-50,2018,20.92
Sibley,143,2,2,2,0,51+,2018,8.55
Sibley,143,3,2,2,1,19-50,2018,11.74
Sibley,143,1,1,1,0,51+,2018,12.8
Sibley,143,5,2,2,3,19-50,2018,16.24
Sibley,143,4,2,2,2,19-50,2018,15.53
Sibley,143,3,2,1.5,1,19-50,2018,14.4
Sibley,143,2,2,1.5,0,19-50,2018,11.23
Sibley,143,2,2,1,0,19-50,2018,16.46
Sibley,143,4,1,1,3,19-50,2018,29.37
Sibley,143,5,1,1,4,19-50,2018,30.81
Sibley,143,1,1,1,0,19-50,2018,12.68
Sibley,143,3,1,1,2,19-50,2018,27.51
Sibley,143,4,2,1.5,2,19-50,2018,18.6
Sibley,143,2,2,1.5,0,51+,2018,11.4
Otter Tail,111,2,1,1,1,19-50,2018,19.62
Otter Tail,111,4,1,1,3,19-50,2018,29.05
Otter Tail,111,4,2,1,2,19-50,2018,24.07
Otter Tail,111,2,2,1,0,51+,2018,17.23
Otter Tail,111,6,2,1.5,4,19-50,2018,20.75
Otter Tail,111,2,2,1,0,19-50,2018,17
Otter Tail,111,2,2,1.5,0,19-50,2018,11.6
Otter Tail,111,2,2,1.5,0,51+,2018,11.76
Otter Tail,111,3,1,1,2,19-50,2018,27.2
Swift,151,2,2,1.5,0,51+,2018,11.24
Swift,151,3,1,1,2,19-50,2018,27
Swift,151,2,2,1,0,19-50,2018,16.24
Swift,151,3,2,1.5,1,19-50,2018,14.15
Swift,151,3,2,2,1,19-50,2018,11.46
Swift,151,2,2,1,0,51+,2018,16.47
Swift,151,3,2,1,1,19-50,2018,19.33
Swift,151,6,2,1.5,4,19-50,2018,20.77
Swift,151,6,2,2,4,19-50,2018,17.02
Swift,151,2,2,2,0,51+,2018,8.43
Swift,151,5,2,1,3,19-50,2018,25.66
Swift,151,1,1,1,0,51+,2018,12.65
Swift,151,2,2,2,0,19-50,2018,8.3
Swift,151,5,2,1.5,3,19-50,2018,19.36
Swift,151,4,2,1.5,2,19-50,2018,18.42
Swift,151,1,1,1,0,19-50,2018,12.54
Swift,151,2,2,1.5,0,19-50,2018,11.07
Swift,151,4,2,2,2,19-50,2018,15.27
Swift,151,2,1,1,1,19-50,2018,18.31
Swift,151,5,1,1,4,19-50,2018,30.29
Swift,151,5,2,2,3,19-50,2018,15.98
Swift,151,4,1,1,3,19-50,2018,28.83
Swift,151,6,2,1,4,19-50,2018,27.8
Swift,151,4,2,1,2,19-50,2018,24.25
Waseca,161,4,1,1,3,19-50,2018,29.88
Waseca,161,2,2,1,0,19-50,2018,16.74
Waseca,161,6,2,1,4,19-50,2018,28.07
Waseca,161,5,2,1.5,3,19-50,2018,19.79
Waseca,161,1,1,1,0,19-50,2018,12.91
Waseca,161,6,2,2,4,19-50,2018,17.57
Waseca,161,2,2,1,0,51+,2018,16.98
Waseca,161,5,2,2,3,19-50,2018,16.52
Wright,171,4,1,1,3,19-50,2018,40.85
Wright,171,5,2,2,3,19-50,2018,21.87
Wright,171,3,2,1.5,1,19-50,2018,18.28
Wright,171,6,2,1.5,4,19-50,2018,26.44
Wright,171,5,2,1.5,3,19-50,2018,25.1
Wright,171,6,2,1,4,19-50,2018,33.35
Wright,171,2,2,1,0,19-50,2018,19.78
Wright,171,4,2,1.5,2,19-50,2018,24.22
Wright,171,2,1,1,1,19-50,2018,25.56
Wright,171,3,2,1,1,19-50,2018,23.98
Wright,171,5,2,1,3,19-50,2018,31.41
Rock,133,5,1,1,4,19-50,2018,33.13
Rock,133,2,1,1,1,19-50,2018,20.2
Rock,133,6,2,1.5,4,19-50,2018,21.57
Rock,133,1,1,1,0,19-50,2018,12.7
Roseau,135,4,2,1.5,2,19-50,2018,16.81
Roseau,135,6,2,1.5,4,19-50,2018,19.16
Roseau,135,2,1,1,1,19-50,2018,17.48
Roseau,135,4,1,1,3,19-50,2018,26
Roseau,135,4,2,2,2,19-50,2018,13.78
Roseau,135,6,2,1,4,19-50,2018,25.94
Roseau,135,5,2,2,3,19-50,2018,14.49
Roseau,135,3,2,1,1,19-50,2018,19.03
Roseau,135,5,2,1,3,19-50,2018,23.77
Roseau,135,5,2,1.5,3,19-50,2018,17.74
Roseau,135,4,2,1,2,19-50,2018,22.39
Roseau,135,2,2,2,0,19-50,2018,8.2
Roseau,135,6,2,2,4,19-50,2018,15.51
Roseau,135,2,2,1.5,0,51+,2018,11.1
Roseau,135,2,2,1,0,51+,2018,16.27
Roseau,135,5,1,1,4,19-50,2018,27.4
Roseau,135,2,2,2,0,51+,2018,8.32
Roseau,135,2,2,1.5,0,19-50,2018,10.93
Roseau,135,3,2,1.5,1,19-50,2018,13.81
Roseau,135,1,1,1,0,51+,2018,12.43
Roseau,135,1,1,1,0,19-50,2018,12.32
Roseau,135,3,2,2,1,19-50,2018,11.01
Roseau,135,3,1,1,2,19-50,2018,24.27
Roseau,135,2,2,1,0,19-50,2018,16.04
Winona,169,3,2,2,1,19-50,2018,11.93
Winona,169,2,2,1.5,0,19-50,2018,11.18
Winona,169,2,2,1.5,0,51+,2018,11.35
Winona,169,3,1,1,2,19-50,2018,27.2
Winona,169,5,1,1,4,19-50,2018,30.39
Winona,169,2,2,1,0,19-50,2018,16.39
Winona,169,4,2,1.5,2,19-50,2018,18.07
Winona,169,6,2,2,4,19-50,2018,17.03
Winona,169,3,2,1,1,19-50,2018,19.56
Winona,169,4,2,2,2,19-50,2018,15.33
Winona,169,4,1,1,3,19-50,2018,29.01
Winona,169,2,1,1,1,19-50,2018,19.27
Winona,169,1,1,1,0,19-50,2018,12.64
Sibley,143,4,2,1,2,19-50,2018,24.32
Stearns,145,3,2,2,1,19-50,2018,12.57
Stearns,145,2,2,1.5,0,19-50,2018,11.89
Stearns,145,4,2,1.5,2,19-50,2018,19.56
Stearns,145,2,2,1,0,19-50,2018,17.41
Stearns,145,1,1,1,0,19-50,2018,13.65
Stearns,145,3,2,1,1,19-50,2018,20.45
Stearns,145,2,2,1.5,0,51+,2018,12.05
Stearns,145,3,2,1.5,1,19-50,2018,15.2
Stearns,145,2,2,1,0,51+,2018,17.64
Stearns,145,2,1,1,1,19-50,2018,20.53
Stearns,145,5,2,1,3,19-50,2018,26.69
Stearns,145,3,1,1,2,19-50,2018,29.61
Stearns,145,4,2,1,2,19-50,2018,25.33
Stearns,145,1,1,1,0,51+,2018,13.75
Stearns,145,2,2,2,0,19-50,2018,8.92
Stearns,145,4,2,2,2,19-50,2018,16.55
Stearns,145,2,2,2,0,51+,2018,9.04
Stearns,145,5,2,2,3,19-50,2018,17.24
Stearns,145,6,2,1.5,4,19-50,2018,21.82
Stearns,145,4,1,1,3,19-50,2018,31.42
Stearns,145,5,1,1,4,19-50,2018,32.83
Stearns,145,6,2,1,4,19-50,2018,28.69
Stearns,145,5,2,1.5,3,19-50,2018,20.48
Stearns,145,6,2,2,4,19-50,2018,18.24
Traverse,155,6,2,1,4,19-50,2018,26.53
Traverse,155,2,1,1,1,19-50,2018,18.58
Traverse,155,2,2,2,0,19-50,2018,8.31
Traverse,155,5,2,1.5,3,19-50,2018,18.56
Traverse,155,2,2,1.5,0,19-50,2018,11.08
Traverse,155,5,2,1,3,19-50,2018,24.26
Traverse,155,2,2,1,0,51+,2018,16.47
Traverse,155,2,2,1,0,19-50,2018,16.25
Traverse,155,3,2,2,1,19-50,2018,11.61
Traverse,155,3,2,1.5,1,19-50,2018,14.23
Traverse,155,6,2,1.5,4,19-50,2018,19.98
Traverse,155,4,2,2,2,19-50,2018,14.83
Traverse,155,6,2,2,4,19-50,2018,16.62
Traverse,155,2,2,2,0,51+,2018,8.43
Traverse,155,3,2,1,1,19-50,2018,19.34
Traverse,155,4,1,1,3,19-50,2018,28.04
Waseca,161,3,2,1,1,19-50,2018,19.95
Waseca,161,4,2,2,2,19-50,2018,15.8
Waseca,161,2,2,2,0,19-50,2018,8.56
Waseca,161,2,2,1.5,0,51+,2018,11.58
Waseca,161,4,2,1.5,2,19-50,2018,18.85
Waseca,161,1,1,1,0,51+,2018,13.02
Waseca,161,3,2,1.5,1,19-50,2018,14.66
Waseca,161,3,2,2,1,19-50,2018,11.98
Waseca,161,4,2,1,2,19-50,2018,24.53
Waseca,161,5,1,1,4,19-50,2018,31.33
Waseca,161,2,2,2,0,51+,2018,8.69
Waseca,161,2,1,1,1,19-50,2018,19.24
Waseca,161,5,2,1,3,19-50,2018,25.95
Waseca,161,3,1,1,2,19-50,2018,28.04
Waseca,161,2,2,1.5,0,19-50,2018,11.42
Waseca,161,6,2,1.5,4,19-50,2018,21.17
Yellow Medicine,173,5,2,1.5,3,19-50,2018,19.52
Yellow Medicine,173,6,2,1.5,4,19-50,2018,20.95
Yellow Medicine,173,2,2,1.5,0,19-50,2018,11.59
Yellow Medicine,173,4,2,1.5,2,19-50,2018,18.55
Yellow Medicine,173,2,2,2,0,51+,2018,8.82
Yellow Medicine,173,3,2,1.5,1,19-50,2018,14.25
Yellow Medicine,173,5,1,1,4,19-50,2018,30.7
Yellow Medicine,173,3,2,2,1,19-50,2018,11.54
Yellow Medicine,173,2,2,1,0,51+,2018,17.22
Yellow Medicine,173,2,2,1,0,19-50,2018,16.98
Yellow Medicine,173,1,1,1,0,19-50,2018,13.09
Yellow Medicine,173,5,2,2,3,19-50,2018,16.17
Yellow Medicine,173,1,1,1,0,51+,2018,13.19
Yellow Medicine,173,2,1,1,1,19-50,2018,18.42
Yellow Medicine,173,3,1,1,2,19-50,2018,27.33
Yellow Medicine,173,2,2,2,0,19-50,2018,8.69
Yellow Medicine,173,6,2,2,4,19-50,2018,17.22
Yellow Medicine,173,4,1,1,3,19-50,2018,29.21
Yellow Medicine,173,3,2,1,1,19-50,2018,19.47
Yellow Medicine,173,6,2,1,4,19-50,2018,27.97
Yellow Medicine,173,2,2,1.5,0,51+,2018,11.75
Yellow Medicine,173,5,2,1,3,19-50,2018,25.81
Yellow Medicine,173,4,2,2,2,19-50,2018,15.44
Yellow Medicine,173,4,2,1,2,19-50,2018,24.38
Winona,169,4,2,1,2,19-50,2018,23.4
Winona,169,1,1,1,0,51+,2018,12.76
Winona,169,2,2,2,0,19-50,2018,8.38
Winona,169,5,2,1,3,19-50,2018,24.78
Winona,169,2,2,2,0,51+,2018,8.52
Winona,169,5,2,2,3,19-50,2018,16.03
Winona,169,2,2,1,0,51+,2018,16.64
Winona,169,5,2,1.5,3,19-50,2018,19.02
Winona,169,6,2,1,4,19-50,2018,26.95
Winona,169,6,2,1.5,4,19-50,2018,20.38
Winona,169,3,2,1.5,1,19-50,2018,14.47
Traverse,155,1,1,1,0,19-50,2018,12.44
Traverse,155,5,1,1,4,19-50,2018,29.53
Traverse,155,1,1,1,0,51+,2018,12.54
Traverse,155,2,2,1.5,0,51+,2018,11.24
Traverse,155,3,1,1,2,19-50,2018,26.17
Traverse,155,4,2,1,2,19-50,2018,22.79
Traverse,155,4,2,1.5,2,19-50,2018,17.54
Traverse,155,5,2,2,3,19-50,2018,15.57
Hubbard,57,3,2,1,1,19-50,2018,20.18
Hubbard,57,1,1,1,0,51+,2018,13.26
Hubbard,57,4,2,1.5,2,19-50,2018,18.48
Hubbard,57,3,2,2,1,19-50,2018,12.07
Hubbard,57,2,2,2,0,51+,2018,8.78
Hubbard,57,4,2,2,2,19-50,2018,15.29
Hubbard,57,5,1,1,4,19-50,2018,30.23
Hubbard,57,1,1,1,0,19-50,2018,13.15
Hubbard,57,6,2,1,4,19-50,2018,27.92
Hubbard,57,3,1,1,2,19-50,2018,26.92
Hubbard,57,2,2,1.5,0,51+,2018,11.7
Hubbard,57,5,2,2,3,19-50,2018,16
Hubbard,57,2,2,1,0,19-50,2018,16.9
Hubbard,57,3,2,1.5,1,19-50,2018,14.8
Isanti,59,4,2,1.5,2,19-50,2018,26.17
Isanti,59,2,2,1.5,0,19-50,2018,13.97
Isanti,59,4,2,1,2,19-50,2018,30.97
Isanti,59,6,2,1,4,19-50,2018,34.21
Isanti,59,2,2,1.5,0,51+,2018,14.13
Isanti,59,1,1,1,0,19-50,2018,16.82
Isanti,59,3,2,1.5,1,19-50,2018,20.09
Isanti,59,2,2,1,0,19-50,2018,20.42
Isanti,59,1,1,1,0,51+,2018,16.94
Isanti,59,2,2,2,0,19-50,2018,10.48
Isanti,59,4,1,1,3,19-50,2018,45.82
Isanti,59,2,2,2,0,51+,2018,10.6
Isanti,59,3,2,2,1,19-50,2018,17.55
Isanti,59,2,1,1,1,19-50,2018,30.07
Isanti,59,5,2,2,3,19-50,2018,24.23
Isanti,59,3,2,1,1,19-50,2018,24.75
Isanti,59,6,2,2,4,19-50,2018,25.31
Isanti,59,5,2,1.5,3,19-50,2018,26.99
Isanti,59,2,2,1,0,51+,2018,20.67
Isanti,59,3,1,1,2,19-50,2018,43.94
Isanti,59,5,1,1,4,19-50,2018,47.23
Isanti,59,5,2,1,3,19-50,2018,32.24
Isanti,59,6,2,1.5,4,19-50,2018,28.35
Isanti,59,4,2,2,2,19-50,2018,23.53
Lincoln,81,4,2,2,2,19-50,2018,14.95
Lincoln,81,5,2,1,3,19-50,2018,25.37
Lincoln,81,2,1,1,1,19-50,2018,19.31
Lincoln,81,6,2,2,4,19-50,2018,16.75
Lincoln,81,6,2,1.5,4,19-50,2018,20.5
Lincoln,81,2,2,1,0,51+,2018,17.3
Lincoln,81,2,2,1.5,0,19-50,2018,11.65
Lincoln,81,3,2,2,1,19-50,2018,12.07
Lincoln,81,2,2,2,0,51+,2018,8.86
Lincoln,81,4,2,1,2,19-50,2018,23.9
Lincoln,81,3,2,1,1,19-50,2018,20.42
Lincoln,81,5,1,1,4,19-50,2018,29.61
Lincoln,81,5,2,1.5,3,19-50,2018,19.07
Lincoln,81,3,2,1.5,1,19-50,2018,14.9
Lincoln,81,4,1,1,3,19-50,2018,28.13
Lincoln,81,2,2,2,0,19-50,2018,8.74
Lincoln,81,1,1,1,0,51+,2018,13.31
Lincoln,81,3,1,1,2,19-50,2018,26.22
Lincoln,81,4,2,1.5,2,19-50,2018,18.09
Lincoln,81,6,2,1,4,19-50,2018,27.61
Lincoln,81,5,2,2,3,19-50,2018,15.69
Lincoln,81,2,2,1,0,19-50,2018,17.07
Lincoln,81,1,1,1,0,19-50,2018,13.21
Lincoln,81,2,2,1.5,0,51+,2018,11.81
Redwood,127,1,1,1,0,19-50,2018,12.95
Redwood,127,3,1,1,2,19-50,2018,26.31
Redwood,127,2,2,1.5,0,51+,2018,11.63
Redwood,127,4,2,1,2,19-50,2018,23.69
Redwood,127,5,1,1,4,19-50,2018,29.61
Redwood,127,6,2,1,4,19-50,2018,27.31
Redwood,127,3,2,1,1,19-50,2018,19.4
Redwood,127,6,2,2,4,19-50,2018,16.67
Redwood,127,5,2,1.5,3,19-50,2018,18.93
Redwood,127,4,2,1.5,2,19-50,2018,17.99
Redwood,127,2,2,2,0,19-50,2018,8.6
Redwood,127,5,2,2,3,19-50,2018,15.63
Redwood,127,1,1,1,0,51+,2018,13.06
Redwood,127,3,2,1.5,1,19-50,2018,14.2
Redwood,127,4,1,1,3,19-50,2018,28.16
Redwood,127,6,2,1.5,4,19-50,2018,20.34
Redwood,127,2,2,1,0,19-50,2018,16.8
Redwood,127,2,2,2,0,51+,2018,8.72
Redwood,127,2,2,1,0,51+,2018,17.04
Redwood,127,2,2,1.5,0,19-50,2018,11.47
Redwood,127,3,2,2,1,19-50,2018,11.49
Redwood,127,2,1,1,1,19-50,2018,18.36
Redwood,127,5,2,1,3,19-50,2018,25.12
Redwood,127,4,2,2,2,19-50,2018,14.93
Renville,129,5,1,1,4,19-50,2018,29.96
Renville,129,3,2,2,1,19-50,2018,11.95
Renville,129,6,2,1.5,4,19-50,2018,20.32
Renville,129,3,2,1,1,19-50,2018,19.83
Renville,129,5,2,1,3,19-50,2018,24.75
Renville,129,5,2,1.5,3,19-50,2018,18.9
Renville,129,1,1,1,0,51+,2018,12.99
Renville,129,2,2,1,0,51+,2018,16.86
Renville,129,2,2,1.5,0,51+,2018,11.51
Renville,129,1,1,1,0,19-50,2018,12.89
Renville,129,2,2,2,0,51+,2018,8.63
Renville,129,2,2,2,0,19-50,2018,8.5
Renville,129,2,1,1,1,19-50,2018,19.18
Renville,129,4,1,1,3,19-50,2018,28.49
Renville,129,6,2,2,4,19-50,2018,16.88
Renville,129,2,2,1,0,19-50,2018,16.62
Renville,129,4,2,2,2,19-50,2018,15.1
Renville,129,4,2,1.5,2,19-50,2018,17.92
Renville,129,6,2,1,4,19-50,2018,27.02
Renville,129,4,2,1,2,19-50,2018,23.32
Renville,129,5,2,2,3,19-50,2018,15.83
Renville,129,2,2,1.5,0,19-50,2018,11.34
Renville,129,3,1,1,2,19-50,2018,26.61
Renville,129,3,2,1.5,1,19-50,2018,14.6
Rice,131,2,2,1.5,0,19-50,2018,12.48
Rice,131,5,2,2,3,19-50,2018,18.31
Rice,131,6,2,1,4,19-50,2018,29.81
Rice,131,3,2,1,1,19-50,2018,22.25
Rice,131,6,2,2,4,19-50,2018,19.33
Rice,131,3,1,1,2,19-50,2018,31.59
Rice,131,2,2,1,0,19-50,2018,18.26
Rice,131,3,2,1.5,1,19-50,2018,16.65
Rice,131,1,1,1,0,19-50,2018,14.51
Rice,131,1,1,1,0,51+,2018,14.63
Rice,131,2,2,2,0,19-50,2018,9.36
Rice,131,4,2,1.5,2,19-50,2018,20.62
Rice,131,2,1,1,1,19-50,2018,22.65
Rice,131,4,2,2,2,19-50,2018,17.6
Rice,131,2,2,1,0,51+,2018,18.5
Rice,131,3,2,2,1,19-50,2018,13.73
Rice,131,4,2,1,2,19-50,2018,26.54
Rice,131,6,2,1.5,4,19-50,2018,22.9
Rice,131,2,2,1.5,0,51+,2018,12.65
Rice,131,5,1,1,4,19-50,2018,34.85
Rice,131,2,2,2,0,51+,2018,9.49
Rice,131,4,1,1,3,19-50,2018,33.44
Rice,131,5,2,1.5,3,19-50,2018,21.55
Rice,131,5,2,1,3,19-50,2018,27.87
Steele,147,5,2,1.5,3,19-50,2018,19.93
Steele,147,6,2,1,4,19-50,2018,28.29
Steele,147,6,2,1.5,4,19-50,2018,21.29
Steele,147,2,2,1,0,19-50,2018,17.05
Steele,147,2,2,1.5,0,19-50,2018,11.63
Steele,147,3,1,1,2,19-50,2018,28.26
Steele,147,4,2,2,2,19-50,2018,15.87
Steele,147,5,2,1,3,19-50,2018,26.24
Steele,147,3,2,1.5,1,19-50,2018,15.08
Steele,147,3,2,2,1,19-50,2018,12.31
Steele,147,5,1,1,4,19-50,2018,31.47
Steele,147,2,1,1,1,19-50,2018,19.98
Steele,147,2,2,2,0,19-50,2018,8.73
Steele,147,2,2,1,0,51+,2018,17.27
Steele,147,4,1,1,3,19-50,2018,30.07
Steele,147,2,2,2,0,51+,2018,8.84
Steele,147,4,2,1.5,2,19-50,2018,19.03
Steele,147,1,1,1,0,51+,2018,13.41
Steele,147,2,2,1.5,0,51+,2018,11.79
Steele,147,6,2,2,4,19-50,2018,17.59
Steele,147,3,2,1,1,19-50,2018,20.57
Steele,147,1,1,1,0,19-50,2018,13.27
Steele,147,4,2,1,2,19-50,2018,24.88
Steele,147,5,2,2,3,19-50,2018,16.57
Stevens,149,2,2,1.5,0,19-50,2018,10.8
Stevens,149,5,2,2,3,19-50,2018,14.12
Stevens,149,3,2,1.5,1,19-50,2018,13.07
Stevens,149,3,2,2,1,19-50,2018,10.52
Stevens,149,2,2,1.5,0,51+,2018,10.97
Stevens,149,2,2,1,0,19-50,2018,15.85
Stevens,149,6,2,2,4,19-50,2018,15.12
Stevens,149,4,2,1.5,2,19-50,2018,16.03
Stevens,149,2,1,1,1,19-50,2018,16.65
Stevens,149,1,1,1,0,51+,2018,12.21
Stevens,149,1,1,1,0,19-50,2018,12.1
Stevens,149,2,2,1,0,51+,2018,16.08
Stevens,149,4,2,2,2,19-50,2018,13.4
Stevens,149,2,2,2,0,19-50,2018,8.1
Stevens,149,4,1,1,3,19-50,2018,25.46
Stevens,149,2,2,2,0,51+,2018,8.22
Stevens,149,4,2,1,2,19-50,2018,20.98
Stevens,149,3,1,1,2,19-50,2018,23.78
Stevens,149,5,1,1,4,19-50,2018,26.84
Stevens,149,3,2,1,1,19-50,2018,17.79
Stevens,149,6,2,1.5,4,19-50,2018,18.47
Stevens,149,6,2,1,4,19-50,2018,24.66
Stevens,149,5,2,1.5,3,19-50,2018,17.02
Stevens,149,5,2,1,3,19-50,2018,22.43
Blue Earth,13,4,2,1.5,2,19-50,2017,19.24
Blue Earth,13,2,1,1,1,19-50,2017,20.29
Blue Earth,13,1,1,1,0,51+,2017,13.94
Blue Earth,13,4,2,2,2,19-50,2017,15.8
Blue Earth,13,6,2,2,4,19-50,2017,17.57
Blue Earth,13,5,2,1.5,3,19-50,2017,20.28
Blue Earth,13,2,2,2,0,51+,2017,8.79
Blue Earth,13,2,2,2,0,19-50,2017,8.61
Blue Earth,13,1,1,1,0,19-50,2017,13.75
Blue Earth,13,5,1,1,4,19-50,2017,32.05
Blue Earth,13,3,2,1,1,19-50,2017,20.16
Blue Earth,13,2,2,1,0,51+,2017,17.17
Blue Earth,13,3,2,2,1,19-50,2017,12.32
Blue Earth,13,3,2,1.5,1,19-50,2017,15.13
Blue Earth,13,2,2,1.5,0,19-50,2017,11.48
Blue Earth,13,4,1,1,3,19-50,2017,30.52
Blue Earth,13,5,2,1,3,19-50,2017,26.63
Blue Earth,13,4,2,1,2,19-50,2017,25.04
Blue Earth,13,6,2,1.5,4,19-50,2017,21.58
Blue Earth,13,2,2,1.5,0,51+,2017,11.72
Blue Earth,13,3,1,1,2,19-50,2017,28.77
Blue Earth,13,2,2,1,0,19-50,2017,16.82
Blue Earth,13,5,2,2,3,19-50,2017,16.59
Blue Earth,13,6,2,1,4,19-50,2017,28.61
Dodge,39,4,2,2,2,19-50,2017,17.41
Dodge,39,6,2,1,4,19-50,2017,31.05
Dodge,39,2,2,1.5,0,51+,2017,12.67
Dodge,39,1,1,1,0,19-50,2017,15.06
Dodge,39,6,2,1.5,4,19-50,2017,23.55
Dodge,39,4,2,1,2,19-50,2017,27.47
Dodge,39,2,2,1.5,0,19-50,2017,12.42
Dodge,39,5,1,1,4,19-50,2017,35.38
Dodge,39,3,2,1,1,19-50,2017,22.63
Dodge,39,2,1,1,1,19-50,2017,22.89
Dodge,39,2,2,1,0,51+,2017,18.52
Dodge,39,3,2,2,1,19-50,2017,13.79
Dodge,39,1,1,1,0,51+,2017,15.23
Dodge,39,3,2,1.5,1,19-50,2017,16.95
Dodge,39,2,2,2,0,19-50,2017,9.31
Dodge,39,2,2,1,0,19-50,2017,18.16
Dodge,39,2,2,2,0,51+,2017,9.5
Becker,5,2,2,1.5,0,51+,2017,11.64
Becker,5,2,2,2,0,19-50,2017,8.54
Becker,5,1,1,1,0,19-50,2017,13.5
Becker,5,3,2,1,1,19-50,2017,20.39
Becker,5,2,1,1,1,19-50,2017,20
Becker,5,5,2,1.5,3,19-50,2017,19.8
Becker,5,3,2,1.5,1,19-50,2017,15.23
Becker,5,2,2,2,0,51+,2017,8.73
Becker,5,5,1,1,4,19-50,2017,31.4
Becker,5,1,1,1,0,51+,2017,13.67
Becker,5,3,1,1,2,19-50,2017,27.75
Becker,5,5,2,2,3,19-50,2017,16.21
Becker,5,2,2,1.5,0,19-50,2017,11.39
Becker,5,6,2,1,4,19-50,2017,28.27
Becker,5,2,2,1,0,19-50,2017,16.7
Becker,5,4,2,1.5,2,19-50,2017,18.66
Becker,5,3,2,2,1,19-50,2017,12.36
Aitkin,1,1,1,1,0,19-50,2017,14.13
Aitkin,1,3,2,2,1,19-50,2017,14.38
Aitkin,1,5,1,1,4,19-50,2017,37.21
Aitkin,1,4,2,1,2,19-50,2017,25.34
Aitkin,1,2,2,2,0,19-50,2017,8.82
Aitkin,1,6,2,1,4,19-50,2017,29.28
Aitkin,1,4,2,2,2,19-50,2017,18.2
Aitkin,1,4,2,1.5,2,19-50,2017,20.91
Aitkin,1,2,2,1,0,19-50,2017,17.23
Aitkin,1,5,2,1,3,19-50,2017,27.16
Aitkin,1,3,2,1,1,19-50,2017,21.38
Aitkin,1,2,2,2,0,51+,2017,9.01
Aitkin,1,1,1,1,0,51+,2017,14.31
Aitkin,1,5,2,2,3,19-50,2017,19.1
Aitkin,1,2,2,1,0,51+,2017,17.58
Aitkin,1,2,2,1.5,0,51+,2017,12.01
Aitkin,1,5,2,1.5,3,19-50,2017,22.09
Aitkin,1,3,1,1,2,19-50,2017,33.41
Aitkin,1,2,2,1.5,0,19-50,2017,11.76
Aitkin,1,6,2,2,4,19-50,2017,20.16
Aitkin,1,3,2,1.5,1,19-50,2017,16.96
Aitkin,1,4,1,1,3,19-50,2017,35.39
Aitkin,1,2,1,1,1,19-50,2017,23.9
Aitkin,1,6,2,1.5,4,19-50,2017,23.5
Crow Wing,35,2,1,1,1,19-50,2017,22.11
Crow Wing,35,4,2,2,2,19-50,2017,17.05
Crow Wing,35,6,2,1,4,19-50,2017,28.83
Crow Wing,35,3,2,1,1,19-50,2017,21.14
Crow Wing,35,2,2,1,0,51+,2017,17.38
Crow Wing,35,1,1,1,0,51+,2017,14.06
Crow Wing,35,6,2,1.5,4,19-50,2017,22.53
Crow Wing,35,5,2,2,3,19-50,2017,17.9
Crow Wing,35,4,2,1,2,19-50,2017,25.03
Crow Wing,35,2,2,1.5,0,51+,2017,11.87
Crow Wing,35,2,2,2,0,51+,2017,8.9
Crow Wing,35,4,1,1,3,19-50,2017,33.05
Crow Wing,35,3,2,2,1,19-50,2017,13.35
Crow Wing,35,3,1,1,2,19-50,2017,31.15
Crow Wing,35,2,2,2,0,19-50,2017,8.71
Crow Wing,35,3,2,1.5,1,19-50,2017,16.17
