countyName,countyFIPS,familySize,numberAdults,numberWorkers,numberChildren,adultAge,year,yearlyCost
Lake,075,5,2,2,3,19-50,2017,69535
Lake,075,4,2,1,2,19-50,2017,50480
Lake,075,5,2,1,3,19-50,2017,54184
Lake,075,6,2,1.5,4,19-50,2017,67203
Lake,075,4,2,2,2,19-50,2017,65934
Lake,075,5,2,1.5,3,19-50,2017,62869
Meeker,093,5,2,1,3,19-50,2017,56503
Meeker,093,5,2,1.5,3,19-50,2017,64519
Meeker,093,6,2,1.5,4,19-50,2017,68901
Meeker,093,3,1,1,2,19-50,2017,60628
Meeker,093,2,2,2,0,51+,2017,38416
Meeker,093,1,1,1,0,51+,2017,30439
Meeker,093,2,2,1,0,51+,2017,37480
Meeker,093,6,2,2,4,19-50,2017,74975
Meeker,093,3,2,1,1,19-50,2017,45019
Meeker,093,5,1,1,4,19-50,2017,68415
Meeker,093,2,2,1,0,19-50,2017,36739
Meeker,093,5,2,2,3,19-50,2017,70567
Meeker,093,4,2,1,2,19-50,2017,52750
Meeker,093,2,2,1.5,0,19-50,2017,37641
Meeker,093,4,2,1.5,2,19-50,2017,60848
Meeker,093,2,2,1.5,0,51+,2017,38416
Meeker,093,4,1,1,3,19-50,2017,64751
Meeker,093,3,2,2,1,19-50,2017,53619
Meeker,093,4,2,2,2,19-50,2017,66870
Meeker,093,3,2,1.5,1,19-50,2017,49945
Meeker,093,2,1,1,1,19-50,2017,43583
Meeker,093,2,2,2,0,19-50,2017,37641
Meeker,093,6,2,1,4,19-50,2017,60892
Meeker,093,1,1,1,0,19-50,2017,30076
Polk,119,2,1,1,1,19-50,2017,42294
Polk,119,3,2,2,1,19-50,2017,51561
Polk,119,1,1,1,0,19-50,2017,28149
Polk,119,1,1,1,0,51+,2017,28512
Polk,119,4,1,1,3,19-50,2017,65800
Polk,119,3,2,1.5,1,19-50,2017,47769
Polk,119,2,2,2,0,51+,2017,36315
Polk,119,4,2,1.5,2,19-50,2017,61887
Polk,119,3,1,1,2,19-50,2017,62012
Polk,119,2,2,1.5,0,51+,2017,36315
Polk,119,5,2,2,3,19-50,2017,71457
Polk,119,2,2,1,0,19-50,2017,34736
Polk,119,6,2,1,4,19-50,2017,61048
Polk,119,2,2,2,0,19-50,2017,35555
Polk,119,3,2,1,1,19-50,2017,42810
Polk,119,5,2,1,3,19-50,2017,56920
Polk,119,5,2,1.5,3,19-50,2017,65235
Polk,119,6,2,1.5,4,19-50,2017,69408
Polk,119,5,1,1,4,19-50,2017,69128
Polk,119,2,2,1.5,0,19-50,2017,35555
Polk,119,6,2,2,4,19-50,2017,75656
Polk,119,2,2,1,0,51+,2017,35463
Polk,119,4,2,1,2,19-50,2017,53550
Polk,119,4,2,2,2,19-50,2017,68120
Scott,139,5,2,1,3,19-50,2017,68016
Scott,139,2,2,1,0,51+,2017,41705
Scott,139,5,2,1.5,3,19-50,2017,85095
Scott,139,6,2,1.5,4,19-50,2017,89407
Scott,139,6,2,2,4,19-50,2017,104708
Scott,139,3,2,1.5,1,19-50,2017,61422
Scott,139,2,2,2,0,51+,2017,42790
Scott,139,4,2,1,2,19-50,2017,64579
Scott,139,4,2,2,2,19-50,2017,96382
Scott,139,3,2,1,1,19-50,2017,51658
Scott,139,2,2,1.5,0,51+,2017,42790
Scott,139,2,2,1.5,0,19-50,2017,42015
Scott,139,3,1,1,2,19-50,2017,91053
Kandiyohi,067,5,2,2,3,19-50,2017,67732
Kandiyohi,067,2,2,1.5,0,19-50,2017,33362
Kandiyohi,067,3,1,1,2,19-50,2017,58361
Kandiyohi,067,2,1,1,1,19-50,2017,39832
Kandiyohi,067,2,2,1,0,19-50,2017,32646
Kandiyohi,067,2,2,1,0,51+,2017,33388
Kandiyohi,067,2,2,2,0,51+,2017,34135
Kandiyohi,067,4,1,1,3,19-50,2017,62194
Kandiyohi,067,3,2,1.5,1,19-50,2017,45104
Kandiyohi,067,5,1,1,4,19-50,2017,65555
Kandiyohi,067,1,1,1,0,51+,2017,26398
Kandiyohi,067,3,2,2,1,19-50,2017,49131
Kandiyohi,067,4,2,1.5,2,19-50,2017,57836
Kandiyohi,067,2,2,1.5,0,51+,2017,34135
Lake of the Woods,077,5,2,2,3,19-50,2017,66869
Lake of the Woods,077,4,2,1.5,2,19-50,2017,57513
Lake of the Woods,077,3,1,1,2,19-50,2017,57396
Lake of the Woods,077,1,1,1,0,19-50,2017,26633
Lake of the Woods,077,1,1,1,0,51+,2017,26996
Lake of the Woods,077,3,2,2,1,19-50,2017,49204
Lake of the Woods,077,2,2,2,0,19-50,2017,33957
Lake of the Woods,077,4,1,1,3,19-50,2017,61286
Lake of the Woods,077,2,2,2,0,51+,2017,34739
Lake of the Woods,077,2,2,1.5,0,51+,2017,34739
Lake of the Woods,077,3,2,1,1,19-50,2017,40592
Lake of the Woods,077,2,1,1,1,19-50,2017,39736
Lake of the Woods,077,2,2,1,0,51+,2017,33962
Lake of the Woods,077,2,2,1.5,0,19-50,2017,33957
Lake of the Woods,077,5,1,1,4,19-50,2017,64710
Lake of the Woods,077,6,2,2,4,19-50,2017,71100
Lake of the Woods,077,4,2,1,2,19-50,2017,49544
Lake of the Woods,077,6,2,1,4,19-50,2017,57612
Lake of the Woods,077,6,2,1.5,4,19-50,2017,65246
Lake of the Woods,077,3,2,1.5,1,19-50,2017,45535
Lake of the Woods,077,4,2,2,2,19-50,2017,63413
Lake of the Woods,077,5,2,1.5,3,19-50,2017,60936
Lake of the Woods,077,5,2,1,3,19-50,2017,53149
Lake of the Woods,077,2,2,1,0,19-50,2017,33220
Marshall,089,2,2,1,0,19-50,2017,35372
Marshall,089,2,2,1.5,0,19-50,2017,36206
Marshall,089,6,2,1,4,19-50,2017,61620
Marshall,089,2,2,1,0,51+,2017,36099
Marshall,089,5,2,1,3,19-50,2017,57227
Marshall,089,2,2,1.5,0,51+,2017,36966
Marshall,089,4,2,2,2,19-50,2017,65984
Marshall,089,3,2,1.5,1,19-50,2017,47615
Marshall,089,3,2,1,1,19-50,2017,43154
Marshall,089,6,2,1.5,4,19-50,2017,68891
Marshall,089,1,1,1,0,51+,2017,28947
Marshall,089,6,2,2,4,19-50,2017,74186
Marshall,089,5,2,1.5,3,19-50,2017,64444
Marshall,089,5,1,1,4,19-50,2017,67534
Marshall,089,4,2,1,2,19-50,2017,53470
Marshall,089,3,1,1,2,19-50,2017,59688
Marshall,089,2,2,2,0,51+,2017,36966
Marshall,089,4,1,1,3,19-50,2017,63838
Marshall,089,1,1,1,0,19-50,2017,28599
Marshall,089,5,2,2,3,19-50,2017,69714
Marshall,089,2,2,2,0,19-50,2017,36206
Marshall,089,2,1,1,1,19-50,2017,40854
Marshall,089,3,2,2,1,19-50,2017,50890
Marshall,089,4,2,1.5,2,19-50,2017,60741
Pope,121,4,2,1.5,2,19-50,2017,57953
Pope,121,1,1,1,0,51+,2017,26856
Pope,121,2,2,2,0,19-50,2017,33836
Pope,121,2,2,1,0,19-50,2017,33102
Pope,121,3,2,2,1,19-50,2017,49105
Pope,121,6,2,1.5,4,19-50,2017,65701
Pope,121,2,2,1.5,0,51+,2017,34603
Pope,121,4,1,1,3,19-50,2017,62028
Pope,121,2,2,1,0,51+,2017,33829
Pope,121,5,2,1,3,19-50,2017,53223
Pope,121,2,2,1.5,0,19-50,2017,33836
Pope,121,5,1,1,4,19-50,2017,65420
Pope,121,6,2,2,4,19-50,2017,71874
Pope,121,5,2,1.5,3,19-50,2017,61360
Pope,121,3,2,1,1,19-50,2017,40502
Pope,121,3,2,1.5,1,19-50,2017,45433
Pope,121,1,1,1,0,19-50,2017,26493
Pope,121,2,1,1,1,19-50,2017,39699
Pope,121,2,2,2,0,51+,2017,34603
Pope,121,5,2,2,3,19-50,2017,67611
Faribault,043,4,2,2,2,19-50,2017,62463
Faribault,043,6,2,1,4,19-50,2017,58170
Faribault,043,6,2,2,4,19-50,2017,70519
Faribault,043,3,2,1.5,1,19-50,2017,45400
Pennington,113,6,2,1.5,4,19-50,2017,61161
Pennington,113,6,2,2,4,19-50,2017,67492
Pennington,113,3,2,1,1,19-50,2017,38154
Pennington,113,4,2,2,2,19-50,2017,60049
Pennington,113,5,1,1,4,19-50,2017,61241
Pennington,113,5,2,2,3,19-50,2017,63326
Pennington,113,6,2,1,4,19-50,2017,53323
Pennington,113,2,2,1,0,51+,2017,32372
Pennington,113,2,2,1.5,0,19-50,2017,32317
Pennington,113,4,2,1,2,19-50,2017,45120
Pennington,113,3,2,2,1,19-50,2017,46939
Pennington,113,2,2,2,0,19-50,2017,32317
Pennington,113,5,2,1,3,19-50,2017,48661
Pennington,113,1,1,1,0,19-50,2017,25084
Pennington,113,5,2,1.5,3,19-50,2017,56787
Pennington,113,3,2,1.5,1,19-50,2017,43231
Pennington,113,2,2,2,0,51+,2017,33083
Pennington,113,2,2,1.5,0,51+,2017,33083
Pennington,113,1,1,1,0,51+,2017,25449
Pennington,113,2,1,1,1,19-50,2017,37973
Pennington,113,3,1,1,2,19-50,2017,54317
Pennington,113,4,1,1,3,19-50,2017,58007
Pennington,113,4,2,1.5,2,19-50,2017,53335
Pennington,113,2,2,1,0,19-50,2017,31620
Pine,115,3,1,1,2,19-50,2017,68281
Pine,115,4,2,1.5,2,19-50,2017,66782
Pine,115,4,1,1,3,19-50,2017,72627
Pine,115,5,1,1,4,19-50,2017,76685
Pine,115,2,2,2,0,19-50,2017,39755
Pine,115,3,2,1,1,19-50,2017,48611
Pine,115,2,2,1.5,0,51+,2017,40531
Pine,115,1,1,1,0,19-50,2017,32108
Pine,115,2,2,1,0,19-50,2017,38761
Pine,115,2,2,2,0,51+,2017,40531
Pine,115,5,2,1.5,3,19-50,2017,70663
Pine,115,1,1,1,0,51+,2017,32471
Pine,115,5,2,2,3,19-50,2017,78730
Pine,115,6,2,2,4,19-50,2017,83275
Pine,115,3,2,2,1,19-50,2017,58820
Pine,115,3,2,1.5,1,19-50,2017,54438
Pine,115,2,2,1.5,0,19-50,2017,39755
Pine,115,2,2,1,0,51+,2017,39513
Pine,115,4,2,2,2,19-50,2017,74848
Pine,115,6,2,1,4,19-50,2017,65059
Pine,115,5,2,1,3,19-50,2017,60694
Pine,115,6,2,1.5,4,19-50,2017,75158
Pine,115,4,2,1,2,19-50,2017,56963
Pine,115,2,1,1,1,19-50,2017,48255
Ramsey,123,4,2,2,2,19-50,2017,102767
Ramsey,123,6,2,1,4,19-50,2017,72693
Ramsey,123,2,1,1,1,19-50,2017,62800
Ramsey,123,4,2,1,2,19-50,2017,64484
Ramsey,123,3,2,2,1,19-50,2017,73777
Ramsey,123,4,2,1.5,2,19-50,2017,84771
Ramsey,123,6,2,1.5,4,19-50,2017,92988
Ramsey,123,2,2,1,0,51+,2017,41519
Ramsey,123,2,2,2,0,19-50,2017,41841
Ramsey,123,5,2,1,3,19-50,2017,68063
Ramsey,123,6,2,2,4,19-50,2017,111572
Ramsey,123,5,1,1,4,19-50,2017,105970
Ramsey,123,5,2,2,3,19-50,2017,106710
Ramsey,123,5,2,1.5,3,19-50,2017,88452
Ramsey,123,4,1,1,3,19-50,2017,101990
Ramsey,123,2,2,2,0,51+,2017,42600
Ramsey,123,2,2,1.5,0,19-50,2017,41841
Ramsey,123,1,1,1,0,19-50,2017,33760
Ramsey,123,3,2,1.5,1,19-50,2017,63457
Ramsey,123,3,2,1,1,19-50,2017,51388
Ramsey,123,2,2,1.5,0,51+,2017,42600
Ramsey,123,1,1,1,0,51+,2017,34107
Ramsey,123,3,1,1,2,19-50,2017,97483
Ramsey,123,2,2,1,0,19-50,2017,40777
Red Lake,125,2,2,1.5,0,51+,2017,36876
Red Lake,125,4,2,1.5,2,19-50,2017,58534
Red Lake,125,2,2,1,0,19-50,2017,35267
Red Lake,125,3,2,2,1,19-50,2017,49611
Red Lake,125,2,2,1.5,0,19-50,2017,36100
Red Lake,125,2,1,1,1,19-50,2017,39837
Martin,091,2,2,1.5,0,19-50,2017,33204
Martin,091,1,1,1,0,19-50,2017,25876
Martin,091,2,2,1,0,19-50,2017,32493
Martin,091,5,1,1,4,19-50,2017,62255
Martin,091,2,2,2,0,19-50,2017,33204
Martin,091,2,1,1,1,19-50,2017,38338
Martin,091,5,2,1.5,3,19-50,2017,58707
Martin,091,4,2,2,2,19-50,2017,60980
Martin,091,4,2,1.5,2,19-50,2017,55168
Martin,091,4,2,1,2,19-50,2017,47810
Martin,091,6,2,1,4,19-50,2017,56007
Martin,091,2,2,1.5,0,51+,2017,33957
Martin,091,3,1,1,2,19-50,2017,55061
Martin,091,3,2,1.5,1,19-50,2017,44252
Nicollet,103,2,2,1,0,19-50,2017,35024
Nicollet,103,4,2,1.5,2,19-50,2017,61010
Nicollet,103,6,2,2,4,19-50,2017,75000
Nicollet,103,3,2,1,1,19-50,2017,42015
Nicollet,103,3,2,2,1,19-50,2017,51467
Nicollet,103,1,1,1,0,19-50,2017,28612
Nicollet,103,2,2,2,0,19-50,2017,35861
Nicollet,103,2,2,1,0,51+,2017,35765
Nicollet,103,5,1,1,4,19-50,2017,68586
Nicollet,103,2,1,1,1,19-50,2017,42406
Nicollet,103,2,2,1.5,0,51+,2017,36636
Nicollet,103,4,2,2,2,19-50,2017,67657
Nicollet,103,4,2,1,2,19-50,2017,52165
Nicollet,103,5,2,2,3,19-50,2017,70882
Nicollet,103,2,2,2,0,51+,2017,36636
Nicollet,103,2,2,1.5,0,19-50,2017,35861
Nicollet,103,5,2,1.5,3,19-50,2017,64246
Nicollet,103,5,2,1,3,19-50,2017,55467
Nicollet,103,1,1,1,0,51+,2017,29024
Nicollet,103,4,1,1,3,19-50,2017,65353
Nicollet,103,3,2,1.5,1,19-50,2017,47338
Nicollet,103,6,2,1,4,19-50,2017,59626
Nicollet,103,3,1,1,2,19-50,2017,61661
Nicollet,103,6,2,1.5,4,19-50,2017,68338
Nobles,105,5,1,1,4,19-50,2017,62071
Nobles,105,4,1,1,3,19-50,2017,58741
Nobles,105,5,2,2,3,19-50,2017,64181
Fillmore,045,5,1,1,4,19-50,2017,69491
Fillmore,045,3,1,1,2,19-50,2017,61575
Fillmore,045,6,2,1,4,19-50,2017,61782
Fillmore,045,1,1,1,0,19-50,2017,29186
Fillmore,045,2,2,2,0,51+,2017,37497
Fillmore,045,4,2,1,2,19-50,2017,53626
Fillmore,045,2,2,1.5,0,51+,2017,37497
Freeborn,047,3,1,1,2,19-50,2017,55643
Freeborn,047,4,2,1,2,19-50,2017,47483
Freeborn,047,6,2,1,4,19-50,2017,55779
Freeborn,047,6,2,2,4,19-50,2017,69300
Freeborn,047,2,2,2,0,19-50,2017,33767
Freeborn,047,4,2,1.5,2,19-50,2017,55335
Freeborn,047,3,2,1.5,1,19-50,2017,45515
Freeborn,047,2,2,1,0,19-50,2017,33038
Freeborn,047,5,1,1,4,19-50,2017,62949
Freeborn,047,2,2,2,0,51+,2017,34549
Freeborn,047,1,1,1,0,51+,2017,26807
Freeborn,047,5,2,1.5,3,19-50,2017,58922
Freeborn,047,4,1,1,3,19-50,2017,59524
Freeborn,047,2,2,1,0,51+,2017,33780
Freeborn,047,6,2,1.5,4,19-50,2017,63295
Freeborn,047,2,2,1.5,0,51+,2017,34549
Freeborn,047,2,2,1.5,0,19-50,2017,33767
Freeborn,047,5,2,2,3,19-50,2017,65038
Freeborn,047,1,1,1,0,19-50,2017,26444
Freeborn,047,3,2,2,1,19-50,2017,49421
Freeborn,047,2,1,1,1,19-50,2017,39987
Freeborn,047,3,2,1,1,19-50,2017,40340
Freeborn,047,4,2,2,2,19-50,2017,61565
Freeborn,047,5,2,1,3,19-50,2017,51081
Hubbard,057,2,2,1,0,51+,2017,34784
Hubbard,057,5,2,1,3,19-50,2017,55789
Hubbard,057,2,1,1,1,19-50,2017,41010
Hubbard,057,4,1,1,3,19-50,2017,63927
Hubbard,057,6,2,1.5,4,19-50,2017,68058
Hubbard,057,5,2,1.5,3,19-50,2017,63740
Hubbard,057,2,2,1.5,0,19-50,2017,34829
Hubbard,057,2,2,2,0,19-50,2017,34829
Hubbard,057,4,2,1,2,19-50,2017,52119
Hubbard,057,6,2,2,4,19-50,2017,74005
Mille Lacs,095,4,2,1.5,2,19-50,2017,70181
Mille Lacs,095,6,2,2,4,19-50,2017,87700
Mille Lacs,095,4,1,1,3,19-50,2017,77311
Mille Lacs,095,3,2,1.5,1,19-50,2017,56255
Mille Lacs,095,2,1,1,1,19-50,2017,50948
Mille Lacs,095,1,1,1,0,19-50,2017,33272
Mille Lacs,095,3,2,1,1,19-50,2017,49354
Mille Lacs,095,5,2,2,3,19-50,2017,83215
Mille Lacs,095,4,2,1,2,19-50,2017,59114
Mille Lacs,095,6,2,1,4,19-50,2017,67147
Mille Lacs,095,2,2,1.5,0,51+,2017,41807
Mille Lacs,095,3,2,2,1,19-50,2017,61482
Mille Lacs,095,2,2,1,0,51+,2017,40758
Mille Lacs,095,2,2,2,0,19-50,2017,41014
Mille Lacs,095,5,1,1,4,19-50,2017,81303
Mille Lacs,095,3,1,1,2,19-50,2017,73002
Mille Lacs,095,2,2,2,0,51+,2017,41807
Mille Lacs,095,2,2,1,0,19-50,2017,39982
Mille Lacs,095,1,1,1,0,51+,2017,33635
Mille Lacs,095,4,2,2,2,19-50,2017,79363
Mille Lacs,095,2,2,1.5,0,19-50,2017,41014
Mower,099,3,2,2,1,19-50,2017,50918
Mower,099,2,2,1,0,19-50,2017,33561
Mower,099,2,2,1.5,0,51+,2017,35116
Mower,099,4,1,1,3,19-50,2017,63041
Mower,099,5,2,1.5,3,19-50,2017,61809
Mower,099,2,2,1.5,0,19-50,2017,34330
Mower,099,6,2,1,4,19-50,2017,57572
Mower,099,1,1,1,0,51+,2017,27378
Mower,099,5,1,1,4,19-50,2017,66370
Mower,099,3,2,1,1,19-50,2017,41253
Mower,099,4,2,1.5,2,19-50,2017,58484
Mower,099,2,1,1,1,19-50,2017,41614
Mower,099,3,2,1.5,1,19-50,2017,46721
Mower,099,2,2,2,0,51+,2017,35116
Mower,099,2,2,2,0,19-50,2017,34330
Mower,099,4,2,2,2,19-50,2017,65177
Mower,099,1,1,1,0,19-50,2017,26986
Mower,099,5,2,2,3,19-50,2017,68569
Mower,099,3,1,1,2,19-50,2017,59239
Mower,099,6,2,2,4,19-50,2017,72783
Mower,099,4,2,1,2,19-50,2017,49629
Mower,099,6,2,1.5,4,19-50,2017,66102
Mower,099,5,2,1,3,19-50,2017,53130
Mower,099,2,2,1,0,51+,2017,34313
Murray,101,6,2,1.5,4,19-50,2017,64629
Murray,101,2,1,1,1,19-50,2017,39744
Murray,101,6,2,2,4,19-50,2017,70131
Murray,101,2,2,1.5,0,51+,2017,36405
Murray,101,5,2,1.5,3,19-50,2017,60036
Murray,101,2,2,2,0,19-50,2017,35645
Murray,101,1,1,1,0,51+,2017,28309
Murray,101,2,2,1.5,0,19-50,2017,35645
Murray,101,2,2,2,0,51+,2017,36405
Murray,101,2,2,1,0,51+,2017,35559
Murray,101,4,2,1.5,2,19-50,2017,56303
Murray,101,5,2,2,3,19-50,2017,65675
Murray,101,3,2,1,1,19-50,2017,41542
Murray,101,4,2,1,2,19-50,2017,48840
Murray,101,5,2,1,3,19-50,2017,52653
Murray,101,1,1,1,0,19-50,2017,27961
Murray,101,4,2,2,2,19-50,2017,62026
Murray,101,4,1,1,3,19-50,2017,59947
Murray,101,6,2,1,4,19-50,2017,57400
Murray,101,3,2,1.5,1,19-50,2017,46138
Murray,101,3,1,1,2,19-50,2017,55908
Murray,101,3,2,2,1,19-50,2017,49502
Murray,101,2,2,1,0,19-50,2017,34832
Murray,101,5,1,1,4,19-50,2017,63578
Pipestone,117,2,2,1.5,0,19-50,2017,35752
Pipestone,117,2,2,1,0,19-50,2017,34931
Pipestone,117,3,1,1,2,19-50,2017,58599
Pipestone,117,3,2,1.5,1,19-50,2017,45742
Pipestone,117,6,2,1,4,19-50,2017,58870
Pipestone,117,2,2,1,0,51+,2017,35673
Pipestone,117,1,1,1,0,19-50,2017,28100
Pipestone,117,3,2,2,1,19-50,2017,49276
Pipestone,117,2,2,2,0,51+,2017,36527
Pipestone,117,4,2,2,2,19-50,2017,64677
Pipestone,117,2,2,1.5,0,51+,2017,36527
Pipestone,117,6,2,2,4,19-50,2017,72573
Pipestone,117,4,2,1,2,19-50,2017,50732
Le Sueur,079,3,2,1,1,19-50,2017,45288
Le Sueur,079,1,1,1,0,51+,2017,30170
Le Sueur,079,2,2,2,0,19-50,2017,37295
Le Sueur,079,4,1,1,3,19-50,2017,69655
Le Sueur,079,2,2,1.5,0,19-50,2017,37295
Le Sueur,079,2,2,1,0,51+,2017,37153
Le Sueur,079,5,2,2,3,19-50,2017,75614
Le Sueur,079,5,1,1,4,19-50,2017,73303
Le Sueur,079,4,2,1.5,2,19-50,2017,65059
Le Sueur,079,5,2,1.5,3,19-50,2017,68746
Le Sueur,079,6,2,2,4,19-50,2017,79989
Le Sueur,079,3,2,1.5,1,19-50,2017,50857
Le Sueur,079,2,2,1,0,19-50,2017,36411
Le Sueur,079,6,2,1.5,4,19-50,2017,73095
Le Sueur,079,3,1,1,2,19-50,2017,65516
Le Sueur,079,6,2,1,4,19-50,2017,64175
Le Sueur,079,5,2,1,3,19-50,2017,59951
Le Sueur,079,4,2,2,2,19-50,2017,71900
Le Sueur,079,4,2,1,2,19-50,2017,56379
Le Sueur,079,2,2,1.5,0,51+,2017,38071
Le Sueur,079,1,1,1,0,19-50,2017,29807
Mahnomen,087,6,2,1,4,19-50,2017,56765
Mahnomen,087,3,2,1,1,19-50,2017,41267
Mahnomen,087,2,2,1,0,19-50,2017,34286
Mahnomen,087,1,1,1,0,19-50,2017,27623
Mahnomen,087,3,2,2,1,19-50,2017,50007
Mahnomen,087,4,2,1.5,2,19-50,2017,56496
Mahnomen,087,2,2,1.5,0,19-50,2017,35083
Mahnomen,087,2,2,2,0,51+,2017,35843
Mahnomen,087,3,2,1.5,1,19-50,2017,46254
Mahnomen,087,1,1,1,0,51+,2017,27986
Mahnomen,087,2,2,1.5,0,51+,2017,35843
Mahnomen,087,3,1,1,2,19-50,2017,56720
Mahnomen,087,5,2,2,3,19-50,2017,66257
Mahnomen,087,2,2,2,0,19-50,2017,35083
Mahnomen,087,2,2,1,0,51+,2017,35024
Mahnomen,087,6,2,2,4,19-50,2017,70552
Mahnomen,087,4,2,1,2,19-50,2017,48440
Mahnomen,087,5,2,1,3,19-50,2017,52114
Mahnomen,087,6,2,1.5,4,19-50,2017,64405
Mahnomen,087,4,1,1,3,19-50,2017,60649
Scott,139,2,2,1,0,19-50,2017,40947
Scott,139,4,2,1.5,2,19-50,2017,81715
Scott,139,1,1,1,0,19-50,2017,34170
Scott,139,4,1,1,3,19-50,2017,95351
Scott,139,3,2,2,1,19-50,2017,69490
Scott,139,5,2,2,3,19-50,2017,100088
Scott,139,6,2,1,4,19-50,2017,72424
Scott,139,1,1,1,0,51+,2017,34533
Scott,139,2,2,2,0,19-50,2017,42015
Scott,139,5,1,1,4,19-50,2017,99144
Scott,139,2,1,1,1,19-50,2017,58554
Todd,153,3,2,2,1,19-50,2017,50994
Todd,153,2,2,2,0,51+,2017,36554
Todd,153,1,1,1,0,19-50,2017,28347
Todd,153,6,2,1,4,19-50,2017,58700
Todd,153,2,2,2,0,19-50,2017,35779
Todd,153,5,2,2,3,19-50,2017,67870
Todd,153,5,1,1,4,19-50,2017,65751
Todd,153,4,1,1,3,19-50,2017,62136
Todd,153,4,2,1.5,2,19-50,2017,58312
Todd,153,2,1,1,1,19-50,2017,41041
Todd,153,2,2,1.5,0,51+,2017,36554
Todd,153,3,1,1,2,19-50,2017,58097
Todd,153,3,2,1,1,19-50,2017,43171
Todd,153,2,2,1,0,19-50,2017,34966
Todd,153,4,2,2,2,19-50,2017,64221
Todd,153,5,2,1,3,19-50,2017,54228
Todd,153,4,2,1,2,19-50,2017,50467
Todd,153,1,1,1,0,51+,2017,28710
Todd,153,3,2,1.5,1,19-50,2017,47666
Todd,153,2,2,1.5,0,19-50,2017,35779
Todd,153,6,2,2,4,19-50,2017,72197
Todd,153,6,2,1.5,4,19-50,2017,66333
Todd,153,5,2,1.5,3,19-50,2017,61927
Todd,153,2,2,1,0,51+,2017,35708
Watonwan,165,6,2,2,4,19-50,2017,69801
Watonwan,165,5,2,1.5,3,19-50,2017,59732
Watonwan,165,2,2,1,0,51+,2017,34095
Watonwan,165,5,2,1,3,19-50,2017,52140
Watonwan,165,6,2,1.5,4,19-50,2017,64015
Watonwan,165,3,2,1,1,19-50,2017,39729
Mahnomen,087,2,1,1,1,19-50,2017,40396
Mahnomen,087,4,2,2,2,19-50,2017,62736
Mahnomen,087,5,1,1,4,19-50,2017,64153
Mahnomen,087,5,2,1.5,3,19-50,2017,60078
Morrison,097,4,2,2,2,19-50,2017,67248
Morrison,097,5,2,1,3,19-50,2017,56679
Morrison,097,5,1,1,4,19-50,2017,68833
Morrison,097,2,2,2,0,51+,2017,37314
Morrison,097,6,2,1.5,4,19-50,2017,69185
Morrison,097,2,2,2,0,19-50,2017,36539
Morrison,097,2,1,1,1,19-50,2017,42828
Morrison,097,2,2,1,0,19-50,2017,35693
Morrison,097,4,2,1.5,2,19-50,2017,61083
Morrison,097,5,2,2,3,19-50,2017,70977
Morrison,097,5,2,1.5,3,19-50,2017,64786
Morrison,097,2,2,1,0,51+,2017,36434
Morrison,097,4,1,1,3,19-50,2017,65136
Morrison,097,1,1,1,0,19-50,2017,29026
Morrison,097,3,2,1.5,1,19-50,2017,49195
Morrison,097,3,2,2,1,19-50,2017,52963
Morrison,097,1,1,1,0,51+,2017,29412
Morrison,097,4,2,1,2,19-50,2017,52897
Morrison,097,3,2,1,1,19-50,2017,44212
Morrison,097,6,2,1,4,19-50,2017,61073
Morrison,097,3,1,1,2,19-50,2017,60981
Morrison,097,6,2,2,4,19-50,2017,75401
Morrison,097,2,2,1.5,0,19-50,2017,36539
Morrison,097,2,2,1.5,0,51+,2017,37314
Wabasha,157,3,1,1,2,19-50,2017,66446
Wabasha,157,5,2,2,3,19-50,2017,76155
Wabasha,157,2,2,1.5,0,51+,2017,37044
Wabasha,157,2,2,1.5,0,19-50,2017,36269
Wabasha,157,2,2,1,0,19-50,2017,35424
Wabasha,157,5,2,1,3,19-50,2017,57884
Wabasha,157,4,2,1.5,2,19-50,2017,64535
Wabasha,157,1,1,1,0,19-50,2017,28808
Wabasha,157,4,2,1,2,19-50,2017,54407
Wabasha,157,1,1,1,0,51+,2017,29199
Wabasha,157,6,2,2,4,19-50,2017,80418
Wabasha,157,4,2,2,2,19-50,2017,72650
Wabasha,157,3,2,2,1,19-50,2017,53534
Pipestone,117,3,2,1,1,19-50,2017,40956
Pipestone,117,1,1,1,0,51+,2017,28463
Pipestone,117,4,2,1.5,2,19-50,2017,58723
Pipestone,117,4,1,1,3,19-50,2017,62528
Pipestone,117,2,2,2,0,19-50,2017,35752
Pipestone,117,2,1,1,1,19-50,2017,39688
Pipestone,117,5,1,1,4,19-50,2017,66017
Pipestone,117,5,2,2,3,19-50,2017,68230
Pipestone,117,6,2,1.5,4,19-50,2017,66640
Pipestone,117,5,2,1.5,3,19-50,2017,62323
Pipestone,117,5,2,1,3,19-50,2017,54371
Saint Louis,137,5,2,1.5,3,19-50,2017,62971
Saint Louis,137,2,2,1,0,51+,2017,34823
Saint Louis,137,6,2,1.5,4,19-50,2017,67127
Saint Louis,137,3,1,1,2,19-50,2017,61315
Saint Louis,137,2,1,1,1,19-50,2017,42307
Saint Louis,137,6,2,2,4,19-50,2017,74825
Saint Louis,137,2,2,2,0,19-50,2017,34880
Saint Louis,137,3,2,1.5,1,19-50,2017,47076
Saint Louis,137,2,2,2,0,51+,2017,35640
Saint Louis,137,2,2,1,0,19-50,2017,34082
