countyName,countyFIPS,familySize,numberAdults,numberWorkers,numberChildren,adultAge,year,yearlyCost
Wilkin,167,2,2,2,0,19-50,2018,34680
Wilkin,167,6,2,2,4,19-50,2018,70116
Wilkin,167,4,1,1,3,19-50,2018,59460
Wilkin,167,1,1,1,0,51+,2018,26352
Wilkin,167,6,2,1.5,4,19-50,2018,64308
Wilkin,167,5,2,1,3,19-50,2018,53292
Norman,107,4,2,1,2,19-50,2018,48948
Norman,107,6,2,1.5,4,19-50,2018,69408
Norman,107,5,2,1,3,19-50,2018,51900
Norman,107,2,2,1,0,19-50,2018,35004
Olmsted,109,2,2,1.5,0,19-50,2018,36300
Olmsted,109,5,2,1.5,3,19-50,2018,68592
Olmsted,109,6,2,1.5,4,19-50,2018,72756
Olmsted,109,3,2,1,1,19-50,2018,42792
Olmsted,109,4,2,1,2,19-50,2018,52128
Olmsted,109,2,1,1,1,19-50,2018,50700
Olmsted,109,4,2,1.5,2,19-50,2018,65712
Olmsted,109,2,2,1,0,51+,2018,35928
Olmsted,109,5,2,1,3,19-50,2018,54900
Olmsted,109,3,2,2,1,19-50,2018,60192
Olmsted,109,3,1,1,2,19-50,2018,72288
Olmsted,109,1,1,1,0,19-50,2018,27744
Olmsted,109,4,1,1,3,19-50,2018,75972
Olmsted,109,5,2,2,3,19-50,2018,81828
Olmsted,109,2,2,2,0,51+,2018,36792
Olmsted,109,5,1,1,4,19-50,2018,78924
Olmsted,109,3,2,1.5,1,19-50,2018,51828
Olmsted,109,2,2,2,0,19-50,2018,36300
Olmsted,109,6,2,2,4,19-50,2018,86004
Olmsted,109,1,1,1,0,51+,2018,27984
Olmsted,109,2,2,1.5,0,51+,2018,36792
Olmsted,109,4,2,2,2,19-50,2018,78936
Olmsted,109,6,2,1,4,19-50,2018,59100
Olmsted,109,2,2,1,0,19-50,2018,35460
Otter Tail,111,6,2,1,4,19-50,2018,57492
Otter Tail,111,3,2,1,1,19-50,2018,42360
Otter Tail,111,1,1,1,0,19-50,2018,27516
Otter Tail,111,5,2,1,3,19-50,2018,53004
Otter Tail,111,5,2,2,3,19-50,2018,66972
Otter Tail,111,5,1,1,4,19-50,2018,63360
Otter Tail,111,4,2,1.5,2,19-50,2018,57456
Otter Tail,111,3,2,1.5,1,19-50,2018,46608
Otter Tail,111,5,2,1.5,3,19-50,2018,60372
Otter Tail,111,3,2,2,1,19-50,2018,50664
Otter Tail,111,2,2,2,0,51+,2018,36684
Otter Tail,111,2,2,2,0,19-50,2018,36180
Otter Tail,111,6,2,2,4,19-50,2018,71256
Otter Tail,111,4,2,2,2,19-50,2018,64044
Otter Tail,111,1,1,1,0,51+,2018,27732
Pope,121,3,1,1,2,19-50,2018,56100
Pope,121,4,2,1,2,19-50,2018,50628
Pope,121,4,2,2,2,19-50,2018,63468
Pope,121,6,2,1,4,19-50,2018,57888
Washington,163,4,2,1,2,19-50,2018,61776
Washington,163,3,1,1,2,19-50,2018,97452
Washington,163,5,2,1.5,3,19-50,2018,85608
Washington,163,5,2,1,3,19-50,2018,64464
Washington,163,3,2,2,1,19-50,2018,71424
Washington,163,2,2,1.5,0,19-50,2018,41268
Washington,163,6,2,1.5,4,19-50,2018,89748
Washington,163,2,1,1,1,19-50,2018,61404
Washington,163,6,2,1,4,19-50,2018,68508
Washington,163,1,1,1,0,19-50,2018,32808
Washington,163,2,2,1,0,51+,2018,40776
Washington,163,1,1,1,0,51+,2018,33048
Washington,163,5,1,1,4,19-50,2018,104280
Washington,163,2,2,1.5,0,51+,2018,41832
Washington,163,4,1,1,3,19-50,2018,101292
Washington,163,2,2,2,0,51+,2018,41832
Washington,163,5,2,2,3,19-50,2018,106284
Washington,163,3,2,1,1,19-50,2018,48864
Washington,163,6,2,2,4,19-50,2018,110712
Washington,163,4,2,2,2,19-50,2018,103296
Washington,163,2,2,2,0,19-50,2018,41268
Washington,163,2,2,1,0,19-50,2018,40164
Washington,163,4,2,1.5,2,19-50,2018,82896
Washington,163,3,2,1.5,1,19-50,2018,60528
Wright,171,1,1,1,0,19-50,2018,33696
Wright,171,2,2,1,0,51+,2018,41652
Wright,171,1,1,1,0,51+,2018,33936
Wright,171,4,2,1,2,19-50,2018,62748
Wright,171,2,2,2,0,51+,2018,42732
Wright,171,2,2,1.5,0,51+,2018,42732
Wright,171,3,1,1,2,19-50,2018,81276
Wright,171,2,2,2,0,19-50,2018,42216
Wright,171,6,2,2,4,19-50,2018,95100
Wright,171,4,2,2,2,19-50,2018,88212
Wright,171,5,1,1,4,19-50,2018,87768
Wright,171,2,2,1.5,0,19-50,2018,42216
Wright,171,3,2,2,1,19-50,2018,63360
Nobles,105,4,2,2,2,19-50,2018,59916
Nobles,105,5,2,1.5,3,19-50,2018,56640
Nobles,105,5,2,1,3,19-50,2018,49752
Nobles,105,3,2,1,1,19-50,2018,39756
Nobles,105,4,2,1,2,19-50,2018,46836
Nobles,105,6,2,1.5,4,19-50,2018,60984
Nobles,105,2,2,1.5,0,19-50,2018,34128
Nobles,105,3,2,1.5,1,19-50,2018,43824
Nobles,105,6,2,2,4,19-50,2018,67056
Nobles,105,2,2,1.5,0,51+,2018,34644
Nobles,105,3,1,1,2,19-50,2018,52908
Nobles,105,2,2,2,0,51+,2018,34644
Nobles,105,2,2,1,0,51+,2018,33876
Nobles,105,2,2,2,0,19-50,2018,34128
Nobles,105,2,1,1,1,19-50,2018,38136
Nobles,105,1,1,1,0,51+,2018,26040
Nobles,105,1,1,1,0,19-50,2018,25824
Nobles,105,4,2,1.5,2,19-50,2018,53604
Nobles,105,2,2,1,0,19-50,2018,33384
Nobles,105,6,2,1,4,19-50,2018,54288
Nobles,105,3,2,2,1,19-50,2018,47520
Rock,133,2,2,1.5,0,51+,2018,35580
Rock,133,4,2,1,2,19-50,2018,50448
Rock,133,3,1,1,2,19-50,2018,62088
Rock,133,3,2,1,1,19-50,2018,40824
Rock,133,6,2,1,4,19-50,2018,57756
Rock,133,5,2,2,3,19-50,2018,72348
Rock,133,4,1,1,3,19-50,2018,65928
Rock,133,2,2,2,0,51+,2018,35580
Rock,133,1,1,1,0,51+,2018,26652
Rock,133,3,2,1.5,1,19-50,2018,46320
Rock,133,2,2,1,0,19-50,2018,34272
Rock,133,2,2,2,0,19-50,2018,35076
Rock,133,3,2,2,1,19-50,2018,51768
Rock,133,4,2,1.5,2,19-50,2018,60096
Rock,133,2,2,1,0,51+,2018,34764
Rock,133,5,2,1,3,19-50,2018,53328
Rock,133,2,2,1.5,0,19-50,2018,35076
Rock,133,6,2,2,4,19-50,2018,76632
Rock,133,4,2,2,2,19-50,2018,69408
Rock,133,5,2,1.5,3,19-50,2018,63048
Red Lake,125,5,2,2,3,19-50,2018,65520
Red Lake,125,5,1,1,4,19-50,2018,61812
Red Lake,125,1,1,1,0,19-50,2018,28848
Red Lake,125,3,2,1.5,1,19-50,2018,45876
Red Lake,125,3,2,1,1,19-50,2018,42204
Red Lake,125,2,2,2,0,19-50,2018,37524
Red Lake,125,2,2,1,0,51+,2018,37128
Red Lake,125,2,2,2,0,51+,2018,38052
Red Lake,125,3,1,1,2,19-50,2018,54912
Red Lake,125,5,2,1.5,3,19-50,2018,60324
Red Lake,125,6,2,1,4,19-50,2018,58308
Red Lake,125,4,2,2,2,19-50,2018,62556
Red Lake,125,6,2,1.5,4,19-50,2018,64716
Red Lake,125,1,1,1,0,51+,2018,29064
Red Lake,125,4,2,1,2,19-50,2018,50988
Red Lake,125,6,2,2,4,19-50,2018,69828
Red Lake,125,4,1,1,3,19-50,2018,58812
Red Lake,125,5,2,1,3,19-50,2018,53904
Sibley,143,6,2,1,4,19-50,2018,57924
Sibley,143,2,1,1,1,19-50,2018,39168
Sibley,143,3,2,1,1,19-50,2018,40740
Sibley,143,2,2,2,0,19-50,2018,35040
Sibley,143,5,2,1.5,3,19-50,2018,60888
Sibley,143,5,2,1,3,19-50,2018,53484
Sibley,143,6,2,2,4,19-50,2018,71856
Sibley,143,2,2,1,0,51+,2018,34752
Sibley,143,6,2,1.5,4,19-50,2018,65280
Sibley,143,2,2,2,0,51+,2018,35580
Sibley,143,3,2,2,1,19-50,2018,48852
Sibley,143,1,1,1,0,51+,2018,26616
Sibley,143,5,2,2,3,19-50,2018,67548
Sibley,143,4,2,2,2,19-50,2018,64596
Sibley,143,3,2,1.5,1,19-50,2018,44928
Sibley,143,2,2,1.5,0,19-50,2018,35040
Sibley,143,2,2,1,0,19-50,2018,34236
Sibley,143,4,1,1,3,19-50,2018,61080
Sibley,143,5,1,1,4,19-50,2018,64080
Sibley,143,1,1,1,0,19-50,2018,26376
Sibley,143,3,1,1,2,19-50,2018,57216
Sibley,143,4,2,1.5,2,19-50,2018,58020
Sibley,143,2,2,1.5,0,51+,2018,35580
Otter Tail,111,2,1,1,1,19-50,2018,40812
Otter Tail,111,4,1,1,3,19-50,2018,60420
Otter Tail,111,4,2,1,2,19-50,2018,50076
Otter Tail,111,2,2,1,0,51+,2018,35832
Otter Tail,111,6,2,1.5,4,19-50,2018,64740
Otter Tail,111,2,2,1,0,19-50,2018,35352
Otter Tail,111,2,2,1.5,0,19-50,2018,36180
Otter Tail,111,2,2,1.5,0,51+,2018,36684
Otter Tail,111,3,1,1,2,19-50,2018,56580
Swift,151,2,2,1.5,0,51+,2018,35064
Swift,151,3,1,1,2,19-50,2018,56160
Swift,151,2,2,1,0,19-50,2018,33780
Swift,151,3,2,1.5,1,19-50,2018,44160
Swift,151,3,2,2,1,19-50,2018,47676
Swift,151,2,2,1,0,51+,2018,34260
Swift,151,3,2,1,1,19-50,2018,40200
Swift,151,6,2,1.5,4,19-50,2018,64800
Swift,151,6,2,2,4,19-50,2018,70800
Swift,151,2,2,2,0,51+,2018,35064
Swift,151,5,2,1,3,19-50,2018,53364
Swift,151,1,1,1,0,51+,2018,26316
Swift,151,2,2,2,0,19-50,2018,34548
Swift,151,5,2,1.5,3,19-50,2018,60408
Swift,151,4,2,1.5,2,19-50,2018,57468
Swift,151,1,1,1,0,19-50,2018,26088
Swift,151,2,2,1.5,0,19-50,2018,34548
Swift,151,4,2,2,2,19-50,2018,63516
Swift,151,2,1,1,1,19-50,2018,38076
Swift,151,5,1,1,4,19-50,2018,63000
Swift,151,5,2,2,3,19-50,2018,66492
Swift,151,4,1,1,3,19-50,2018,59976
Swift,151,6,2,1,4,19-50,2018,57816
Swift,151,4,2,1,2,19-50,2018,50448
Waseca,161,4,1,1,3,19-50,2018,62148
Waseca,161,2,2,1,0,19-50,2018,34812
Waseca,161,6,2,1,4,19-50,2018,58392
Waseca,161,5,2,1.5,3,19-50,2018,61740
Waseca,161,1,1,1,0,19-50,2018,26856
Waseca,161,6,2,2,4,19-50,2018,73080
Waseca,161,2,2,1,0,51+,2018,35316
Waseca,161,5,2,2,3,19-50,2018,68736
Wright,171,4,1,1,3,19-50,2018,84972
Wright,171,5,2,2,3,19-50,2018,90984
Wright,171,3,2,1.5,1,19-50,2018,57036
Wright,171,6,2,1.5,4,19-50,2018,82500
Wright,171,5,2,1.5,3,19-50,2018,78312
Wright,171,6,2,1,4,19-50,2018,69360
Wright,171,2,2,1,0,19-50,2018,41148
Wright,171,4,2,1.5,2,19-50,2018,75564
Wright,171,2,1,1,1,19-50,2018,53172
Wright,171,3,2,1,1,19-50,2018,49884
Wright,171,5,2,1,3,19-50,2018,65340
Rock,133,5,1,1,4,19-50,2018,68904
Rock,133,2,1,1,1,19-50,2018,42012
Rock,133,6,2,1.5,4,19-50,2018,67308
Rock,133,1,1,1,0,19-50,2018,26424
Roseau,135,4,2,1.5,2,19-50,2018,52440
Roseau,135,6,2,1.5,4,19-50,2018,59772
Roseau,135,2,1,1,1,19-50,2018,36348
Roseau,135,4,1,1,3,19-50,2018,54084
Roseau,135,4,2,2,2,19-50,2018,57324
Roseau,135,6,2,1,4,19-50,2018,53964
Roseau,135,5,2,2,3,19-50,2018,60276
Roseau,135,3,2,1,1,19-50,2018,39588
Roseau,135,5,2,1,3,19-50,2018,49440
Roseau,135,5,2,1.5,3,19-50,2018,55356
Roseau,135,4,2,1,2,19-50,2018,46572
Roseau,135,2,2,2,0,19-50,2018,34104
Roseau,135,6,2,2,4,19-50,2018,64536
Roseau,135,2,2,1.5,0,51+,2018,34620
Roseau,135,2,2,1,0,51+,2018,33852
Roseau,135,5,1,1,4,19-50,2018,56988
Roseau,135,2,2,2,0,51+,2018,34620
Roseau,135,2,2,1.5,0,19-50,2018,34104
Roseau,135,3,2,1.5,1,19-50,2018,43092
Roseau,135,1,1,1,0,51+,2018,25860
Roseau,135,1,1,1,0,19-50,2018,25620
Roseau,135,3,2,2,1,19-50,2018,45804
Roseau,135,3,1,1,2,19-50,2018,50484
Roseau,135,2,2,1,0,19-50,2018,33360
Winona,169,3,2,2,1,19-50,2018,49608
Winona,169,2,2,1.5,0,19-50,2018,34872
Winona,169,2,2,1.5,0,51+,2018,35424
Winona,169,3,1,1,2,19-50,2018,56580
Winona,169,5,1,1,4,19-50,2018,63216
Winona,169,2,2,1,0,19-50,2018,34092
Winona,169,4,2,1.5,2,19-50,2018,56388
Winona,169,6,2,2,4,19-50,2018,70860
Winona,169,3,2,1,1,19-50,2018,40680
Winona,169,4,2,2,2,19-50,2018,63780
Winona,169,4,1,1,3,19-50,2018,60336
Winona,169,2,1,1,1,19-50,2018,40092
Winona,169,1,1,1,0,19-50,2018,26292
Sibley,143,4,2,1,2,19-50,2018,50592
Stearns,145,3,2,2,1,19-50,2018,52296
Stearns,145,2,2,1.5,0,19-50,2018,37092
Stearns,145,4,2,1.5,2,19-50,2018,61032
Stearns,145,2,2,1,0,19-50,2018,36216
Stearns,145,1,1,1,0,19-50,2018,28392
Stearns,145,3,2,1,1,19-50,2018,42528
Stearns,145,2,2,1.5,0,51+,2018,37608
Stearns,145,3,2,1.5,1,19-50,2018,47436
Stearns,145,2,2,1,0,51+,2018,36696
Stearns,145,2,1,1,1,19-50,2018,42708
Stearns,145,5,2,1,3,19-50,2018,55512
Stearns,145,3,1,1,2,19-50,2018,61584
Stearns,145,4,2,1,2,19-50,2018,52680
Stearns,145,1,1,1,0,51+,2018,28608
Stearns,145,2,2,2,0,19-50,2018,37092
Stearns,145,4,2,2,2,19-50,2018,68868
Stearns,145,2,2,2,0,51+,2018,37608
Stearns,145,5,2,2,3,19-50,2018,71700
Stearns,145,6,2,1.5,4,19-50,2018,68064
Stearns,145,4,1,1,3,19-50,2018,65352
Stearns,145,5,1,1,4,19-50,2018,68280
Stearns,145,6,2,1,4,19-50,2018,59676
Stearns,145,5,2,1.5,3,19-50,2018,63900
Stearns,145,6,2,2,4,19-50,2018,75888
Traverse,155,6,2,1,4,19-50,2018,55188
Traverse,155,2,1,1,1,19-50,2018,38652
Traverse,155,2,2,2,0,19-50,2018,34560
Traverse,155,5,2,1.5,3,19-50,2018,57900
Traverse,155,2,2,1.5,0,19-50,2018,34560
Traverse,155,5,2,1,3,19-50,2018,50460
Traverse,155,2,2,1,0,51+,2018,34260
Traverse,155,2,2,1,0,19-50,2018,33792
Traverse,155,3,2,2,1,19-50,2018,48288
Traverse,155,3,2,1.5,1,19-50,2018,44412
Traverse,155,6,2,1.5,4,19-50,2018,62352
Traverse,155,4,2,2,2,19-50,2018,61704
Traverse,155,6,2,2,4,19-50,2018,69156
Traverse,155,2,2,2,0,51+,2018,35064
Traverse,155,3,2,1,1,19-50,2018,40236
Traverse,155,4,1,1,3,19-50,2018,58320
Waseca,161,3,2,1,1,19-50,2018,41496
Waseca,161,4,2,2,2,19-50,2018,65736
Waseca,161,2,2,2,0,19-50,2018,35628
Waseca,161,2,2,1.5,0,51+,2018,36132
Waseca,161,4,2,1.5,2,19-50,2018,58812
Waseca,161,1,1,1,0,51+,2018,27072
Waseca,161,3,2,1.5,1,19-50,2018,45744
Waseca,161,3,2,2,1,19-50,2018,49836
Waseca,161,4,2,1,2,19-50,2018,51024
Waseca,161,5,1,1,4,19-50,2018,65172
Waseca,161,2,2,2,0,51+,2018,36132
Waseca,161,2,1,1,1,19-50,2018,40020
Waseca,161,5,2,1,3,19-50,2018,53976
Waseca,161,3,1,1,2,19-50,2018,58320
Waseca,161,2,2,1.5,0,19-50,2018,35628
Waseca,161,6,2,1.5,4,19-50,2018,66060
Yellow Medicine,173,5,2,1.5,3,19-50,2018,60888
Yellow Medicine,173,6,2,1.5,4,19-50,2018,65364
Yellow Medicine,173,2,2,1.5,0,19-50,2018,36168
Yellow Medicine,173,4,2,1.5,2,19-50,2018,57876
Yellow Medicine,173,2,2,2,0,51+,2018,36672
Yellow Medicine,173,3,2,1.5,1,19-50,2018,44472
Yellow Medicine,173,5,1,1,4,19-50,2018,63852
Yellow Medicine,173,3,2,2,1,19-50,2018,48012
Yellow Medicine,173,2,2,1,0,51+,2018,35820
Yellow Medicine,173,2,2,1,0,19-50,2018,35328
Yellow Medicine,173,1,1,1,0,19-50,2018,27228
Yellow Medicine,173,5,2,2,3,19-50,2018,67260
Yellow Medicine,173,1,1,1,0,51+,2018,27444
Yellow Medicine,173,2,1,1,1,19-50,2018,38316
Yellow Medicine,173,3,1,1,2,19-50,2018,56856
Yellow Medicine,173,2,2,2,0,19-50,2018,36168
Yellow Medicine,173,6,2,2,4,19-50,2018,71652
Yellow Medicine,173,4,1,1,3,19-50,2018,60756
Yellow Medicine,173,3,2,1,1,19-50,2018,40500
Yellow Medicine,173,6,2,1,4,19-50,2018,58176
Yellow Medicine,173,2,2,1.5,0,51+,2018,36672
Yellow Medicine,173,5,2,1,3,19-50,2018,53676
Yellow Medicine,173,4,2,2,2,19-50,2018,64224
Yellow Medicine,173,4,2,1,2,19-50,2018,50700
Winona,169,4,2,1,2,19-50,2018,48672
Winona,169,1,1,1,0,51+,2018,26532
Winona,169,2,2,2,0,19-50,2018,34872
Winona,169,5,2,1,3,19-50,2018,51540
Winona,169,2,2,2,0,51+,2018,35424
Winona,169,5,2,2,3,19-50,2018,66684
Winona,169,2,2,1,0,51+,2018,34608
Winona,169,5,2,1.5,3,19-50,2018,59340
Winona,169,6,2,1,4,19-50,2018,56064
Winona,169,6,2,1.5,4,19-50,2018,63588
Winona,169,3,2,1.5,1,19-50,2018,45144
Traverse,155,1,1,1,0,19-50,2018,25872
Traverse,155,5,1,1,4,19-50,2018,61416
Traverse,155,1,1,1,0,51+,2018,26088
Traverse,155,2,2,1.5,0,51+,2018,35064
Traverse,155,3,1,1,2,19-50,2018,54432
Traverse,155,4,2,1,2,19-50,2018,47400
Traverse,155,4,2,1.5,2,19-50,2018,54720
Traverse,155,5,2,2,3,19-50,2018,64764
Hubbard,057,3,2,1,1,19-50,2018,41976
Hubbard,057,1,1,1,0,51+,2018,27576
Hubbard,057,4,2,1.5,2,19-50,2018,57648
Hubbard,057,3,2,2,1,19-50,2018,50196
Hubbard,057,2,2,2,0,51+,2018,36504
Hubbard,057,4,2,2,2,19-50,2018,63600
Hubbard,057,5,1,1,4,19-50,2018,62868
Hubbard,057,1,1,1,0,19-50,2018,27360
Hubbard,057,6,2,1,4,19-50,2018,58080
Hubbard,057,3,1,1,2,19-50,2018,55992
Hubbard,057,2,2,1.5,0,51+,2018,36504
Hubbard,057,5,2,2,3,19-50,2018,66564
Hubbard,057,2,2,1,0,19-50,2018,35148
Hubbard,057,3,2,1.5,1,19-50,2018,46164
Isanti,059,4,2,1.5,2,19-50,2018,81660
Isanti,059,2,2,1.5,0,19-50,2018,43584
Isanti,059,4,2,1,2,19-50,2018,64416
Isanti,059,6,2,1,4,19-50,2018,71148
Isanti,059,2,2,1.5,0,51+,2018,44100
Isanti,059,1,1,1,0,19-50,2018,34980
Isanti,059,3,2,1.5,1,19-50,2018,62676
Isanti,059,2,2,1,0,19-50,2018,42480
Isanti,059,1,1,1,0,51+,2018,35232
Isanti,059,2,2,2,0,19-50,2018,43584
Isanti,059,4,1,1,3,19-50,2018,95304
Isanti,059,2,2,2,0,51+,2018,44100
Isanti,059,3,2,2,1,19-50,2018,73020
Isanti,059,2,1,1,1,19-50,2018,62556
Isanti,059,5,2,2,3,19-50,2018,100800
Isanti,059,3,2,1,1,19-50,2018,51480
Isanti,059,6,2,2,4,19-50,2018,105276
Isanti,059,5,2,1.5,3,19-50,2018,84204
Isanti,059,2,2,1,0,51+,2018,42984
Isanti,059,3,1,1,2,19-50,2018,91404
Isanti,059,5,1,1,4,19-50,2018,98244
Isanti,059,5,2,1,3,19-50,2018,67068
Isanti,059,6,2,1.5,4,19-50,2018,88440
Isanti,059,4,2,2,2,19-50,2018,97884
Lincoln,081,4,2,2,2,19-50,2018,62208
Lincoln,081,5,2,1,3,19-50,2018,52776
Lincoln,081,2,1,1,1,19-50,2018,40164
Lincoln,081,6,2,2,4,19-50,2018,69684
Lincoln,081,6,2,1.5,4,19-50,2018,63948
Lincoln,081,2,2,1,0,51+,2018,35988
Lincoln,081,2,2,1.5,0,19-50,2018,36348
Lincoln,081,3,2,2,1,19-50,2018,50220
Lincoln,081,2,2,2,0,51+,2018,36852
Lincoln,081,4,2,1,2,19-50,2018,49716
Lincoln,081,3,2,1,1,19-50,2018,42468
Lincoln,081,5,1,1,4,19-50,2018,61596
Lincoln,081,5,2,1.5,3,19-50,2018,59484
Lincoln,081,3,2,1.5,1,19-50,2018,46500
Lincoln,081,4,1,1,3,19-50,2018,58500
Lincoln,081,2,2,2,0,19-50,2018,36348
Lincoln,081,1,1,1,0,51+,2018,27684
Lincoln,081,3,1,1,2,19-50,2018,54540
Lincoln,081,4,2,1.5,2,19-50,2018,56448
Lincoln,081,6,2,1,4,19-50,2018,57420
Lincoln,081,5,2,2,3,19-50,2018,65256
Lincoln,081,2,2,1,0,19-50,2018,35508
Lincoln,081,1,1,1,0,19-50,2018,27468
Lincoln,081,2,2,1.5,0,51+,2018,36852
Redwood,127,1,1,1,0,19-50,2018,26940
Redwood,127,3,1,1,2,19-50,2018,54732
Redwood,127,2,2,1.5,0,51+,2018,36288
Redwood,127,4,2,1,2,19-50,2018,49284
Redwood,127,5,1,1,4,19-50,2018,61584
Redwood,127,6,2,1,4,19-50,2018,56808
Redwood,127,3,2,1,1,19-50,2018,40356
Redwood,127,6,2,2,4,19-50,2018,69336
Redwood,127,5,2,1.5,3,19-50,2018,59076
Redwood,127,4,2,1.5,2,19-50,2018,56124
Redwood,127,2,2,2,0,19-50,2018,35772
Redwood,127,5,2,2,3,19-50,2018,65040
Redwood,127,1,1,1,0,51+,2018,27168
Redwood,127,3,2,1.5,1,19-50,2018,44304
Redwood,127,4,1,1,3,19-50,2018,58572
Redwood,127,6,2,1.5,4,19-50,2018,63456
Redwood,127,2,2,1,0,19-50,2018,34944
Redwood,127,2,2,2,0,51+,2018,36288
Redwood,127,2,2,1,0,51+,2018,35448
Redwood,127,2,2,1.5,0,19-50,2018,35772
Redwood,127,3,2,2,1,19-50,2018,47784
Redwood,127,2,1,1,1,19-50,2018,38184
Redwood,127,5,2,1,3,19-50,2018,52248
Redwood,127,4,2,2,2,19-50,2018,62088
Renville,129,5,1,1,4,19-50,2018,62316
Renville,129,3,2,2,1,19-50,2018,49728
Renville,129,6,2,1.5,4,19-50,2018,63408
Renville,129,3,2,1,1,19-50,2018,41256
Renville,129,5,2,1,3,19-50,2018,51480
Renville,129,5,2,1.5,3,19-50,2018,58980
Renville,129,1,1,1,0,51+,2018,27024
Renville,129,2,2,1,0,51+,2018,35064
Renville,129,2,2,1.5,0,51+,2018,35904
Renville,129,1,1,1,0,19-50,2018,26808
Renville,129,2,2,2,0,51+,2018,35904
Renville,129,2,2,2,0,19-50,2018,35376
Renville,129,2,1,1,1,19-50,2018,39900
Renville,129,4,1,1,3,19-50,2018,59256
Renville,129,6,2,2,4,19-50,2018,70224
Renville,129,2,2,1,0,19-50,2018,34560
Renville,129,4,2,2,2,19-50,2018,62832
Renville,129,4,2,1.5,2,19-50,2018,55896
Renville,129,6,2,1,4,19-50,2018,56208
Renville,129,4,2,1,2,19-50,2018,48504
Renville,129,5,2,2,3,19-50,2018,65844
Renville,129,2,2,1.5,0,19-50,2018,35376
Renville,129,3,1,1,2,19-50,2018,55344
Renville,129,3,2,1.5,1,19-50,2018,45552
Rice,131,2,2,1.5,0,19-50,2018,38940
Rice,131,5,2,2,3,19-50,2018,76152
Rice,131,6,2,1,4,19-50,2018,62004
Rice,131,3,2,1,1,19-50,2018,46272
Rice,131,6,2,2,4,19-50,2018,80424
Rice,131,3,1,1,2,19-50,2018,65712
Rice,131,2,2,1,0,19-50,2018,37980
Rice,131,3,2,1.5,1,19-50,2018,51936
Rice,131,1,1,1,0,19-50,2018,30180
Rice,131,1,1,1,0,51+,2018,30420
Rice,131,2,2,2,0,19-50,2018,38940
Rice,131,4,2,1.5,2,19-50,2018,64332
Rice,131,2,1,1,1,19-50,2018,47112
Rice,131,4,2,2,2,19-50,2018,73236
Rice,131,2,2,1,0,51+,2018,38472
Rice,131,3,2,2,1,19-50,2018,57120
Rice,131,4,2,1,2,19-50,2018,55200
Rice,131,6,2,1.5,4,19-50,2018,71460
Rice,131,2,2,1.5,0,51+,2018,39468
Rice,131,5,1,1,4,19-50,2018,72480
Rice,131,2,2,2,0,51+,2018,39468
Rice,131,4,1,1,3,19-50,2018,69552
Rice,131,5,2,1.5,3,19-50,2018,67224
Rice,131,5,2,1,3,19-50,2018,57960
Steele,147,5,2,1.5,3,19-50,2018,62196
Steele,147,6,2,1,4,19-50,2018,58848
Steele,147,6,2,1.5,4,19-50,2018,66420
Steele,147,2,2,1,0,19-50,2018,35460
Steele,147,2,2,1.5,0,19-50,2018,36300
Steele,147,3,1,1,2,19-50,2018,58788
Steele,147,4,2,2,2,19-50,2018,66012
Steele,147,5,2,1,3,19-50,2018,54576
Steele,147,3,2,1.5,1,19-50,2018,47052
Steele,147,3,2,2,1,19-50,2018,51192
Steele,147,5,1,1,4,19-50,2018,65448
Steele,147,2,1,1,1,19-50,2018,41556
Steele,147,2,2,2,0,19-50,2018,36300
Steele,147,2,2,1,0,51+,2018,35928
Steele,147,4,1,1,3,19-50,2018,62556
Steele,147,2,2,2,0,51+,2018,36792
Steele,147,4,2,1.5,2,19-50,2018,59388
Steele,147,1,1,1,0,51+,2018,27900
Steele,147,2,2,1.5,0,51+,2018,36792
Steele,147,6,2,2,4,19-50,2018,73164
Steele,147,3,2,1,1,19-50,2018,42792
Steele,147,1,1,1,0,19-50,2018,27600
Steele,147,4,2,1,2,19-50,2018,51756
Steele,147,5,2,2,3,19-50,2018,68916
Stevens,149,2,2,1.5,0,19-50,2018,33696
Stevens,149,5,2,2,3,19-50,2018,58728
Stevens,149,3,2,1.5,1,19-50,2018,40764
Stevens,149,3,2,2,1,19-50,2018,43752
Stevens,149,2,2,1.5,0,51+,2018,34212
Stevens,149,2,2,1,0,19-50,2018,32964
Stevens,149,6,2,2,4,19-50,2018,62880
Stevens,149,4,2,1.5,2,19-50,2018,50028
Stevens,149,2,1,1,1,19-50,2018,34632
Stevens,149,1,1,1,0,51+,2018,25404
Stevens,149,1,1,1,0,19-50,2018,25176
Stevens,149,2,2,1,0,51+,2018,33456
Stevens,149,4,2,2,2,19-50,2018,55752
Stevens,149,2,2,2,0,19-50,2018,33696
Stevens,149,4,1,1,3,19-50,2018,52956
Stevens,149,2,2,2,0,51+,2018,34212
Stevens,149,4,2,1,2,19-50,2018,43632
Stevens,149,3,1,1,2,19-50,2018,49464
Stevens,149,5,1,1,4,19-50,2018,55824
Stevens,149,3,2,1,1,19-50,2018,37008
Stevens,149,6,2,1.5,4,19-50,2018,57636
Stevens,149,6,2,1,4,19-50,2018,51300
Stevens,149,5,2,1.5,3,19-50,2018,53088
Stevens,149,5,2,1,3,19-50,2018,46656
Blue Earth,013,4,2,1.5,2,19-50,2017,60038
Blue Earth,013,2,1,1,1,19-50,2017,42202
