Area,Family Size,Number of Adults,Number of Workers,Number of Children,Age of Adults,Yearly Cost,Hourly Wage,Child Care,Food,Health Care,Housing,Transport,Other,Taxes
Sibley County                   ,6,2,1,4,19-50,57924,27.85,0,1470,519,1018,793,764,263
Sibley County                   ,2,1,1,1,19-50,39168,18.83,454,494,338,714,625,371,268
Sibley County                   ,3,2,1,1,19-50,40740,19.59,0,764,496,714,719,454,248
Sibley County                   ,2,2,2,0,19-50,35040,8.42,0,613,346,540,671,354,396
Sibley County                   ,5,2,1.5,3,19-50,60888,19.52,416,1207,512,1018,768,683,470
Sibley County                   ,5,2,1,3,19-50,53484,25.71,0,1207,512,1018,768,683,269
Sibley County                   ,6,2,2,4,19-50,71856,17.27,832,1470,519,1018,793,764,592
Sibley County                   ,2,2,1,0,51+,34752,16.71,0,590,409,540,671,347,339
Sibley County                   ,6,2,1.5,4,19-50,65280,20.92,416,1470,519,1018,793,764,460
Sibley County                   ,2,2,2,0,51+,35580,8.55,0,590,409,540,671,347,408
Sibley County                   ,3,2,2,1,19-50,48852,11.74,454,764,496,714,719,454,470
Sibley County                   ,1,1,1,0,51+,26616,12.8,0,322,169,531,621,262,313
Sibley County                   ,5,2,2,3,19-50,67548,16.24,832,1207,512,1018,768,683,609
Sibley County                   ,4,2,2,2,19-50,64596,15.53,832,997,504,1018,757,619,656
Sibley County                   ,3,2,1.5,1,19-50,44928,14.4,227,764,496,714,719,454,370
Sibley County                   ,2,2,1.5,0,19-50,35040,11.23,0,613,346,540,671,354,396
Sibley County                   ,2,2,1,0,19-50,34236,16.46,0,613,346,540,671,354,329
Sibley County                   ,4,1,1,3,19-50,61080,29.37,832,992,496,1018,691,617,444
Sibley County                   ,5,1,1,4,19-50,64080,30.81,832,1205,503,1018,702,683,397
Sibley County                   ,1,1,1,0,19-50,26376,12.68,0,334,138,531,621,266,308
Sibley County                   ,3,1,1,2,19-50,57216,27.51,832,754,488,1018,661,544,471
Sibley County                   ,4,2,1.5,2,19-50,58020,18.6,416,997,504,1018,757,619,524
Sibley County                   ,2,2,1.5,0,51+,35580,11.4,0,590,409,540,671,347,408
EDR 10 - Southeast              ,5,2,1.5,3,19-50,64668,20.73,573,1190,512,1085,784,699,546
EDR 10 - Southeast              ,5,1,1,4,19-50,70632,33.96,1145,1189,503,1085,716,698,550
EDR 10 - Southeast              ,2,2,1,0,51+,36288,17.45,0,581,409,622,683,370,359
EDR 10 - Southeast              ,5,2,2,3,19-50,74004,17.79,1145,1190,512,1085,784,699,752
EDR 10 - Southeast              ,3,1,1,2,19-50,63924,30.73,1145,743,488,1085,674,561,631
EDR 10 - Southeast              ,4,1,1,3,19-50,67680,32.54,1145,978,496,1085,703,633,600
EDR 10 - Southeast              ,5,2,1,3,19-50,54768,26.33,0,1190,512,1085,784,699,294
EDR 10 - Southeast              ,1,1,1,0,19-50,28020,13.47,0,329,138,612,632,289,335
EDR 10 - Southeast              ,4,2,1.5,2,19-50,61764,19.8,573,983,504,1085,772,635,595
EDR 10 - Southeast              ,2,2,2,0,51+,37164,8.93,0,581,409,622,683,370,432
EDR 10 - Southeast              ,1,1,1,0,51+,28260,13.59,0,317,169,612,632,285,340
EDR 10 - Southeast              ,3,2,1.5,1,19-50,49332,15.81,346,753,496,822,733,484,477
EDR 10 - Southeast              ,4,2,2,2,19-50,71088,17.09,1145,983,504,1085,772,635,800
EDR 10 - Southeast              ,2,2,1,0,19-50,35796,17.21,0,605,346,622,683,377,350
EDR 10 - Southeast              ,3,2,1,1,19-50,43116,20.73,0,753,496,822,733,484,305
"Seven County Mpls-St Paul, MN   ",5,1,1,4,19-50,100296,48.22,2204,1223,483,1576,690,860,1322
"Seven County Mpls-St Paul, MN   ",2,2,2,0,19-50,41172,9.9,0,622,318,880,659,461,491
"Seven County Mpls-St Paul, MN   ",4,2,1,2,19-50,61824,29.72,0,1011,484,1576,743,795,543
"Seven County Mpls-St Paul, MN   ",2,2,1.5,0,51+,41712,13.37,0,598,381,880,659,454,504
"Seven County Mpls-St Paul, MN   ",3,2,2,1,19-50,72108,17.33,1370,775,476,1110,706,579,993
"Seven County Mpls-St Paul, MN   ",2,1,1,1,19-50,62076,29.84,1370,501,310,1110,615,495,772
"Seven County Mpls-St Paul, MN   ",5,2,1,3,19-50,64584,31.05,0,1224,491,1576,754,860,477
"Seven County Mpls-St Paul, MN   ",1,1,1,0,19-50,32640,15.69,0,339,136,860,611,368,406
"Seven County Mpls-St Paul, MN   ",2,2,1,0,51+,40644,19.54,0,598,381,880,659,454,415
"Seven County Mpls-St Paul, MN   ",4,2,1.5,2,19-50,80904,25.93,1102,1011,484,1576,743,795,1031
"Seven County Mpls-St Paul, MN   ",2,2,2,0,51+,41712,10.03,0,598,381,880,659,454,504
"Seven County Mpls-St Paul, MN   ",1,1,1,0,51+,32892,15.81,0,326,168,860,611,365,411
"Seven County Mpls-St Paul, MN   ",3,2,1.5,1,19-50,60864,19.51,685,775,476,1110,706,579,741
"Seven County Mpls-St Paul, MN   ",4,2,2,2,19-50,99252,23.86,2204,1011,484,1576,743,795,1458
"Seven County Mpls-St Paul, MN   ",2,2,1,0,19-50,40104,19.28,0,622,318,880,659,461,402
"Seven County Mpls-St Paul, MN   ",3,2,1,1,19-50,48840,23.48,0,775,476,1110,706,579,424
"Seven County Mpls-St Paul, MN   ",5,2,2,3,19-50,102312,24.59,2204,1224,491,1576,754,860,1417
"Seven County Mpls-St Paul, MN   ",3,1,1,2,19-50,93264,44.84,2204,765,468,1576,650,719,1390
"Seven County Mpls-St Paul, MN   ",6,2,1,4,19-50,68796,33.08,0,1492,499,1576,778,942,446
"Seven County Mpls-St Paul, MN   ",2,2,1.5,0,19-50,41172,13.2,0,622,318,880,659,461,491
"Seven County Mpls-St Paul, MN   ",5,2,1.5,3,19-50,83652,26.81,1102,1224,491,1576,754,860,964
"Seven County Mpls-St Paul, MN   ",4,1,1,3,19-50,97200,46.73,2204,1006,475,1576,679,793,1367
"Seven County Mpls-St Paul, MN   ",6,2,2,4,19-50,106872,25.69,2204,1492,499,1576,778,942,1415
"Seven County Mpls-St Paul, MN   ",6,2,1.5,4,19-50,87972,28.2,1102,1492,499,1576,778,942,942
Otter Tail County               ,2,1,1,1,19-50,40812,19.62,465,487,338,744,678,378,311
Otter Tail County               ,4,1,1,3,19-50,60420,29.05,827,978,496,954,753,593,434
Otter Tail County               ,4,2,1,2,19-50,50076,24.07,0,983,504,954,828,595,309
Otter Tail County               ,2,2,1,0,51+,35832,17.23,0,581,409,559,730,350,357
Otter Tail County               ,6,2,1.5,4,19-50,64740,20.75,414,1450,519,954,869,738,451
Otter Tail County               ,2,2,1,0,19-50,35352,17,0,605,346,559,730,357,349
Otter Tail County               ,2,2,1.5,0,19-50,36180,11.6,0,605,346,559,730,357,418
Otter Tail County               ,2,2,1.5,0,51+,36684,11.76,0,581,409,559,730,350,428
Otter Tail County               ,3,1,1,2,19-50,56580,27.2,827,743,488,954,720,521,462
Swift County                    ,2,2,1.5,0,51+,35064,11.24,0,592,409,534,644,346,397
Swift County                    ,3,1,1,2,19-50,56160,27,774,757,488,1033,635,550,443
Swift County                    ,2,2,1,0,19-50,33780,16.24,0,616,346,534,644,353,322
Swift County                    ,3,2,1.5,1,19-50,44160,14.15,209,767,496,710,689,454,355
Swift County                    ,3,2,2,1,19-50,47676,11.46,418,767,496,710,689,454,439
Swift County                    ,2,2,1,0,51+,34260,16.47,0,592,409,534,644,346,330
Swift County                    ,3,2,1,1,19-50,40200,19.33,0,767,496,710,689,454,234
Swift County                    ,6,2,1.5,4,19-50,64800,20.77,387,1476,519,1033,759,771,455
Swift County                    ,6,2,2,4,19-50,70800,17.02,774,1476,519,1033,759,771,568
Swift County                    ,2,2,2,0,51+,35064,8.43,0,592,409,534,644,346,397
Swift County                    ,5,2,1,3,19-50,53364,25.66,0,1212,512,1033,736,689,265
Swift County                    ,1,1,1,0,51+,26316,12.65,0,323,169,534,597,263,307
Swift County                    ,2,2,2,0,19-50,34548,8.3,0,616,346,534,644,353,386
Swift County                    ,5,2,1.5,3,19-50,60408,19.36,387,1212,512,1033,736,689,465
Swift County                    ,4,2,1.5,2,19-50,57468,18.42,387,1001,504,1033,725,625,514
Swift County                    ,1,1,1,0,19-50,26088,12.54,0,336,138,534,597,267,302
Swift County                    ,2,2,1.5,0,19-50,34548,11.07,0,616,346,534,644,353,386
Swift County                    ,4,2,2,2,19-50,63516,15.27,774,1001,504,1033,725,625,631
Swift County                    ,2,1,1,1,19-50,38076,18.31,418,496,338,710,601,370,240
Swift County                    ,5,1,1,4,19-50,63000,30.29,774,1210,503,1033,673,689,368
Swift County                    ,5,2,2,3,19-50,66492,15.98,774,1212,512,1033,736,689,585
Swift County                    ,4,1,1,3,19-50,59976,28.83,774,996,496,1033,662,623,414
Swift County                    ,6,2,1,4,19-50,57816,27.8,0,1476,519,1033,759,771,260
Swift County                    ,4,2,1,2,19-50,50448,24.25,0,1001,504,1033,725,625,316
Waseca County                   ,4,1,1,3,19-50,62148,29.88,877,991,496,999,736,611,469
Waseca County                   ,2,2,1,0,19-50,34812,16.74,0,613,346,535,714,352,341
Waseca County                   ,6,2,1,4,19-50,58392,28.07,0,1469,519,999,848,758,273
Waseca County                   ,5,2,1.5,3,19-50,61740,19.79,439,1206,512,999,821,677,491
Waseca County                   ,1,1,1,0,19-50,26856,12.91,0,334,138,525,659,264,318
Waseca County                   ,6,2,2,4,19-50,73080,17.57,877,1469,519,999,848,758,620
Waseca County                   ,2,2,1,0,51+,35316,16.98,0,589,409,535,714,345,351
Waseca County                   ,5,2,2,3,19-50,68736,16.52,877,1206,512,999,821,677,636
Wright County                   ,4,1,1,3,19-50,84972,40.85,1483,960,475,1576,781,779,1027
Wright County                   ,5,2,2,3,19-50,90984,21.87,1483,1168,491,1576,874,843,1147
Wright County                   ,3,2,1.5,1,19-50,57036,18.28,388,739,476,1110,815,568,657
Wright County                   ,6,2,1.5,4,19-50,82500,26.44,741,1423,499,1576,903,921,812
Wright County                   ,5,2,1.5,3,19-50,78312,25.1,741,1168,491,1576,874,843,833
Wright County                   ,6,2,1,4,19-50,69360,33.35,0,1423,499,1576,903,921,458
Wright County                   ,2,2,1,0,19-50,41148,19.78,0,594,318,880,757,453,427
Wright County                   ,4,2,1.5,2,19-50,75564,24.22,741,965,484,1576,860,780,891
Wright County                   ,2,1,1,1,19-50,53172,25.56,776,478,310,1110,703,488,566
Wright County                   ,3,2,1,1,19-50,49884,23.98,0,739,476,1110,815,568,449
Wright County                   ,5,2,1,3,19-50,65340,31.41,0,1168,491,1576,874,843,493
Southwest Minnesota             ,2,2,2,0,51+,35844,8.62,0,586,409,588,636,360,408
Southwest Minnesota             ,1,1,1,0,51+,26940,12.95,0,319,169,577,590,275,315
Southwest Minnesota             ,3,2,1.5,1,19-50,44952,14.41,228,759,496,750,681,463,369
Southwest Minnesota             ,4,2,2,2,19-50,62784,15.09,770,990,504,1021,716,617,614
Southwest Minnesota             ,2,2,1,0,19-50,34524,16.6,0,609,346,588,636,367,331
Southwest Minnesota             ,3,2,1,1,19-50,40740,19.59,0,759,496,750,681,463,246
Southwest Minnesota             ,5,2,2,3,19-50,65736,15.8,770,1199,512,1021,726,682,568
Southwest Minnesota             ,3,1,1,2,19-50,55596,26.73,770,749,488,1021,627,543,435
Southwest Minnesota             ,4,1,1,3,19-50,59352,28.53,770,985,496,1021,654,616,404
Southwest Minnesota             ,2,2,1,0,51+,35028,16.84,0,586,409,588,636,360,340
Southwest Minnesota             ,2,2,1.5,0,51+,35844,11.49,0,586,409,588,636,360,408
Southwest Minnesota             ,2,2,2,0,19-50,35328,8.49,0,609,346,588,636,367,398
Southwest Minnesota             ,4,2,1,2,19-50,49716,23.9,0,990,504,1021,716,617,295
Southwest Minnesota             ,3,2,2,1,19-50,48900,11.75,456,759,496,750,681,463,470
Southwest Minnesota             ,2,1,1,1,19-50,39360,18.92,456,490,338,750,594,381,271
Southwest Minnesota             ,5,2,1,3,19-50,52620,25.3,0,1199,512,1021,726,682,245
Southwest Minnesota             ,1,1,1,0,19-50,26724,12.85,0,332,138,577,590,279,311
Southwest Minnesota             ,4,2,1.5,2,19-50,56700,18.17,385,990,504,1021,716,617,492
Southwest Minnesota             ,5,1,1,4,19-50,62316,29.96,770,1197,503,1021,665,681,356
Southwest Minnesota             ,2,2,1.5,0,19-50,35328,11.32,0,609,346,588,636,367,398
Southwest Minnesota             ,5,2,1.5,3,19-50,59628,19.11,385,1199,512,1021,726,682,444
Southwest Minnesota             ,6,2,2,4,19-50,69972,16.82,770,1460,519,1021,749,762,550
Southwest Minnesota             ,6,2,1.5,4,19-50,63936,20.49,385,1460,519,1021,749,762,432
Southwest Minnesota             ,6,2,1,4,19-50,57036,27.42,0,1460,519,1021,749,762,242
Rock County                     ,5,1,1,4,19-50,68904,33.13,1132,1195,503,1006,720,676,510
Rock County                     ,2,1,1,1,19-50,42012,20.2,611,489,338,710,640,368,345
Rock County                     ,6,2,1.5,4,19-50,67308,21.57,566,1457,519,1006,814,756,491
Rock County                     ,1,1,1,0,19-50,26424,12.7,0,331,138,525,635,263,310
Roseau County                   ,4,2,1.5,2,19-50,52440,16.81,316,974,504,891,718,573,394
Roseau County                   ,6,2,1.5,4,19-50,59772,19.16,316,1436,519,891,752,715,352
Roseau County                   ,2,1,1,1,19-50,36348,17.48,348,482,338,710,596,366,189
Roseau County                   ,4,1,1,3,19-50,54084,26,633,969,496,891,657,571,290
Roseau County                   ,4,2,2,2,19-50,57324,13.78,633,974,504,891,718,573,484
Roseau County                   ,6,2,1,4,19-50,53964,25.94,0,1436,519,891,752,715,184
Roseau County                   ,5,2,2,3,19-50,60276,14.49,633,1179,512,891,729,636,443
Roseau County                   ,3,2,1,1,19-50,39588,19.03,0,746,496,710,683,447,217
Roseau County                   ,5,2,1,3,19-50,49440,23.77,0,1179,512,891,729,636,173
Roseau County                   ,5,2,1.5,3,19-50,55356,17.74,316,1179,512,891,729,636,350
Roseau County                   ,4,2,1,2,19-50,46572,22.39,0,974,504,891,718,573,221
Roseau County                   ,2,2,2,0,19-50,34104,8.2,0,599,346,534,638,348,377
Roseau County                   ,6,2,2,4,19-50,64536,15.51,633,1436,519,891,752,715,432
Roseau County                   ,2,2,1.5,0,51+,34620,11.1,0,576,409,534,638,341,387
Roseau County                   ,2,2,1,0,51+,33852,16.27,0,576,409,534,638,341,323
Roseau County                   ,5,1,1,4,19-50,56988,27.4,633,1178,503,891,668,635,241
Roseau County                   ,2,2,2,0,51+,34620,8.32,0,576,409,534,638,341,387
Roseau County                   ,2,2,1.5,0,19-50,34104,10.93,0,599,346,534,638,348,377
Roseau County                   ,3,2,1.5,1,19-50,43092,13.81,174,746,496,710,683,447,335
Roseau County                   ,1,1,1,0,51+,25860,12.43,0,314,169,524,592,257,299
Roseau County                   ,1,1,1,0,19-50,25620,12.32,0,327,138,524,592,261,293
Roseau County                   ,3,2,2,1,19-50,45804,11.01,348,746,496,710,683,447,387
Roseau County                   ,3,1,1,2,19-50,50484,24.27,633,736,488,891,630,500,329
Roseau County                   ,2,2,1,0,19-50,33360,16.04,0,599,346,534,638,348,315
Winona County                   ,3,2,2,1,19-50,49608,11.93,499,752,496,738,701,458,490
Winona County                   ,2,2,1.5,0,19-50,34872,11.18,0,604,346,555,655,356,390
Winona County                   ,2,2,1.5,0,51+,35424,11.35,0,581,409,555,655,349,403
Winona County                   ,3,1,1,2,19-50,56580,27.2,891,742,488,963,646,524,461
Winona County                   ,5,1,1,4,19-50,63216,30.39,891,1187,503,963,685,660,379
Winona County                   ,2,2,1,0,19-50,34092,16.39,0,604,346,555,655,356,325
Winona County                   ,4,2,1.5,2,19-50,56388,18.07,445,982,504,963,738,597,470
Winona County                   ,6,2,2,4,19-50,70860,17.03,891,1448,519,963,772,740,572
Winona County                   ,3,2,1,1,19-50,40680,19.56,0,752,496,738,701,458,245
Winona County                   ,4,2,2,2,19-50,63780,15.33,891,982,504,963,738,597,640
Winona County                   ,4,1,1,3,19-50,60336,29.01,891,977,496,963,674,596,431
Winona County                   ,2,1,1,1,19-50,40092,19.27,499,486,338,738,611,376,293
Winona County                   ,1,1,1,0,19-50,26292,12.64,0,329,138,544,607,268,305
Sibley County                   ,4,2,1,2,19-50,50592,24.32,0,997,504,1018,757,619,321
Stearns County                  ,3,2,2,1,19-50,52296,12.57,549,749,496,815,713,480,556
Stearns County                  ,2,2,1.5,0,19-50,37092,11.89,0,602,346,663,665,388,427
Stearns County                  ,4,2,1.5,2,19-50,61032,19.56,483,978,504,1142,750,651,578
Stearns County                  ,2,2,1,0,19-50,36216,17.41,0,602,346,663,665,388,354
Stearns County                  ,1,1,1,0,19-50,28392,13.65,0,328,138,646,616,299,339
Stearns County                  ,3,2,1,1,19-50,42528,20.45,0,749,496,815,713,480,291
Stearns County                  ,2,2,1.5,0,51+,37608,12.05,0,578,409,663,665,381,438
Stearns County                  ,3,2,1.5,1,19-50,47436,15.2,275,749,496,815,713,480,425
Stearns County                  ,2,2,1,0,51+,36696,17.64,0,578,409,663,665,381,362
Stearns County                  ,2,1,1,1,19-50,42708,20.53,549,484,338,815,620,399,354
Stearns County                  ,5,2,1,3,19-50,55512,26.69,0,1184,512,1142,762,714,312
Stearns County                  ,3,1,1,2,19-50,61584,29.61,965,739,488,1142,656,578,564
Stearns County                  ,4,2,1,2,19-50,52680,25.33,0,978,504,1142,750,651,365
Stearns County                  ,1,1,1,0,51+,28608,13.75,0,315,169,646,616,295,343
Stearns County                  ,2,2,2,0,19-50,37092,8.92,0,602,346,663,665,388,427
Stearns County                  ,4,2,2,2,19-50,68868,16.55,965,978,504,1142,750,651,749
Stearns County                  ,2,2,2,0,51+,37608,9.04,0,578,409,663,665,381,438
Stearns County                  ,5,2,2,3,19-50,71700,17.24,965,1184,512,1142,762,714,696
Stearns County                  ,6,2,1.5,4,19-50,68064,21.82,483,1442,519,1142,786,794,506
Stearns County                  ,4,1,1,3,19-50,65352,31.42,965,973,496,1142,685,650,535
Stearns County                  ,5,1,1,4,19-50,68280,32.83,965,1183,503,1142,697,714,486
Stearns County                  ,6,2,1,4,19-50,59676,28.69,0,1442,519,1142,786,794,290
Stearns County                  ,5,2,1.5,3,19-50,63900,20.48,483,1184,512,1142,762,714,528
Stearns County                  ,6,2,2,4,19-50,75888,18.24,965,1442,519,1142,786,794,676
Traverse County                 ,6,2,1,4,19-50,55188,26.53,0,1498,519,891,745,734,212
Traverse County                 ,2,1,1,1,19-50,38652,18.58,451,503,338,710,591,373,255
Traverse County                 ,2,2,2,0,19-50,34560,8.31,0,625,346,534,633,356,386
Traverse County                 ,5,2,1.5,3,19-50,57900,18.56,420,1230,512,891,722,651,399
Traverse County                 ,2,2,1.5,0,19-50,34560,11.08,0,625,346,534,633,356,386
Traverse County                 ,5,2,1,3,19-50,50460,24.26,0,1230,512,891,722,651,199
Traverse County                 ,2,2,1,0,51+,34260,16.47,0,601,409,534,633,348,330
Traverse County                 ,2,2,1,0,19-50,33792,16.25,0,625,346,534,633,356,322
Traverse County                 ,3,2,2,1,19-50,48288,11.61,451,778,496,710,677,457,455
Traverse County                 ,3,2,1.5,1,19-50,44412,14.23,226,778,496,710,677,457,357
Traverse County                 ,6,2,1.5,4,19-50,62352,19.98,420,1498,519,891,745,734,389
Traverse County                 ,4,2,2,2,19-50,61704,14.83,839,1015,504,891,712,585,596
Traverse County                 ,6,2,2,4,19-50,69156,16.62,839,1498,519,891,745,734,537
Traverse County                 ,2,2,2,0,51+,35064,8.43,0,601,409,534,633,348,397
Traverse County                 ,3,2,1,1,19-50,40236,19.34,0,778,496,710,677,457,235
Traverse County                 ,4,1,1,3,19-50,58320,28.04,839,1010,496,891,651,584,389
Waseca County                   ,3,2,1,1,19-50,41496,19.95,0,763,496,710,767,452,270
Waseca County                   ,4,2,2,2,19-50,65736,15.8,877,996,504,999,808,612,682
Waseca County                   ,2,2,2,0,19-50,35628,8.56,0,613,346,535,714,352,409
Waseca County                   ,2,2,1.5,0,51+,36132,11.58,0,589,409,535,714,345,419
Waseca County                   ,4,2,1.5,2,19-50,58812,18.85,439,996,504,999,808,612,543
Waseca County                   ,1,1,1,0,51+,27072,13.02,0,321,169,525,659,260,322
Waseca County                   ,3,2,1.5,1,19-50,45744,14.66,234,763,496,710,767,452,390
Waseca County                   ,3,2,2,1,19-50,49836,11.98,467,763,496,710,767,452,498
Waseca County                   ,4,2,1,2,19-50,51024,24.53,0,996,504,999,808,612,333
Waseca County                   ,5,1,1,4,19-50,65172,31.33,877,1204,503,999,749,676,423
Waseca County                   ,2,2,2,0,51+,36132,8.69,0,589,409,535,714,345,419
Waseca County                   ,2,1,1,1,19-50,40020,19.24,467,493,338,710,664,370,293
Waseca County                   ,5,2,1,3,19-50,53976,25.95,0,1206,512,999,821,677,283
Waseca County                   ,3,1,1,2,19-50,58320,28.04,877,753,488,999,704,538,501
Waseca County                   ,2,2,1.5,0,19-50,35628,11.42,0,613,346,535,714,352,409
Waseca County                   ,6,2,1.5,4,19-50,66060,21.17,439,1469,519,999,848,758,473
Yellow Medicine County          ,5,2,1.5,3,19-50,60888,19.52,401,1226,512,1028,742,692,473
Yellow Medicine County          ,6,2,1.5,4,19-50,65364,20.95,401,1494,519,1028,766,774,465
Yellow Medicine County          ,2,2,1.5,0,19-50,36168,11.59,0,623,346,605,649,377,414
Yellow Medicine County          ,4,2,1.5,2,19-50,57876,18.55,401,1012,504,1028,731,627,520
Yellow Medicine County          ,2,2,2,0,51+,36672,8.82,0,599,409,605,649,370,424
Yellow Medicine County          ,3,2,1.5,1,19-50,44472,14.25,210,776,496,710,695,456,363
Yellow Medicine County          ,5,1,1,4,19-50,63852,30.7,803,1225,503,1028,679,692,391
Yellow Medicine County          ,3,2,2,1,19-50,48012,11.54,420,776,496,710,695,456,448
Yellow Medicine County          ,2,2,1,0,51+,35820,17.22,0,599,409,605,649,370,353
Yellow Medicine County          ,2,2,1,0,19-50,35328,16.98,0,623,346,605,649,377,344
Yellow Medicine County          ,1,1,1,0,19-50,27228,13.09,0,340,138,586,602,284,319
Yellow Medicine County          ,5,2,2,3,19-50,67260,16.17,803,1226,512,1028,742,692,602
Yellow Medicine County          ,1,1,1,0,51+,27444,13.19,0,327,169,586,602,280,323
Yellow Medicine County          ,2,1,1,1,19-50,38316,18.42,420,501,338,710,606,372,246
Yellow Medicine County          ,3,1,1,2,19-50,56856,27.33,803,766,488,1028,640,551,462
Yellow Medicine County          ,2,2,2,0,19-50,36168,8.69,0,623,346,605,649,377,414
Yellow Medicine County          ,6,2,2,4,19-50,71652,17.22,803,1494,519,1028,766,774,587
Yellow Medicine County          ,4,1,1,3,19-50,60756,29.21,803,1007,496,1028,668,625,436
Yellow Medicine County          ,3,2,1,1,19-50,40500,19.47,0,776,496,710,695,456,242
Yellow Medicine County          ,6,2,1,4,19-50,58176,27.97,0,1494,519,1028,766,774,267
Yellow Medicine County          ,2,2,1.5,0,51+,36672,11.75,0,599,409,605,649,370,424
Yellow Medicine County          ,5,2,1,3,19-50,53676,25.81,0,1226,512,1028,742,692,273
Yellow Medicine County          ,4,2,2,2,19-50,64224,15.44,803,1012,504,1028,731,627,647
Yellow Medicine County          ,4,2,1,2,19-50,50700,24.38,0,1012,504,1028,731,627,323
EDR  5 - North Central          ,5,2,1,3,19-50,54312,26.11,0,1180,512,971,909,661,293
Winona County                   ,4,2,1,2,19-50,48672,23.4,0,982,504,963,738,597,272
Winona County                   ,1,1,1,0,51+,26532,12.76,0,317,169,544,607,264,310
Winona County                   ,2,2,2,0,19-50,34872,8.38,0,604,346,555,655,356,390
Winona County                   ,5,2,1,3,19-50,51540,24.78,0,1189,512,963,749,661,221
Winona County                   ,2,2,2,0,51+,35424,8.52,0,581,409,555,655,349,403
Winona County                   ,5,2,2,3,19-50,66684,16.03,891,1189,512,963,749,661,592
Winona County                   ,2,2,1,0,51+,34608,16.64,0,581,409,555,655,349,335
Winona County                   ,5,2,1.5,3,19-50,59340,19.02,445,1189,512,963,749,661,426
Winona County                   ,6,2,1,4,19-50,56064,26.95,0,1448,519,963,772,740,230
Winona County                   ,6,2,1.5,4,19-50,63588,20.38,445,1448,519,963,772,740,412
Winona County                   ,3,2,1.5,1,19-50,45144,14.47,250,752,496,738,701,458,367
Northeast Minnesota             ,5,1,1,4,19-50,67584,32.49,968,1185,503,1083,723,696,474
Northeast Minnesota             ,4,1,1,3,19-50,64644,31.08,968,975,496,1083,710,632,523
Northeast Minnesota             ,6,2,2,4,19-50,75348,18.11,968,1446,519,1083,817,776,670
Northeast Minnesota             ,6,2,1.5,4,19-50,67452,21.62,484,1446,519,1083,817,776,496
Northeast Minnesota             ,2,2,1,0,51+,36900,17.74,0,580,409,652,690,378,366
Northeast Minnesota             ,6,2,1,4,19-50,59028,28.38,0,1446,519,1083,817,776,278
Northeast Minnesota             ,2,2,1.5,0,19-50,37296,11.95,0,603,346,652,690,385,432
Northeast Minnesota             ,5,2,1.5,3,19-50,63252,20.27,484,1187,512,1083,791,697,517
Northeast Minnesota             ,4,2,1.5,2,19-50,60348,19.34,484,980,504,1083,779,633,566
Northeast Minnesota             ,2,2,2,0,51+,37812,9.09,0,580,409,652,690,378,442
Northeast Minnesota             ,1,1,1,0,51+,28896,13.89,0,316,169,642,637,295,349
Northeast Minnesota             ,3,2,1.5,1,19-50,48540,15.56,278,751,496,839,740,488,453
Northeast Minnesota             ,4,2,2,2,19-50,68184,16.39,968,980,504,1083,779,633,735
Northeast Minnesota             ,2,2,1,0,19-50,36408,17.5,0,603,346,652,690,385,358
Northeast Minnesota             ,3,2,1,1,19-50,43536,20.93,0,751,496,839,740,488,314
Northeast Minnesota             ,5,2,2,3,19-50,71112,17.09,968,1187,512,1083,791,697,688
Northeast Minnesota             ,3,1,1,2,19-50,60876,29.27,968,741,488,1083,680,560,553
Northeast Minnesota             ,2,2,2,0,19-50,37296,8.97,0,603,346,652,690,385,432
Northeast Minnesota             ,4,2,1,2,19-50,51960,24.98,0,980,504,1083,779,633,351
Northeast Minnesota             ,2,2,1.5,0,51+,37812,12.12,0,580,409,652,690,378,442
Northeast Minnesota             ,3,2,2,1,19-50,53352,12.82,555,751,496,839,740,488,577
Northeast Minnesota             ,2,1,1,1,19-50,43728,21.02,555,486,338,839,642,407,377
Northeast Minnesota             ,5,2,1,3,19-50,54780,26.34,0,1187,512,1083,791,697,295
Northeast Minnesota             ,1,1,1,0,19-50,28656,13.78,0,329,138,642,637,298,344
EDR  9 - South Central          ,4,2,1.5,2,19-50,57612,18.47,390,985,504,1065,714,629,514
EDR  9 - South Central          ,2,2,2,0,51+,36120,8.68,0,582,409,607,635,365,412
EDR  9 - South Central          ,1,1,1,0,51+,27252,13.1,0,318,169,595,589,280,320
EDR  9 - South Central          ,3,2,1.5,1,19-50,45492,14.58,235,755,496,776,679,470,380
EDR  9 - South Central          ,4,2,2,2,19-50,63708,15.31,779,985,504,1065,714,629,633
EDR  9 - South Central          ,2,2,1,0,19-50,34800,16.73,0,606,346,607,635,372,334
Traverse County                 ,1,1,1,0,19-50,25872,12.44,0,341,138,525,587,266,299
Traverse County                 ,5,1,1,4,19-50,61416,29.53,839,1228,503,891,662,651,344
Traverse County                 ,1,1,1,0,51+,26088,12.54,0,328,169,525,587,262,303
Traverse County                 ,2,2,1.5,0,51+,35064,11.24,0,601,409,534,633,348,397
Traverse County                 ,3,1,1,2,19-50,54432,26.17,839,768,488,891,624,509,417
Traverse County                 ,4,2,1,2,19-50,47400,22.79,0,1015,504,891,712,585,243
Traverse County                 ,4,2,1.5,2,19-50,54720,17.54,420,1015,504,891,712,585,433
Traverse County                 ,5,2,2,3,19-50,64764,15.57,839,1230,512,891,722,651,552
